province_name,district_code,district_name,area_name,locality_name,locality_bucket,pop_98,avg_annual_growth_98_17,avg_hh_size,gender,total_population
BALOCHISTAN,108,LASBELA DISTRICT,HUB TEHSIL,HUB MC,"100,000 - 199,999",62763,5.62,8.08,ALL SEXES,177823
BALOCHISTAN,108,LASBELA DISTRICT,HUB TEHSIL,HUB MC,"100,000 - 199,999",62763,5.62,8.08,MALE,93326
BALOCHISTAN,108,LASBELA DISTRICT,HUB TEHSIL,HUB MC,"100,000 - 199,999",62763,5.62,8.08,FEMALE,84495
BALOCHISTAN,108,LASBELA DISTRICT,HUB TEHSIL,HUB MC,"100,000 - 199,999",62763,5.62,8.08,TRANSGENDER,2
BALOCHISTAN,108,LASBELA DISTRICT,SONMIANI/WINDER TEHSIL,WINDER MC,"25,000 - 49,999",11569,5.04,6.63,ALL SEXES,29515
BALOCHISTAN,108,LASBELA DISTRICT,SONMIANI/WINDER TEHSIL,WINDER MC,"25,000 - 49,999",11569,5.04,6.63,MALE,15353
BALOCHISTAN,108,LASBELA DISTRICT,SONMIANI/WINDER TEHSIL,WINDER MC,"25,000 - 49,999",11569,5.04,6.63,FEMALE,14160
BALOCHISTAN,108,LASBELA DISTRICT,SONMIANI/WINDER TEHSIL,WINDER MC,"25,000 - 49,999",11569,5.04,6.63,TRANSGENDER,2
BALOCHISTAN,108,LASBELA DISTRICT,UTHAL TEHSIL,UTHAL MC,"25,000 - 49,999",13319,4.25,6.92,ALL SEXES,29423
BALOCHISTAN,108,LASBELA DISTRICT,UTHAL TEHSIL,UTHAL MC,"25,000 - 49,999",13319,4.25,6.92,MALE,15792
BALOCHISTAN,108,LASBELA DISTRICT,UTHAL TEHSIL,UTHAL MC,"25,000 - 49,999",13319,4.25,6.92,FEMALE,13630
BALOCHISTAN,108,LASBELA DISTRICT,UTHAL TEHSIL,UTHAL MC,"25,000 - 49,999",13319,4.25,6.92,TRANSGENDER,1
BALOCHISTAN,108,LASBELA DISTRICT,BELA TEHSIL,BELA MC,"10,000 - 24,999",16705,2.05,6.01,ALL SEXES,24603
BALOCHISTAN,108,LASBELA DISTRICT,BELA TEHSIL,BELA MC,"10,000 - 24,999",16705,2.05,6.01,MALE,13006
BALOCHISTAN,108,LASBELA DISTRICT,BELA TEHSIL,BELA MC,"10,000 - 24,999",16705,2.05,6.01,FEMALE,11594
BALOCHISTAN,108,LASBELA DISTRICT,BELA TEHSIL,BELA MC,"10,000 - 24,999",16705,2.05,6.01,TRANSGENDER,3
BALOCHISTAN,108,LASBELA DISTRICT,DUREJI TEHSIL,DUREJI MC,"10,000 - 24,999",NA,NA,4.98,ALL SEXES,12855
BALOCHISTAN,108,LASBELA DISTRICT,DUREJI TEHSIL,DUREJI MC,"10,000 - 24,999",NA,NA,4.98,MALE,6739
BALOCHISTAN,108,LASBELA DISTRICT,DUREJI TEHSIL,DUREJI MC,"10,000 - 24,999",NA,NA,4.98,FEMALE,6116
BALOCHISTAN,108,LASBELA DISTRICT,DUREJI TEHSIL,DUREJI MC,"10,000 - 24,999",NA,NA,4.98,TRANSGENDER,0
BALOCHISTAN,108,LASBELA DISTRICT,GADDANI TEHSIL,GADDANI MC,"5,000 - 9,999",11068,-1.9,6.05,ALL SEXES,7679
BALOCHISTAN,108,LASBELA DISTRICT,GADDANI TEHSIL,GADDANI MC,"5,000 - 9,999",11068,-1.9,6.05,MALE,3889
BALOCHISTAN,108,LASBELA DISTRICT,GADDANI TEHSIL,GADDANI MC,"5,000 - 9,999",11068,-1.9,6.05,FEMALE,3790
BALOCHISTAN,108,LASBELA DISTRICT,GADDANI TEHSIL,GADDANI MC,"5,000 - 9,999",11068,-1.9,6.05,TRANSGENDER,0
