province_name,district_code,district_name,area_name,area_type,ownership_status,total_by_tenure,percent_by_tenure,utility,source,total_by_source,percent_by_source,count
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,UPPER DIR DISTRICT,TOTAL,OWNED,112497,94.46,INSIDE WATER,TOTAL INSIDE,73060,61.34,69306
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,UPPER DIR DISTRICT,TOTAL,OWNED,112497,94.46,INSIDE WATER,TAP,63894,53.65,60757
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,UPPER DIR DISTRICT,TOTAL,OWNED,112497,94.46,INSIDE WATER,ELECTRIC/HAND PUMP,637,0.53,611
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,UPPER DIR DISTRICT,TOTAL,OWNED,112497,94.46,INSIDE WATER,PROTECTED WELL,758,0.64,682
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,UPPER DIR DISTRICT,TOTAL,OWNED,112497,94.46,INSIDE WATER,UN-PROTECTED WELL,1203,1.01,1119
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,UPPER DIR DISTRICT,TOTAL,OWNED,112497,94.46,INSIDE WATER,OTHERS,6568,5.51,6137
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,UPPER DIR DISTRICT,TOTAL,OWNED,112497,94.46,OUTSIDE WATER,TOTAL OUTSIDE,46041,38.66,43191
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,UPPER DIR DISTRICT,TOTAL,OWNED,112497,94.46,OUTSIDE WATER,TAP,15091,12.67,14115
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,UPPER DIR DISTRICT,TOTAL,OWNED,112497,94.46,OUTSIDE WATER,ELECTRIC/HAND PUMP,312,0.26,295
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,UPPER DIR DISTRICT,TOTAL,OWNED,112497,94.46,OUTSIDE WATER,PROTECTED WELL,827,0.69,786
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,UPPER DIR DISTRICT,TOTAL,OWNED,112497,94.46,OUTSIDE WATER,UN-PROTECTED WELL,112,0.09,109
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,UPPER DIR DISTRICT,TOTAL,OWNED,112497,94.46,OUTSIDE WATER,SPRING,24579,20.64,23116
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,UPPER DIR DISTRICT,TOTAL,OWNED,112497,94.46,OUTSIDE WATER,CANAL/RIVER/POND,3415,2.87,3192
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,UPPER DIR DISTRICT,TOTAL,OWNED,112497,94.46,OUTSIDE WATER,OTHERS,1705,1.43,1578
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,UPPER DIR DISTRICT,TOTAL,OWNED,112497,94.46,COOKING FUEL,WOOD,116745,98.02,14115
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,UPPER DIR DISTRICT,TOTAL,OWNED,112497,94.46,COOKING FUEL,GAS,1831,1.54,295
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,UPPER DIR DISTRICT,TOTAL,OWNED,112497,94.46,COOKING FUEL,KEROSENE OIL,67,0.06,786
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,UPPER DIR DISTRICT,TOTAL,OWNED,112497,94.46,COOKING FUEL,OTHERS,458,0.38,109
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,UPPER DIR DISTRICT,TOTAL,OWNED,112497,94.46,LIGHTING SOURCE,ELECTRICITY,116745,98.02,110454
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,UPPER DIR DISTRICT,TOTAL,OWNED,112497,94.46,LIGHTING SOURCE,KEROSENE OIL,1831,1.54,1554
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,UPPER DIR DISTRICT,TOTAL,OWNED,112497,94.46,LIGHTING SOURCE,GAS LAMP,67,0.06,61
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,UPPER DIR DISTRICT,TOTAL,OWNED,112497,94.46,LIGHTING SOURCE,OTHERS,458,0.38,428
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,UPPER DIR DISTRICT,TOTAL,RENTED,1989,1.67,INSIDE WATER,TOTAL INSIDE,73060,61.34,1289
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,UPPER DIR DISTRICT,TOTAL,RENTED,1989,1.67,INSIDE WATER,TAP,63894,53.65,1113
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,UPPER DIR DISTRICT,TOTAL,RENTED,1989,1.67,INSIDE WATER,ELECTRIC/HAND PUMP,637,0.53,12
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,UPPER DIR DISTRICT,TOTAL,RENTED,1989,1.67,INSIDE WATER,PROTECTED WELL,758,0.64,26
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,UPPER DIR DISTRICT,TOTAL,RENTED,1989,1.67,INSIDE WATER,UN-PROTECTED WELL,1203,1.01,15
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,UPPER DIR DISTRICT,TOTAL,RENTED,1989,1.67,INSIDE WATER,OTHERS,6568,5.51,123
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,UPPER DIR DISTRICT,TOTAL,RENTED,1989,1.67,OUTSIDE WATER,TOTAL OUTSIDE,46041,38.66,700
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,UPPER DIR DISTRICT,TOTAL,RENTED,1989,1.67,OUTSIDE WATER,TAP,15091,12.67,254
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,UPPER DIR DISTRICT,TOTAL,RENTED,1989,1.67,OUTSIDE WATER,ELECTRIC/HAND PUMP,312,0.26,10
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,UPPER DIR DISTRICT,TOTAL,RENTED,1989,1.67,OUTSIDE WATER,PROTECTED WELL,827,0.69,23
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,UPPER DIR DISTRICT,TOTAL,RENTED,1989,1.67,OUTSIDE WATER,UN-PROTECTED WELL,112,0.09,2
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,UPPER DIR DISTRICT,TOTAL,RENTED,1989,1.67,OUTSIDE WATER,SPRING,24579,20.64,342
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,UPPER DIR DISTRICT,TOTAL,RENTED,1989,1.67,OUTSIDE WATER,CANAL/RIVER/POND,3415,2.87,39
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,UPPER DIR DISTRICT,TOTAL,RENTED,1989,1.67,OUTSIDE WATER,OTHERS,1705,1.43,30
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,UPPER DIR DISTRICT,TOTAL,RENTED,1989,1.67,COOKING FUEL,WOOD,116745,98.02,254
