province_name,district_code,district_name,area_name,area_type,construction_age,roof_material,total_by_roof_material,percent_by_roof_material,wall_material,total_by_wall_material,percent_by_wall_material,count
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,UPPER DIR DISTRICT,TOTAL,UNDER CONSTRUCTION,RCC/RBC,14238,12.66,BAKED BRICKS/BLOCKS/STONES,2032,1.81,605
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,UPPER DIR DISTRICT,TOTAL,UNDER CONSTRUCTION,RCC/RBC,14238,12.66,UNBAKED BRICKS/MUD,316,0.28,0
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,UPPER DIR DISTRICT,TOTAL,UNDER CONSTRUCTION,RCC/RBC,14238,12.66,WOOD/BAMBOO,212,0.19,0
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,UPPER DIR DISTRICT,TOTAL,UNDER CONSTRUCTION,RCC/RBC,14238,12.66,OTHERS,52,0.05,0
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,UPPER DIR DISTRICT,TOTAL,LESS THAN 5 YEARS,RCC/RBC,14238,12.66,BAKED BRICKS/BLOCKS/STONES,9658,8.59,3253
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,UPPER DIR DISTRICT,TOTAL,LESS THAN 5 YEARS,RCC/RBC,14238,12.66,UNBAKED BRICKS/MUD,1725,1.53,0
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,UPPER DIR DISTRICT,TOTAL,LESS THAN 5 YEARS,RCC/RBC,14238,12.66,WOOD/BAMBOO,957,0.85,0
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,UPPER DIR DISTRICT,TOTAL,LESS THAN 5 YEARS,RCC/RBC,14238,12.66,OTHERS,177,0.16,0
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,UPPER DIR DISTRICT,TOTAL,5 - 10 YEARS,RCC/RBC,14238,12.66,BAKED BRICKS/BLOCKS/STONES,23714,21.08,5410
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,UPPER DIR DISTRICT,TOTAL,5 - 10 YEARS,RCC/RBC,14238,12.66,UNBAKED BRICKS/MUD,4836,4.3,0
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,UPPER DIR DISTRICT,TOTAL,5 - 10 YEARS,RCC/RBC,14238,12.66,WOOD/BAMBOO,1912,1.7,0
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,UPPER DIR DISTRICT,TOTAL,5 - 10 YEARS,RCC/RBC,14238,12.66,OTHERS,500,0.44,0
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,UPPER DIR DISTRICT,TOTAL,11 - 50 YEARS,RCC/RBC,14238,12.66,BAKED BRICKS/BLOCKS/STONES,46338,41.19,4644
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,UPPER DIR DISTRICT,TOTAL,11 - 50 YEARS,RCC/RBC,14238,12.66,UNBAKED BRICKS/MUD,11506,10.23,0
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,UPPER DIR DISTRICT,TOTAL,11 - 50 YEARS,RCC/RBC,14238,12.66,WOOD/BAMBOO,3227,2.87,0
