province_name,district_code,district_name,area_name,area_type,gender,group_all_ages,group_under_01,group_under_05,group_under_10,group_under_16,group_05_24,group_15_24,group_15_29,group_15_49,group_15_64,group_18_60,group_18_and_up,group_60_and_up,group_65_and_up
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,UPPER DIR DISTRICT,TOTAL,ALL SEXES,947401,29234,179229,353290,508038,480043,173628,238294,384131,432268,359563,400507,44428,29489
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,UPPER DIR DISTRICT,TOTAL,MALE,466594,14999,91617,181942,262182,241760,82646,110733,176738,200245,164330,185483,22749,15618
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,UPPER DIR DISTRICT,TOTAL,FEMALE,480766,14235,87612,171348,245855,238273,90972,127549,207366,231992,195206,214986,21668,13861
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,UPPER DIR DISTRICT,TOTAL,TRANSGENDER,41,0,0,0,1,10,10,12,27,31,27,38,11,10
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,UPPER DIR DISTRICT,RURAL,ALL SEXES,903301,28122,172419,339316,487019,458177,164855,226015,363880,409271,340163,379354,42441,28289
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,UPPER DIR DISTRICT,RURAL,MALE,443933,14407,88071,174688,251340,230630,78231,104636,166486,188499,154393,174593,21669,14964
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,UPPER DIR DISTRICT,RURAL,FEMALE,459329,13715,84348,164628,235678,227538,86615,121368,197369,220743,185745,204725,20761,13315
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,UPPER DIR DISTRICT,RURAL,TRANSGENDER,39,0,0,0,1,9,9,11,25,29,25,36,11,10
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,UPPER DIR DISTRICT,URBAN,ALL SEXES,44100,1112,6810,13974,21019,21866,8773,12279,20251,22997,19400,21153,1987,1200
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,UPPER DIR DISTRICT,URBAN,MALE,22661,592,3546,7254,10842,11130,4415,6097,10252,11746,9937,10890,1080,654
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,UPPER DIR DISTRICT,URBAN,FEMALE,21437,520,3264,6720,10177,10735,4357,6181,9997,11249,9461,10261,907,546
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,UPPER DIR DISTRICT,URBAN,TRANSGENDER,2,0,0,0,0,1,1,1,2,2,2,2,0,0
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,DIR SUB-DIVISION,TOTAL,ALL SEXES,439525,12786,78902,158166,231748,224605,82493,113282,182338,205152,170459,189044,20211,13359
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,DIR SUB-DIVISION,TOTAL,MALE,218086,6571,40375,81448,119730,113518,39648,53121,85094,96595,79346,89216,10603,7246
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,DIR SUB-DIVISION,TOTAL,FEMALE,221423,6215,38527,76718,112017,111081,42839,60155,97231,108543,91101,99814,9606,6111
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,DIR SUB-DIVISION,TOTAL,TRANSGENDER,16,0,0,0,1,6,6,6,13,14,12,14,2,2
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,DIR SUB-DIVISION,RURAL,ALL SEXES,395425,11674,72092,144192,210729,202739,73720,101003,162087,182155,151059,167891,18224,12159
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,DIR SUB-DIVISION,RURAL,MALE,195425,5979,36829,74194,108888,102388,35233,47024,74842,84849,69409,78326,9523,6592
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,DIR SUB-DIVISION,RURAL,FEMALE,199986,5695,35263,69998,101840,100346,38482,53974,87234,97294,81640,89553,8699,5565
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,DIR SUB-DIVISION,RURAL,TRANSGENDER,14,0,0,0,1,5,5,5,11,12,10,12,2,2
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,DIR SUB-DIVISION,URBAN,ALL SEXES,44100,1112,6810,13974,21019,21866,8773,12279,20251,22997,19400,21153,1987,1200
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,DIR SUB-DIVISION,URBAN,MALE,22661,592,3546,7254,10842,11130,4415,6097,10252,11746,9937,10890,1080,654
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,DIR SUB-DIVISION,URBAN,FEMALE,21437,520,3264,6720,10177,10735,4357,6181,9997,11249,9461,10261,907,546
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,DIR SUB-DIVISION,URBAN,TRANSGENDER,2,0,0,0,0,1,1,1,2,2,2,2,0,0
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,SHARINGAL SUB-DIVISION,TOTAL,ALL SEXES,185121,6791,40064,75158,102615,89341,30414,42517,70808,79821,67562,76172,9269,6309
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,SHARINGAL SUB-DIVISION,TOTAL,MALE,91723,3463,20305,38431,52553,45034,14651,20137,33378,37709,31709,36092,4672,3326
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,SHARINGAL SUB-DIVISION,TOTAL,FEMALE,93392,3328,19759,36727,50062,44305,15761,22377,37425,42106,35847,40074,4597,2983
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,SHARINGAL SUB-DIVISION,TOTAL,TRANSGENDER,6,0,0,0,0,2,2,3,5,6,6,6,0,0
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,SHARINGAL SUB-DIVISION,RURAL,ALL SEXES,185121,6791,40064,75158,102615,89341,30414,42517,70808,79821,67562,76172,9269,6309
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,SHARINGAL SUB-DIVISION,RURAL,MALE,91723,3463,20305,38431,52553,45034,14651,20137,33378,37709,31709,36092,4672,3326
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,SHARINGAL SUB-DIVISION,RURAL,FEMALE,93392,3328,19759,36727,50062,44305,15761,22377,37425,42106,35847,40074,4597,2983
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,SHARINGAL SUB-DIVISION,RURAL,TRANSGENDER,6,0,0,0,0,2,2,3,5,6,6,6,0,0
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,SHARINGAL SUB-DIVISION,URBAN,ALL SEXES,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,SHARINGAL SUB-DIVISION,URBAN,MALE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,SHARINGAL SUB-DIVISION,URBAN,FEMALE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,SHARINGAL SUB-DIVISION,URBAN,TRANSGENDER,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,WARI SUB-DIVISION,TOTAL,ALL SEXES,322755,9657,60263,119966,173675,166097,60721,82495,130985,147295,121542,135291,14948,9821
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,WARI SUB-DIVISION,TOTAL,MALE,156785,4965,30937,62063,89899,83208,28347,37475,58266,65941,53275,60175,7474,5046
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,WARI SUB-DIVISION,TOTAL,FEMALE,165951,4692,29326,57903,83776,82887,32372,45017,72710,81343,68258,75098,7465,4767
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,WARI SUB-DIVISION,TOTAL,TRANSGENDER,19,0,0,0,0,2,2,3,9,11,9,18,9,8
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,WARI SUB-DIVISION,RURAL,ALL SEXES,322755,9657,60263,119966,173675,166097,60721,82495,130985,147295,121542,135291,14948,9821
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,WARI SUB-DIVISION,RURAL,MALE,156785,4965,30937,62063,89899,83208,28347,37475,58266,65941,53275,60175,7474,5046
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,WARI SUB-DIVISION,RURAL,FEMALE,165951,4692,29326,57903,83776,82887,32372,45017,72710,81343,68258,75098,7465,4767
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,WARI SUB-DIVISION,RURAL,TRANSGENDER,19,0,0,0,0,2,2,3,9,11,9,18,9,8
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,WARI SUB-DIVISION,URBAN,ALL SEXES,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,WARI SUB-DIVISION,URBAN,MALE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,WARI SUB-DIVISION,URBAN,FEMALE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,WARI SUB-DIVISION,URBAN,TRANSGENDER,0,0,0,0,0,0,0,0,0,0,0,0,0,0
