province_name,district_code,district_name,area_name,area_type,household_sizes,number_of_rooms,total_housing_units_by_hh_size,percent_of_total_units_by_hh_size,rooms_per_housing_unit,total_housing_units_by_room_size,percent_of_total_units_by_room_size,persons_per_housing_unit,count
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,UPPER DIR DISTRICT,TOTAL,1 PERSON,1,767,0.64,1.86,25138,21.11,5.27,430
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,UPPER DIR DISTRICT,TOTAL,2 PERSONS,1,5373,4.51,1.77,25138,21.11,5.27,2864
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,UPPER DIR DISTRICT,TOTAL,3 PERSONS,1,7488,6.29,1.89,25138,21.11,5.27,3484
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,UPPER DIR DISTRICT,TOTAL,4 PERSONS,1,9834,8.26,2.05,25138,21.11,5.27,3949
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,UPPER DIR DISTRICT,TOTAL,5 PERSONS,1,12416,10.42,2.25,25138,21.11,5.27,3890
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,UPPER DIR DISTRICT,TOTAL,6 PERSONS,1,13741,11.54,2.45,25138,21.11,5.27,3391
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,UPPER DIR DISTRICT,TOTAL,7 PERSONS,1,14237,11.95,2.66,25138,21.11,5.27,2669
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,UPPER DIR DISTRICT,TOTAL,8 PERSONS,1,13061,10.97,2.84,25138,21.11,5.27,1937
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,UPPER DIR DISTRICT,TOTAL,9 PERSONS,1,10582,8.88,3.06,25138,21.11,5.27,1127
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,UPPER DIR DISTRICT,TOTAL,10 PERSONS AND ABOVE,1,31602,26.53,3.98,25138,21.11,5.27,1397
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,UPPER DIR DISTRICT,TOTAL,1 PERSON,2,767,0.64,1.86,37482,31.47,6.88,185
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,UPPER DIR DISTRICT,TOTAL,2 PERSONS,2,5373,4.51,1.77,37482,31.47,6.88,1666
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,UPPER DIR DISTRICT,TOTAL,3 PERSONS,2,7488,6.29,1.89,37482,31.47,6.88,2593
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,UPPER DIR DISTRICT,TOTAL,4 PERSONS,2,9834,8.26,2.05,37482,31.47,6.88,3453
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,UPPER DIR DISTRICT,TOTAL,5 PERSONS,2,12416,10.42,2.25,37482,31.47,6.88,4749
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,UPPER DIR DISTRICT,TOTAL,6 PERSONS,2,13741,11.54,2.45,37482,31.47,6.88,5253
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,UPPER DIR DISTRICT,TOTAL,7 PERSONS,2,14237,11.95,2.66,37482,31.47,6.88,5322
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,UPPER DIR DISTRICT,TOTAL,8 PERSONS,2,13061,10.97,2.84,37482,31.47,6.88,4634
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,UPPER DIR DISTRICT,TOTAL,9 PERSONS,2,10582,8.88,3.06,37482,31.47,6.88,3421
KHYBER PAKTUNKHWA,024,UPPER DIR DISTRICT,UPPER DIR DISTRICT,TOTAL,10 PERSONS AND ABOVE,2,31602,26.53,3.98,37482,31.47,6.88,6206
