province_name,district_code,district_name,area_name,locality_size,locality_count,gender,total_population
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,TOTAL,91,ALL SEXES,156703
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,TOTAL,91,MALE,80475
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,TOTAL,91,FEMALE,76206
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,TOTAL,91,TRANSGENDER,22
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,"5,000 AND ABOVE",7,ALL SEXES,58317
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,"5,000 AND ABOVE",7,MALE,29972
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,"5,000 AND ABOVE",7,FEMALE,28335
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,"5,000 AND ABOVE",7,TRANSGENDER,10
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,"2,000 - 4,999",18,ALL SEXES,53894
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,"2,000 - 4,999",18,MALE,27482
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,"2,000 - 4,999",18,FEMALE,26405
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,"2,000 - 4,999",18,TRANSGENDER,7
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,"1,000 - 1,999",19,ALL SEXES,26060
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,"1,000 - 1,999",19,MALE,13457
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,"1,000 - 1,999",19,FEMALE,12602
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,"1,000 - 1,999",19,TRANSGENDER,1
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,500 - 999,14,ALL SEXES,10591
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,500 - 999,14,MALE,5534
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,500 - 999,14,FEMALE,5056
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,500 - 999,14,TRANSGENDER,1
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,200 - 499,19,ALL SEXES,6414
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,200 - 499,19,MALE,3302
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,200 - 499,19,FEMALE,3109
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,200 - 499,19,TRANSGENDER,3
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,LESS THAN 200,13,ALL SEXES,1427
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,LESS THAN 200,13,MALE,728
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,LESS THAN 200,13,FEMALE,699
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,LESS THAN 200,13,TRANSGENDER,0
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,UN-INHABITED,1,ALL SEXES,0
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,UN-INHABITED,1,MALE,0
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,UN-INHABITED,1,FEMALE,0
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,UN-INHABITED,1,TRANSGENDER,0
BALOCHISTAN,128,ZIARAT DISTRICT,SINJAWI SUB-TEHSIL,TOTAL,62,ALL SEXES,92497
BALOCHISTAN,128,ZIARAT DISTRICT,SINJAWI SUB-TEHSIL,TOTAL,62,MALE,48070
BALOCHISTAN,128,ZIARAT DISTRICT,SINJAWI SUB-TEHSIL,TOTAL,62,FEMALE,44413
BALOCHISTAN,128,ZIARAT DISTRICT,SINJAWI SUB-TEHSIL,TOTAL,62,TRANSGENDER,14
BALOCHISTAN,128,ZIARAT DISTRICT,SINJAWI SUB-TEHSIL,"5,000 AND ABOVE",4,ALL SEXES,33817
BALOCHISTAN,128,ZIARAT DISTRICT,SINJAWI SUB-TEHSIL,"5,000 AND ABOVE",4,MALE,17577
BALOCHISTAN,128,ZIARAT DISTRICT,SINJAWI SUB-TEHSIL,"5,000 AND ABOVE",4,FEMALE,16234
BALOCHISTAN,128,ZIARAT DISTRICT,SINJAWI SUB-TEHSIL,"5,000 AND ABOVE",4,TRANSGENDER,6
BALOCHISTAN,128,ZIARAT DISTRICT,SINJAWI SUB-TEHSIL,"2,000 - 4,999",7,ALL SEXES,25631
BALOCHISTAN,128,ZIARAT DISTRICT,SINJAWI SUB-TEHSIL,"2,000 - 4,999",7,MALE,13339
BALOCHISTAN,128,ZIARAT DISTRICT,SINJAWI SUB-TEHSIL,"2,000 - 4,999",7,FEMALE,12288
BALOCHISTAN,128,ZIARAT DISTRICT,SINJAWI SUB-TEHSIL,"2,000 - 4,999",7,TRANSGENDER,4
BALOCHISTAN,128,ZIARAT DISTRICT,SINJAWI SUB-TEHSIL,"1,000 - 1,999",14,ALL SEXES,18446
BALOCHISTAN,128,ZIARAT DISTRICT,SINJAWI SUB-TEHSIL,"1,000 - 1,999",14,MALE,9591
BALOCHISTAN,128,ZIARAT DISTRICT,SINJAWI SUB-TEHSIL,"1,000 - 1,999",14,FEMALE,8855
BALOCHISTAN,128,ZIARAT DISTRICT,SINJAWI SUB-TEHSIL,"1,000 - 1,999",14,TRANSGENDER,0
BALOCHISTAN,128,ZIARAT DISTRICT,SINJAWI SUB-TEHSIL,500 - 999,11,ALL SEXES,8294
BALOCHISTAN,128,ZIARAT DISTRICT,SINJAWI SUB-TEHSIL,500 - 999,11,MALE,4315
BALOCHISTAN,128,ZIARAT DISTRICT,SINJAWI SUB-TEHSIL,500 - 999,11,FEMALE,3978
BALOCHISTAN,128,ZIARAT DISTRICT,SINJAWI SUB-TEHSIL,500 - 999,11,TRANSGENDER,1
BALOCHISTAN,128,ZIARAT DISTRICT,SINJAWI SUB-TEHSIL,200 - 499,16,ALL SEXES,5236
BALOCHISTAN,128,ZIARAT DISTRICT,SINJAWI SUB-TEHSIL,200 - 499,16,MALE,2687
BALOCHISTAN,128,ZIARAT DISTRICT,SINJAWI SUB-TEHSIL,200 - 499,16,FEMALE,2546
BALOCHISTAN,128,ZIARAT DISTRICT,SINJAWI SUB-TEHSIL,200 - 499,16,TRANSGENDER,3
BALOCHISTAN,128,ZIARAT DISTRICT,SINJAWI SUB-TEHSIL,LESS THAN 200,9,ALL SEXES,1073
BALOCHISTAN,128,ZIARAT DISTRICT,SINJAWI SUB-TEHSIL,LESS THAN 200,9,MALE,561
BALOCHISTAN,128,ZIARAT DISTRICT,SINJAWI SUB-TEHSIL,LESS THAN 200,9,FEMALE,512
BALOCHISTAN,128,ZIARAT DISTRICT,SINJAWI SUB-TEHSIL,LESS THAN 200,9,TRANSGENDER,0
BALOCHISTAN,128,ZIARAT DISTRICT,SINJAWI SUB-TEHSIL,UN-INHABITED,1,ALL SEXES,0
BALOCHISTAN,128,ZIARAT DISTRICT,SINJAWI SUB-TEHSIL,UN-INHABITED,1,MALE,0
BALOCHISTAN,128,ZIARAT DISTRICT,SINJAWI SUB-TEHSIL,UN-INHABITED,1,FEMALE,0
BALOCHISTAN,128,ZIARAT DISTRICT,SINJAWI SUB-TEHSIL,UN-INHABITED,1,TRANSGENDER,0
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT TEHSIL,TOTAL,29,ALL SEXES,64206
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT TEHSIL,TOTAL,29,MALE,32405
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT TEHSIL,TOTAL,29,FEMALE,31793
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT TEHSIL,TOTAL,29,TRANSGENDER,8
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT TEHSIL,"5,000 AND ABOVE",3,ALL SEXES,24500
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT TEHSIL,"5,000 AND ABOVE",3,MALE,12395
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT TEHSIL,"5,000 AND ABOVE",3,FEMALE,12101
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT TEHSIL,"5,000 AND ABOVE",3,TRANSGENDER,4
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT TEHSIL,"2,000 - 4,999",11,ALL SEXES,28263
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT TEHSIL,"2,000 - 4,999",11,MALE,14143
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT TEHSIL,"2,000 - 4,999",11,FEMALE,14117
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT TEHSIL,"2,000 - 4,999",11,TRANSGENDER,3
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT TEHSIL,"1,000 - 1,999",5,ALL SEXES,7614
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT TEHSIL,"1,000 - 1,999",5,MALE,3866
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT TEHSIL,"1,000 - 1,999",5,FEMALE,3747
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT TEHSIL,"1,000 - 1,999",5,TRANSGENDER,1
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT TEHSIL,500 - 999,3,ALL SEXES,2297
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT TEHSIL,500 - 999,3,MALE,1219
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT TEHSIL,500 - 999,3,FEMALE,1078
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT TEHSIL,500 - 999,3,TRANSGENDER,0
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT TEHSIL,200 - 499,3,ALL SEXES,1178
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT TEHSIL,200 - 499,3,MALE,615
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT TEHSIL,200 - 499,3,FEMALE,563
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT TEHSIL,200 - 499,3,TRANSGENDER,0
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT TEHSIL,LESS THAN 200,4,ALL SEXES,354
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT TEHSIL,LESS THAN 200,4,MALE,167
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT TEHSIL,LESS THAN 200,4,FEMALE,187
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT TEHSIL,LESS THAN 200,4,TRANSGENDER,0
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT TEHSIL,UN-INHABITED,-,ALL SEXES,0
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT TEHSIL,UN-INHABITED,-,MALE,0
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT TEHSIL,UN-INHABITED,-,FEMALE,0
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT TEHSIL,UN-INHABITED,-,TRANSGENDER,0
