province_name,district_code,district_name,area_name,area_type,construction_duration,number_of_rooms,total_housing_units_by_duration,percent_of_total_units_by_duration,total_housing_units_by_size,percent_of_total_units_by_size,count
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,TOTAL,UNDER CONSTRUCTION,1,441,1.66,8342,31.34,180
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,TOTAL,LESS THAN 5 YEARS,1,3942,14.81,8342,31.34,1281
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,TOTAL,5-10 YEARS,1,9017,33.88,8342,31.34,2747
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,TOTAL,11-50 YEARS,1,11984,45.03,8342,31.34,3788
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,TOTAL,OVER 50 YEARS,1,1231,4.63,8342,31.34,346
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,TOTAL,UNDER CONSTRUCTION,2,441,1.66,9263,34.8,116
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,TOTAL,LESS THAN 5 YEARS,2,3942,14.81,9263,34.8,1499
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,TOTAL,5-10 YEARS,2,9017,33.88,9263,34.8,3260
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,TOTAL,11-50 YEARS,2,11984,45.03,9263,34.8,3866
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,TOTAL,OVER 50 YEARS,2,1231,4.63,9263,34.8,522
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,TOTAL,UNDER CONSTRUCTION,3,441,1.66,4908,18.44,87
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,TOTAL,LESS THAN 5 YEARS,3,3942,14.81,4908,18.44,644
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,TOTAL,5-10 YEARS,3,9017,33.88,4908,18.44,1599
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,TOTAL,11-50 YEARS,3,11984,45.03,4908,18.44,2385
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,TOTAL,OVER 50 YEARS,3,1231,4.63,4908,18.44,193
