province_name,district_code,district_name,area_name,area_type,construction_age,total_by_age,percent_by_age,housing_component,housing_material,total_by_material,percent_by_material,count
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,TOTAL,UNDER CONSTRUCTION,441,1.66,WALL,BAKED BRICKS/BLOCKS/STONES,2053,7.71,65
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,TOTAL,UNDER CONSTRUCTION,441,1.66,WALL,UNBAKED BRICKS/MUD,21075,79.18,246
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,TOTAL,UNDER CONSTRUCTION,441,1.66,WALL,WOOD/BAMBOO,1830,6.88,86
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,TOTAL,UNDER CONSTRUCTION,441,1.66,WALL,OTHERS,1657,6.23,44
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,TOTAL,UNDER CONSTRUCTION,441,1.66,ROOF,RCC/RBC,209,0.79,19
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,TOTAL,UNDER CONSTRUCTION,441,1.66,ROOF,CEMENT/IRON SHEETS,5991,22.51,105
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,TOTAL,UNDER CONSTRUCTION,441,1.66,ROOF,GARDER/T.IRON,1815,6.82,47
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,TOTAL,UNDER CONSTRUCTION,441,1.66,ROOF,WOOD/BAMBOO,16498,61.99,224
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,TOTAL,UNDER CONSTRUCTION,441,1.66,ROOF,OTHERS,2102,7.9,46
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,TOTAL,LESS THAN 5 YEARS,3942,14.81,WALL,BAKED BRICKS/BLOCKS/STONES,2053,7.71,269
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,TOTAL,LESS THAN 5 YEARS,3942,14.81,WALL,UNBAKED BRICKS/MUD,21075,79.18,2942
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,TOTAL,LESS THAN 5 YEARS,3942,14.81,WALL,WOOD/BAMBOO,1830,6.88,366
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,TOTAL,LESS THAN 5 YEARS,3942,14.81,WALL,OTHERS,1657,6.23,365
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,TOTAL,LESS THAN 5 YEARS,3942,14.81,ROOF,RCC/RBC,209,0.79,17
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,TOTAL,LESS THAN 5 YEARS,3942,14.81,ROOF,CEMENT/IRON SHEETS,5991,22.51,1183
