province_name,district_code,district_name,area_name,area_type,ownership_status,number_of_rooms,total_housing_units_by_ownership,percent_of_total_units_by_ownership,total_housing_units_by_size,percent_of_total_units_by_size,count
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,TOTAL,OWNED,1,26615,92.98,9066,31.67,8342
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,TOTAL,RENTED,1,548,1.91,9066,31.67,136
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,TOTAL,RENT FREE,1,1461,5.1,9066,31.67,588
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,TOTAL,OWNED,2,26615,92.98,9925,34.67,9263
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,TOTAL,RENTED,2,548,1.91,9925,34.67,229
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,TOTAL,RENT FREE,2,1461,5.1,9925,34.67,433
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,TOTAL,OWNED,3,26615,92.98,5243,18.32,4908
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,TOTAL,RENTED,3,548,1.91,5243,18.32,97
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,TOTAL,RENT FREE,3,1461,5.1,5243,18.32,238
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,TOTAL,OWNED,4,26615,92.98,2479,8.66,2285
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,TOTAL,RENTED,4,548,1.91,2479,8.66,61
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,TOTAL,RENT FREE,4,1461,5.1,2479,8.66,133
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,TOTAL,OWNED,5,26615,92.98,880,3.07,840
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,TOTAL,RENTED,5,548,1.91,880,3.07,10
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,TOTAL,RENT FREE,5,1461,5.1,880,3.07,30
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,TOTAL,OWNED,6,26615,92.98,343,1.2,323
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,TOTAL,RENTED,6,548,1.91,343,1.2,7
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,TOTAL,RENT FREE,6,1461,5.1,343,1.2,13
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,TOTAL,OWNED,7,26615,92.98,295,1.03,280
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,TOTAL,RENTED,7,548,1.91,295,1.03,3
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,TOTAL,RENT FREE,7,1461,5.1,295,1.03,12
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,TOTAL,OWNED,8,26615,92.98,155,0.54,150
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,TOTAL,RENTED,8,548,1.91,155,0.54,1
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,TOTAL,RENT FREE,8,1461,5.1,155,0.54,4
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,TOTAL,OWNED,9,26615,92.98,238,0.83,224
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,TOTAL,RENTED,9,548,1.91,238,0.83,4
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,TOTAL,RENT FREE,9,1461,5.1,238,0.83,10
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,RURAL,OWNED,1,26114,93.46,8737,31.27,8087
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,RURAL,RENTED,1,430,1.54,8737,31.27,87
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,RURAL,RENT FREE,1,1397,5,8737,31.27,563
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,RURAL,OWNED,2,26114,93.46,9674,34.62,9099
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,RURAL,RENTED,2,430,1.54,9674,34.62,176
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,RURAL,RENT FREE,2,1397,5,9674,34.62,399
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,RURAL,OWNED,3,26114,93.46,5187,18.56,4870
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,RURAL,RENTED,3,430,1.54,5187,18.56,83
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,RURAL,RENT FREE,3,1397,5,5187,18.56,234
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,RURAL,OWNED,4,26114,93.46,2459,8.8,2267
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,RURAL,RENTED,4,430,1.54,2459,8.8,60
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,RURAL,RENT FREE,4,1397,5,2459,8.8,132
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,RURAL,OWNED,5,26114,93.46,867,3.1,827
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,RURAL,RENTED,5,430,1.54,867,3.1,10
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,RURAL,RENT FREE,5,1397,5,867,3.1,30
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,RURAL,OWNED,6,26114,93.46,340,1.22,321
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,RURAL,RENTED,6,430,1.54,340,1.22,6
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,RURAL,RENT FREE,6,1397,5,340,1.22,13
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,RURAL,OWNED,7,26114,93.46,288,1.03,273
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,RURAL,RENTED,7,430,1.54,288,1.03,3
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,RURAL,RENT FREE,7,1397,5,288,1.03,12
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,RURAL,OWNED,8,26114,93.46,154,0.55,149
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,RURAL,RENTED,8,430,1.54,154,0.55,1
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,RURAL,RENT FREE,8,1397,5,154,0.55,4
BALOCHISTAN,128,ZIARAT DISTRICT,ZIARAT DISTRICT,RURAL,OWNED,9,26114,93.46,235,0.84,221
