province_name,district_code,district_name,area_name,area_type,construction_age,total_by_age,percent_by_age,housing_component,housing_material,total_by_material,percent_by_material,count
KHYBER PAKTUNKHWA,010,KOHISTAN DISTRICT,KOHISTAN DISTRICT,TOTAL,UNDER CONSTRUCTION,2223,2.33,WALL,BAKED BRICKS/BLOCKS/STONES,47682,49.87,1294
KHYBER PAKTUNKHWA,010,KOHISTAN DISTRICT,KOHISTAN DISTRICT,TOTAL,UNDER CONSTRUCTION,2223,2.33,WALL,UNBAKED BRICKS/MUD,8615,9.01,159
KHYBER PAKTUNKHWA,010,KOHISTAN DISTRICT,KOHISTAN DISTRICT,TOTAL,UNDER CONSTRUCTION,2223,2.33,WALL,WOOD/BAMBOO,33479,35.02,619
KHYBER PAKTUNKHWA,010,KOHISTAN DISTRICT,KOHISTAN DISTRICT,TOTAL,UNDER CONSTRUCTION,2223,2.33,WALL,OTHERS,5834,6.1,151
KHYBER PAKTUNKHWA,010,KOHISTAN DISTRICT,KOHISTAN DISTRICT,TOTAL,UNDER CONSTRUCTION,2223,2.33,ROOF,RCC/RBC,5820,6.09,522
KHYBER PAKTUNKHWA,010,KOHISTAN DISTRICT,KOHISTAN DISTRICT,TOTAL,UNDER CONSTRUCTION,2223,2.33,ROOF,CEMENT/IRON SHEETS,3996,4.18,145
KHYBER PAKTUNKHWA,010,KOHISTAN DISTRICT,KOHISTAN DISTRICT,TOTAL,UNDER CONSTRUCTION,2223,2.33,ROOF,GARDER/T.IRON,949,0.99,14
KHYBER PAKTUNKHWA,010,KOHISTAN DISTRICT,KOHISTAN DISTRICT,TOTAL,UNDER CONSTRUCTION,2223,2.33,ROOF,WOOD/BAMBOO,77097,80.64,1347
KHYBER PAKTUNKHWA,010,KOHISTAN DISTRICT,KOHISTAN DISTRICT,TOTAL,UNDER CONSTRUCTION,2223,2.33,ROOF,OTHERS,7748,8.1,195
KHYBER PAKTUNKHWA,010,KOHISTAN DISTRICT,KOHISTAN DISTRICT,TOTAL,LESS THAN 5 YEARS,10362,10.84,WALL,BAKED BRICKS/BLOCKS/STONES,47682,49.87,5162
KHYBER PAKTUNKHWA,010,KOHISTAN DISTRICT,KOHISTAN DISTRICT,TOTAL,LESS THAN 5 YEARS,10362,10.84,WALL,UNBAKED BRICKS/MUD,8615,9.01,1031
KHYBER PAKTUNKHWA,010,KOHISTAN DISTRICT,KOHISTAN DISTRICT,TOTAL,LESS THAN 5 YEARS,10362,10.84,WALL,WOOD/BAMBOO,33479,35.02,3761
KHYBER PAKTUNKHWA,010,KOHISTAN DISTRICT,KOHISTAN DISTRICT,TOTAL,LESS THAN 5 YEARS,10362,10.84,WALL,OTHERS,5834,6.1,408
KHYBER PAKTUNKHWA,010,KOHISTAN DISTRICT,KOHISTAN DISTRICT,TOTAL,LESS THAN 5 YEARS,10362,10.84,ROOF,RCC/RBC,5820,6.09,1195
KHYBER PAKTUNKHWA,010,KOHISTAN DISTRICT,KOHISTAN DISTRICT,TOTAL,LESS THAN 5 YEARS,10362,10.84,ROOF,CEMENT/IRON SHEETS,3996,4.18,796
KHYBER PAKTUNKHWA,010,KOHISTAN DISTRICT,KOHISTAN DISTRICT,TOTAL,LESS THAN 5 YEARS,10362,10.84,ROOF,GARDER/T.IRON,949,0.99,111
KHYBER PAKTUNKHWA,010,KOHISTAN DISTRICT,KOHISTAN DISTRICT,TOTAL,LESS THAN 5 YEARS,10362,10.84,ROOF,WOOD/BAMBOO,77097,80.64,7432
KHYBER PAKTUNKHWA,010,KOHISTAN DISTRICT,KOHISTAN DISTRICT,TOTAL,LESS THAN 5 YEARS,10362,10.84,ROOF,OTHERS,7748,8.1,828
KHYBER PAKTUNKHWA,010,KOHISTAN DISTRICT,KOHISTAN DISTRICT,TOTAL,5-10 YEARS,39478,41.29,WALL,BAKED BRICKS/BLOCKS/STONES,47682,49.87,20425
KHYBER PAKTUNKHWA,010,KOHISTAN DISTRICT,KOHISTAN DISTRICT,TOTAL,5-10 YEARS,39478,41.29,WALL,UNBAKED BRICKS/MUD,8615,9.01,3530
KHYBER PAKTUNKHWA,010,KOHISTAN DISTRICT,KOHISTAN DISTRICT,TOTAL,5-10 YEARS,39478,41.29,WALL,WOOD/BAMBOO,33479,35.02,12999
KHYBER PAKTUNKHWA,010,KOHISTAN DISTRICT,KOHISTAN DISTRICT,TOTAL,5-10 YEARS,39478,41.29,WALL,OTHERS,5834,6.1,2524
KHYBER PAKTUNKHWA,010,KOHISTAN DISTRICT,KOHISTAN DISTRICT,TOTAL,5-10 YEARS,39478,41.29,ROOF,RCC/RBC,5820,6.09,2529
KHYBER PAKTUNKHWA,010,KOHISTAN DISTRICT,KOHISTAN DISTRICT,TOTAL,5-10 YEARS,39478,41.29,ROOF,CEMENT/IRON SHEETS,3996,4.18,2311
KHYBER PAKTUNKHWA,010,KOHISTAN DISTRICT,KOHISTAN DISTRICT,TOTAL,5-10 YEARS,39478,41.29,ROOF,GARDER/T.IRON,949,0.99,505
KHYBER PAKTUNKHWA,010,KOHISTAN DISTRICT,KOHISTAN DISTRICT,TOTAL,5-10 YEARS,39478,41.29,ROOF,WOOD/BAMBOO,77097,80.64,30596
KHYBER PAKTUNKHWA,010,KOHISTAN DISTRICT,KOHISTAN DISTRICT,TOTAL,5-10 YEARS,39478,41.29,ROOF,OTHERS,7748,8.1,3537
KHYBER PAKTUNKHWA,010,KOHISTAN DISTRICT,KOHISTAN DISTRICT,TOTAL,11-50 YEARS,39750,41.58,WALL,BAKED BRICKS/BLOCKS/STONES,47682,49.87,19078
KHYBER PAKTUNKHWA,010,KOHISTAN DISTRICT,KOHISTAN DISTRICT,TOTAL,11-50 YEARS,39750,41.58,WALL,UNBAKED BRICKS/MUD,8615,9.01,3699
KHYBER PAKTUNKHWA,010,KOHISTAN DISTRICT,KOHISTAN DISTRICT,TOTAL,11-50 YEARS,39750,41.58,WALL,WOOD/BAMBOO,33479,35.02,14531
KHYBER PAKTUNKHWA,010,KOHISTAN DISTRICT,KOHISTAN DISTRICT,TOTAL,11-50 YEARS,39750,41.58,WALL,OTHERS,5834,6.1,2442
KHYBER PAKTUNKHWA,010,KOHISTAN DISTRICT,KOHISTAN DISTRICT,TOTAL,11-50 YEARS,39750,41.58,ROOF,RCC/RBC,5820,6.09,1563
KHYBER PAKTUNKHWA,010,KOHISTAN DISTRICT,KOHISTAN DISTRICT,TOTAL,11-50 YEARS,39750,41.58,ROOF,CEMENT/IRON SHEETS,3996,4.18,652
KHYBER PAKTUNKHWA,010,KOHISTAN DISTRICT,KOHISTAN DISTRICT,TOTAL,11-50 YEARS,39750,41.58,ROOF,GARDER/T.IRON,949,0.99,298
KHYBER PAKTUNKHWA,010,KOHISTAN DISTRICT,KOHISTAN DISTRICT,TOTAL,11-50 YEARS,39750,41.58,ROOF,WOOD/BAMBOO,77097,80.64,34495
KHYBER PAKTUNKHWA,010,KOHISTAN DISTRICT,KOHISTAN DISTRICT,TOTAL,11-50 YEARS,39750,41.58,ROOF,OTHERS,7748,8.1,2742
KHYBER PAKTUNKHWA,010,KOHISTAN DISTRICT,KOHISTAN DISTRICT,TOTAL,OVER 50 YEARS,3797,3.97,WALL,BAKED BRICKS/BLOCKS/STONES,47682,49.87,1723
KHYBER PAKTUNKHWA,010,KOHISTAN DISTRICT,KOHISTAN DISTRICT,TOTAL,OVER 50 YEARS,3797,3.97,WALL,UNBAKED BRICKS/MUD,8615,9.01,196
KHYBER PAKTUNKHWA,010,KOHISTAN DISTRICT,KOHISTAN DISTRICT,TOTAL,OVER 50 YEARS,3797,3.97,WALL,WOOD/BAMBOO,33479,35.02,1569
KHYBER PAKTUNKHWA,010,KOHISTAN DISTRICT,KOHISTAN DISTRICT,TOTAL,OVER 50 YEARS,3797,3.97,WALL,OTHERS,5834,6.1,309
