province_name,district_code,district_name,area_name,area_type,ownership_status,total_by_tenure,percent_by_tenure,housing_component,housing_material,total_by_material,percent_by_material,count
KHYBER PAKTUNKHWA,010,KOHISTAN DISTRICT,KOHISTAN DISTRICT,TOTAL,OWNED,95610,96.17,WALL,BAKED BRICKS/BLOCKS/STONES,49826,50.12,47682
KHYBER PAKTUNKHWA,010,KOHISTAN DISTRICT,KOHISTAN DISTRICT,TOTAL,OWNED,95610,96.17,WALL,UNBAKED BRICKS/MUD,9411,9.47,8615
KHYBER PAKTUNKHWA,010,KOHISTAN DISTRICT,KOHISTAN DISTRICT,TOTAL,OWNED,95610,96.17,WALL,WOOD/BAMBOO,34074,34.28,33479
KHYBER PAKTUNKHWA,010,KOHISTAN DISTRICT,KOHISTAN DISTRICT,TOTAL,OWNED,95610,96.17,WALL,OTHERS,6102,6.14,5834
KHYBER PAKTUNKHWA,010,KOHISTAN DISTRICT,KOHISTAN DISTRICT,TOTAL,OWNED,95610,96.17,ROOF,RCC/RBC,6534,6.57,5820
KHYBER PAKTUNKHWA,010,KOHISTAN DISTRICT,KOHISTAN DISTRICT,TOTAL,OWNED,95610,96.17,ROOF,CEMENT/IRON SHEETS,4187,4.21,3996
KHYBER PAKTUNKHWA,010,KOHISTAN DISTRICT,KOHISTAN DISTRICT,TOTAL,OWNED,95610,96.17,ROOF,GARDER/T.IRON,964,0.97,949
KHYBER PAKTUNKHWA,010,KOHISTAN DISTRICT,KOHISTAN DISTRICT,TOTAL,OWNED,95610,96.17,ROOF,WOOD/BAMBOO,79667,80.14,77097
KHYBER PAKTUNKHWA,010,KOHISTAN DISTRICT,KOHISTAN DISTRICT,TOTAL,OWNED,95610,96.17,ROOF,OTHERS,8061,8.11,7748
KHYBER PAKTUNKHWA,010,KOHISTAN DISTRICT,KOHISTAN DISTRICT,TOTAL,RENTED,1457,1.47,WALL,BAKED BRICKS/BLOCKS/STONES,49826,50.12,974
KHYBER PAKTUNKHWA,010,KOHISTAN DISTRICT,KOHISTAN DISTRICT,TOTAL,RENTED,1457,1.47,WALL,UNBAKED BRICKS/MUD,9411,9.47,257
KHYBER PAKTUNKHWA,010,KOHISTAN DISTRICT,KOHISTAN DISTRICT,TOTAL,RENTED,1457,1.47,WALL,WOOD/BAMBOO,34074,34.28,184
KHYBER PAKTUNKHWA,010,KOHISTAN DISTRICT,KOHISTAN DISTRICT,TOTAL,RENTED,1457,1.47,WALL,OTHERS,6102,6.14,42
KHYBER PAKTUNKHWA,010,KOHISTAN DISTRICT,KOHISTAN DISTRICT,TOTAL,RENTED,1457,1.47,ROOF,RCC/RBC,6534,6.57,486
KHYBER PAKTUNKHWA,010,KOHISTAN DISTRICT,KOHISTAN DISTRICT,TOTAL,RENTED,1457,1.47,ROOF,CEMENT/IRON SHEETS,4187,4.21,125
KHYBER PAKTUNKHWA,010,KOHISTAN DISTRICT,KOHISTAN DISTRICT,TOTAL,RENTED,1457,1.47,ROOF,GARDER/T.IRON,964,0.97,0
KHYBER PAKTUNKHWA,010,KOHISTAN DISTRICT,KOHISTAN DISTRICT,TOTAL,RENTED,1457,1.47,ROOF,WOOD/BAMBOO,79667,80.14,802
KHYBER PAKTUNKHWA,010,KOHISTAN DISTRICT,KOHISTAN DISTRICT,TOTAL,RENTED,1457,1.47,ROOF,OTHERS,8061,8.11,44
KHYBER PAKTUNKHWA,010,KOHISTAN DISTRICT,KOHISTAN DISTRICT,TOTAL,RENT FREE,2346,2.36,WALL,BAKED BRICKS/BLOCKS/STONES,49826,50.12,1170
KHYBER PAKTUNKHWA,010,KOHISTAN DISTRICT,KOHISTAN DISTRICT,TOTAL,RENT FREE,2346,2.36,WALL,UNBAKED BRICKS/MUD,9411,9.47,539
KHYBER PAKTUNKHWA,010,KOHISTAN DISTRICT,KOHISTAN DISTRICT,TOTAL,RENT FREE,2346,2.36,WALL,WOOD/BAMBOO,34074,34.28,411
KHYBER PAKTUNKHWA,010,KOHISTAN DISTRICT,KOHISTAN DISTRICT,TOTAL,RENT FREE,2346,2.36,WALL,OTHERS,6102,6.14,226
KHYBER PAKTUNKHWA,010,KOHISTAN DISTRICT,KOHISTAN DISTRICT,TOTAL,RENT FREE,2346,2.36,ROOF,RCC/RBC,6534,6.57,228
KHYBER PAKTUNKHWA,010,KOHISTAN DISTRICT,KOHISTAN DISTRICT,TOTAL,RENT FREE,2346,2.36,ROOF,CEMENT/IRON SHEETS,4187,4.21,66
KHYBER PAKTUNKHWA,010,KOHISTAN DISTRICT,KOHISTAN DISTRICT,TOTAL,RENT FREE,2346,2.36,ROOF,GARDER/T.IRON,964,0.97,15
KHYBER PAKTUNKHWA,010,KOHISTAN DISTRICT,KOHISTAN DISTRICT,TOTAL,RENT FREE,2346,2.36,ROOF,WOOD/BAMBOO,79667,80.14,1768
KHYBER PAKTUNKHWA,010,KOHISTAN DISTRICT,KOHISTAN DISTRICT,TOTAL,RENT FREE,2346,2.36,ROOF,OTHERS,8061,8.11,269
KHYBER PAKTUNKHWA,010,KOHISTAN DISTRICT,KOHISTAN DISTRICT,RURAL,OWNED,95610,96.17,WALL,BAKED BRICKS/BLOCKS/STONES,49826,50.12,47682
KHYBER PAKTUNKHWA,010,KOHISTAN DISTRICT,KOHISTAN DISTRICT,RURAL,OWNED,95610,96.17,WALL,UNBAKED BRICKS/MUD,9411,9.47,8615
KHYBER PAKTUNKHWA,010,KOHISTAN DISTRICT,KOHISTAN DISTRICT,RURAL,OWNED,95610,96.17,WALL,WOOD/BAMBOO,34074,34.28,33479
KHYBER PAKTUNKHWA,010,KOHISTAN DISTRICT,KOHISTAN DISTRICT,RURAL,OWNED,95610,96.17,WALL,OTHERS,6102,6.14,5834
KHYBER PAKTUNKHWA,010,KOHISTAN DISTRICT,KOHISTAN DISTRICT,RURAL,OWNED,95610,96.17,ROOF,RCC/RBC,6534,6.57,5820
KHYBER PAKTUNKHWA,010,KOHISTAN DISTRICT,KOHISTAN DISTRICT,RURAL,OWNED,95610,96.17,ROOF,CEMENT/IRON SHEETS,4187,4.21,3996
KHYBER PAKTUNKHWA,010,KOHISTAN DISTRICT,KOHISTAN DISTRICT,RURAL,OWNED,95610,96.17,ROOF,GARDER/T.IRON,964,0.97,949
KHYBER PAKTUNKHWA,010,KOHISTAN DISTRICT,KOHISTAN DISTRICT,RURAL,OWNED,95610,96.17,ROOF,WOOD/BAMBOO,79667,80.14,77097
KHYBER PAKTUNKHWA,010,KOHISTAN DISTRICT,KOHISTAN DISTRICT,RURAL,OWNED,95610,96.17,ROOF,OTHERS,8061,8.11,7748
KHYBER PAKTUNKHWA,010,KOHISTAN DISTRICT,KOHISTAN DISTRICT,RURAL,RENTED,1457,1.47,WALL,BAKED BRICKS/BLOCKS/STONES,49826,50.12,974
KHYBER PAKTUNKHWA,010,KOHISTAN DISTRICT,KOHISTAN DISTRICT,RURAL,RENTED,1457,1.47,WALL,UNBAKED BRICKS/MUD,9411,9.47,257
KHYBER PAKTUNKHWA,010,KOHISTAN DISTRICT,KOHISTAN DISTRICT,RURAL,RENTED,1457,1.47,WALL,WOOD/BAMBOO,34074,34.28,184
KHYBER PAKTUNKHWA,010,KOHISTAN DISTRICT,KOHISTAN DISTRICT,RURAL,RENTED,1457,1.47,WALL,OTHERS,6102,6.14,42
KHYBER PAKTUNKHWA,010,KOHISTAN DISTRICT,KOHISTAN DISTRICT,RURAL,RENTED,1457,1.47,ROOF,RCC/RBC,6534,6.57,486
KHYBER PAKTUNKHWA,010,KOHISTAN DISTRICT,KOHISTAN DISTRICT,RURAL,RENTED,1457,1.47,ROOF,CEMENT/IRON SHEETS,4187,4.21,125
KHYBER PAKTUNKHWA,010,KOHISTAN DISTRICT,KOHISTAN DISTRICT,RURAL,RENTED,1457,1.47,ROOF,GARDER/T.IRON,964,0.97,0
KHYBER PAKTUNKHWA,010,KOHISTAN DISTRICT,KOHISTAN DISTRICT,RURAL,RENTED,1457,1.47,ROOF,WOOD/BAMBOO,79667,80.14,802
KHYBER PAKTUNKHWA,010,KOHISTAN DISTRICT,KOHISTAN DISTRICT,RURAL,RENTED,1457,1.47,ROOF,OTHERS,8061,8.11,44
KHYBER PAKTUNKHWA,010,KOHISTAN DISTRICT,KOHISTAN DISTRICT,RURAL,RENT FREE,2346,2.36,WALL,BAKED BRICKS/BLOCKS/STONES,49826,50.12,1170
KHYBER PAKTUNKHWA,010,KOHISTAN DISTRICT,KOHISTAN DISTRICT,RURAL,RENT FREE,2346,2.36,WALL,UNBAKED BRICKS/MUD,9411,9.47,539
KHYBER PAKTUNKHWA,010,KOHISTAN DISTRICT,KOHISTAN DISTRICT,RURAL,RENT FREE,2346,2.36,WALL,WOOD/BAMBOO,34074,34.28,411
KHYBER PAKTUNKHWA,010,KOHISTAN DISTRICT,KOHISTAN DISTRICT,RURAL,RENT FREE,2346,2.36,WALL,OTHERS,6102,6.14,226
KHYBER PAKTUNKHWA,010,KOHISTAN DISTRICT,KOHISTAN DISTRICT,RURAL,RENT FREE,2346,2.36,ROOF,RCC/RBC,6534,6.57,228
KHYBER PAKTUNKHWA,010,KOHISTAN DISTRICT,KOHISTAN DISTRICT,RURAL,RENT FREE,2346,2.36,ROOF,CEMENT/IRON SHEETS,4187,4.21,66
KHYBER PAKTUNKHWA,010,KOHISTAN DISTRICT,KOHISTAN DISTRICT,RURAL,RENT FREE,2346,2.36,ROOF,GARDER/T.IRON,964,0.97,15
KHYBER PAKTUNKHWA,010,KOHISTAN DISTRICT,KOHISTAN DISTRICT,RURAL,RENT FREE,2346,2.36,ROOF,WOOD/BAMBOO,79667,80.14,1768
KHYBER PAKTUNKHWA,010,KOHISTAN DISTRICT,KOHISTAN DISTRICT,RURAL,RENT FREE,2346,2.36,ROOF,OTHERS,8061,8.11,269
KHYBER PAKTUNKHWA,010,KOHISTAN DISTRICT,KOHISTAN DISTRICT,URBAN,OWNED,NA,NA,WALL,BAKED BRICKS/BLOCKS/STONES,NA,NA,NA
KHYBER PAKTUNKHWA,010,KOHISTAN DISTRICT,KOHISTAN DISTRICT,URBAN,OWNED,NA,NA,WALL,UNBAKED BRICKS/MUD,NA,NA,NA
KHYBER PAKTUNKHWA,010,KOHISTAN DISTRICT,KOHISTAN DISTRICT,URBAN,OWNED,NA,NA,WALL,WOOD/BAMBOO,NA,NA,NA
KHYBER PAKTUNKHWA,010,KOHISTAN DISTRICT,KOHISTAN DISTRICT,URBAN,OWNED,NA,NA,WALL,OTHERS,NA,NA,NA
KHYBER PAKTUNKHWA,010,KOHISTAN DISTRICT,KOHISTAN DISTRICT,URBAN,OWNED,NA,NA,ROOF,RCC/RBC,NA,NA,NA
KHYBER PAKTUNKHWA,010,KOHISTAN DISTRICT,KOHISTAN DISTRICT,URBAN,OWNED,NA,NA,ROOF,CEMENT/IRON SHEETS,NA,NA,NA
