province_name,district_code,district_name,area_name,area_type,construction_age,total_by_age,percent_by_age,housing_component,housing_material,total_by_material,percent_by_material,count
KHYBER PAKTUNKHWA,011,HANGU DISTRICT,HANGU DISTRICT,TOTAL,UNDER CONSTRUCTION,555,1.51,WALL,BAKED BRICKS/BLOCKS/STONES,26592,72.37,323
KHYBER PAKTUNKHWA,011,HANGU DISTRICT,HANGU DISTRICT,TOTAL,UNDER CONSTRUCTION,555,1.51,WALL,UNBAKED BRICKS/MUD,8407,22.88,174
KHYBER PAKTUNKHWA,011,HANGU DISTRICT,HANGU DISTRICT,TOTAL,UNDER CONSTRUCTION,555,1.51,WALL,WOOD/BAMBOO,767,2.09,30
KHYBER PAKTUNKHWA,011,HANGU DISTRICT,HANGU DISTRICT,TOTAL,UNDER CONSTRUCTION,555,1.51,WALL,OTHERS,981,2.67,28
KHYBER PAKTUNKHWA,011,HANGU DISTRICT,HANGU DISTRICT,TOTAL,UNDER CONSTRUCTION,555,1.51,ROOF,RCC/RBC,9734,26.49,152
KHYBER PAKTUNKHWA,011,HANGU DISTRICT,HANGU DISTRICT,TOTAL,UNDER CONSTRUCTION,555,1.51,ROOF,CEMENT/IRON SHEETS,1332,3.62,16
KHYBER PAKTUNKHWA,011,HANGU DISTRICT,HANGU DISTRICT,TOTAL,UNDER CONSTRUCTION,555,1.51,ROOF,GARDER/T.IRON,16238,44.19,269
KHYBER PAKTUNKHWA,011,HANGU DISTRICT,HANGU DISTRICT,TOTAL,UNDER CONSTRUCTION,555,1.51,ROOF,WOOD/BAMBOO,8474,23.06,87
KHYBER PAKTUNKHWA,011,HANGU DISTRICT,HANGU DISTRICT,TOTAL,UNDER CONSTRUCTION,555,1.51,ROOF,OTHERS,969,2.64,31
KHYBER PAKTUNKHWA,011,HANGU DISTRICT,HANGU DISTRICT,TOTAL,LESS THAN 5 YEARS,2296,6.25,WALL,BAKED BRICKS/BLOCKS/STONES,26592,72.37,1776
KHYBER PAKTUNKHWA,011,HANGU DISTRICT,HANGU DISTRICT,TOTAL,LESS THAN 5 YEARS,2296,6.25,WALL,UNBAKED BRICKS/MUD,8407,22.88,408
KHYBER PAKTUNKHWA,011,HANGU DISTRICT,HANGU DISTRICT,TOTAL,LESS THAN 5 YEARS,2296,6.25,WALL,WOOD/BAMBOO,767,2.09,47
KHYBER PAKTUNKHWA,011,HANGU DISTRICT,HANGU DISTRICT,TOTAL,LESS THAN 5 YEARS,2296,6.25,WALL,OTHERS,981,2.67,65
