province_name,district_code,district_name,area_name,area_type,construction_age,total_by_age,percent_by_age,utility,source,total_by_source,percent_by_source,count
KHYBER PAKTUNKHWA,011,HANGU DISTRICT,HANGU DISTRICT,TOTAL,UNDER CONSTRUCTION,555,1.51,INSIDE WATER,TAP,6412,17.45,281
KHYBER PAKTUNKHWA,011,HANGU DISTRICT,HANGU DISTRICT,TOTAL,UNDER CONSTRUCTION,555,1.51,INSIDE WATER,ELECTRIC/HAND PUMP,8701,23.68,52
KHYBER PAKTUNKHWA,011,HANGU DISTRICT,HANGU DISTRICT,TOTAL,UNDER CONSTRUCTION,555,1.51,INSIDE WATER,PROTECTED WELL,10350,28.17,76
KHYBER PAKTUNKHWA,011,HANGU DISTRICT,HANGU DISTRICT,TOTAL,UNDER CONSTRUCTION,555,1.51,INSIDE WATER,UN-PROTECTED WELL,587,1.6,9
KHYBER PAKTUNKHWA,011,HANGU DISTRICT,HANGU DISTRICT,TOTAL,UNDER CONSTRUCTION,555,1.51,INSIDE WATER,OTHERS,4902,13.34,32
KHYBER PAKTUNKHWA,011,HANGU DISTRICT,HANGU DISTRICT,TOTAL,UNDER CONSTRUCTION,555,1.51,OUTSIDE WATER,TAP,872,2.37,7
KHYBER PAKTUNKHWA,011,HANGU DISTRICT,HANGU DISTRICT,TOTAL,UNDER CONSTRUCTION,555,1.51,OUTSIDE WATER,ELECTRIC/HAND PUMP,980,2.67,13
KHYBER PAKTUNKHWA,011,HANGU DISTRICT,HANGU DISTRICT,TOTAL,UNDER CONSTRUCTION,555,1.51,OUTSIDE WATER,PROTECTED WELL,1304,3.55,15
KHYBER PAKTUNKHWA,011,HANGU DISTRICT,HANGU DISTRICT,TOTAL,UNDER CONSTRUCTION,555,1.51,OUTSIDE WATER,UN-PROTECTED WELL,118,0.32,4
KHYBER PAKTUNKHWA,011,HANGU DISTRICT,HANGU DISTRICT,TOTAL,UNDER CONSTRUCTION,555,1.51,OUTSIDE WATER,SPRING,635,1.73,9
KHYBER PAKTUNKHWA,011,HANGU DISTRICT,HANGU DISTRICT,TOTAL,UNDER CONSTRUCTION,555,1.51,OUTSIDE WATER,CANAL/RIVER/POND,349,0.95,16
KHYBER PAKTUNKHWA,011,HANGU DISTRICT,HANGU DISTRICT,TOTAL,UNDER CONSTRUCTION,555,1.51,OUTSIDE WATER,OTHERS,1537,4.18,41
KHYBER PAKTUNKHWA,011,HANGU DISTRICT,HANGU DISTRICT,TOTAL,UNDER CONSTRUCTION,555,1.51,COOKING FUEL,WOOD,31112,84.67,463
KHYBER PAKTUNKHWA,011,HANGU DISTRICT,HANGU DISTRICT,TOTAL,UNDER CONSTRUCTION,555,1.51,COOKING FUEL,GAS,5467,14.88,84
KHYBER PAKTUNKHWA,011,HANGU DISTRICT,HANGU DISTRICT,TOTAL,UNDER CONSTRUCTION,555,1.51,COOKING FUEL,KEROSENE OIL,11,0.03,0
KHYBER PAKTUNKHWA,011,HANGU DISTRICT,HANGU DISTRICT,TOTAL,UNDER CONSTRUCTION,555,1.51,COOKING FUEL,OTHERS,157,0.43,8
KHYBER PAKTUNKHWA,011,HANGU DISTRICT,HANGU DISTRICT,TOTAL,UNDER CONSTRUCTION,555,1.51,LIGHTING SOURCE,ELECTRICITY,27135,73.84,504
KHYBER PAKTUNKHWA,011,HANGU DISTRICT,HANGU DISTRICT,TOTAL,UNDER CONSTRUCTION,555,1.51,LIGHTING SOURCE,KEROSENE OIL,185,0.5,2
KHYBER PAKTUNKHWA,011,HANGU DISTRICT,HANGU DISTRICT,TOTAL,UNDER CONSTRUCTION,555,1.51,LIGHTING SOURCE,GAS LAMP,230,0.63,2
KHYBER PAKTUNKHWA,011,HANGU DISTRICT,HANGU DISTRICT,TOTAL,UNDER CONSTRUCTION,555,1.51,LIGHTING SOURCE,OTHERS,9197,25.03,47
KHYBER PAKTUNKHWA,011,HANGU DISTRICT,HANGU DISTRICT,TOTAL,LESS THAN 5 YEARS,2296,6.25,INSIDE WATER,TAP,6412,17.45,321
KHYBER PAKTUNKHWA,011,HANGU DISTRICT,HANGU DISTRICT,TOTAL,LESS THAN 5 YEARS,2296,6.25,INSIDE WATER,ELECTRIC/HAND PUMP,8701,23.68,652
KHYBER PAKTUNKHWA,011,HANGU DISTRICT,HANGU DISTRICT,TOTAL,LESS THAN 5 YEARS,2296,6.25,INSIDE WATER,PROTECTED WELL,10350,28.17,670
KHYBER PAKTUNKHWA,011,HANGU DISTRICT,HANGU DISTRICT,TOTAL,LESS THAN 5 YEARS,2296,6.25,INSIDE WATER,UN-PROTECTED WELL,587,1.6,46
KHYBER PAKTUNKHWA,011,HANGU DISTRICT,HANGU DISTRICT,TOTAL,LESS THAN 5 YEARS,2296,6.25,INSIDE WATER,OTHERS,4902,13.34,264
KHYBER PAKTUNKHWA,011,HANGU DISTRICT,HANGU DISTRICT,TOTAL,LESS THAN 5 YEARS,2296,6.25,OUTSIDE WATER,TAP,872,2.37,20
KHYBER PAKTUNKHWA,011,HANGU DISTRICT,HANGU DISTRICT,TOTAL,LESS THAN 5 YEARS,2296,6.25,OUTSIDE WATER,ELECTRIC/HAND PUMP,980,2.67,57
KHYBER PAKTUNKHWA,011,HANGU DISTRICT,HANGU DISTRICT,TOTAL,LESS THAN 5 YEARS,2296,6.25,OUTSIDE WATER,PROTECTED WELL,1304,3.55,131
KHYBER PAKTUNKHWA,011,HANGU DISTRICT,HANGU DISTRICT,TOTAL,LESS THAN 5 YEARS,2296,6.25,OUTSIDE WATER,UN-PROTECTED WELL,118,0.32,11
KHYBER PAKTUNKHWA,011,HANGU DISTRICT,HANGU DISTRICT,TOTAL,LESS THAN 5 YEARS,2296,6.25,OUTSIDE WATER,SPRING,635,1.73,21
KHYBER PAKTUNKHWA,011,HANGU DISTRICT,HANGU DISTRICT,TOTAL,LESS THAN 5 YEARS,2296,6.25,OUTSIDE WATER,CANAL/RIVER/POND,349,0.95,19
KHYBER PAKTUNKHWA,011,HANGU DISTRICT,HANGU DISTRICT,TOTAL,LESS THAN 5 YEARS,2296,6.25,OUTSIDE WATER,OTHERS,1537,4.18,84
KHYBER PAKTUNKHWA,011,HANGU DISTRICT,HANGU DISTRICT,TOTAL,LESS THAN 5 YEARS,2296,6.25,COOKING FUEL,WOOD,31112,84.67,2027
KHYBER PAKTUNKHWA,011,HANGU DISTRICT,HANGU DISTRICT,TOTAL,LESS THAN 5 YEARS,2296,6.25,COOKING FUEL,GAS,5467,14.88,263
KHYBER PAKTUNKHWA,011,HANGU DISTRICT,HANGU DISTRICT,TOTAL,LESS THAN 5 YEARS,2296,6.25,COOKING FUEL,KEROSENE OIL,11,0.03,0
KHYBER PAKTUNKHWA,011,HANGU DISTRICT,HANGU DISTRICT,TOTAL,LESS THAN 5 YEARS,2296,6.25,COOKING FUEL,OTHERS,157,0.43,6
KHYBER PAKTUNKHWA,011,HANGU DISTRICT,HANGU DISTRICT,TOTAL,LESS THAN 5 YEARS,2296,6.25,LIGHTING SOURCE,ELECTRICITY,27135,73.84,1600
KHYBER PAKTUNKHWA,011,HANGU DISTRICT,HANGU DISTRICT,TOTAL,LESS THAN 5 YEARS,2296,6.25,LIGHTING SOURCE,KEROSENE OIL,185,0.5,16
KHYBER PAKTUNKHWA,011,HANGU DISTRICT,HANGU DISTRICT,TOTAL,LESS THAN 5 YEARS,2296,6.25,LIGHTING SOURCE,GAS LAMP,230,0.63,15
KHYBER PAKTUNKHWA,011,HANGU DISTRICT,HANGU DISTRICT,TOTAL,LESS THAN 5 YEARS,2296,6.25,LIGHTING SOURCE,OTHERS,9197,25.03,665
KHYBER PAKTUNKHWA,011,HANGU DISTRICT,HANGU DISTRICT,TOTAL,5-10 YEARS,6286,17.11,INSIDE WATER,TAP,6412,17.45,1073
KHYBER PAKTUNKHWA,011,HANGU DISTRICT,HANGU DISTRICT,TOTAL,5-10 YEARS,6286,17.11,INSIDE WATER,ELECTRIC/HAND PUMP,8701,23.68,1455
KHYBER PAKTUNKHWA,011,HANGU DISTRICT,HANGU DISTRICT,TOTAL,5-10 YEARS,6286,17.11,INSIDE WATER,PROTECTED WELL,10350,28.17,2122
KHYBER PAKTUNKHWA,011,HANGU DISTRICT,HANGU DISTRICT,TOTAL,5-10 YEARS,6286,17.11,INSIDE WATER,UN-PROTECTED WELL,587,1.6,114
KHYBER PAKTUNKHWA,011,HANGU DISTRICT,HANGU DISTRICT,TOTAL,5-10 YEARS,6286,17.11,INSIDE WATER,OTHERS,4902,13.34,698
KHYBER PAKTUNKHWA,011,HANGU DISTRICT,HANGU DISTRICT,TOTAL,5-10 YEARS,6286,17.11,OUTSIDE WATER,TAP,872,2.37,128
KHYBER PAKTUNKHWA,011,HANGU DISTRICT,HANGU DISTRICT,TOTAL,5-10 YEARS,6286,17.11,OUTSIDE WATER,ELECTRIC/HAND PUMP,980,2.67,122
KHYBER PAKTUNKHWA,011,HANGU DISTRICT,HANGU DISTRICT,TOTAL,5-10 YEARS,6286,17.11,OUTSIDE WATER,PROTECTED WELL,1304,3.55,192
KHYBER PAKTUNKHWA,011,HANGU DISTRICT,HANGU DISTRICT,TOTAL,5-10 YEARS,6286,17.11,OUTSIDE WATER,UN-PROTECTED WELL,118,0.32,24
KHYBER PAKTUNKHWA,011,HANGU DISTRICT,HANGU DISTRICT,TOTAL,5-10 YEARS,6286,17.11,OUTSIDE WATER,SPRING,635,1.73,54
KHYBER PAKTUNKHWA,011,HANGU DISTRICT,HANGU DISTRICT,TOTAL,5-10 YEARS,6286,17.11,OUTSIDE WATER,CANAL/RIVER/POND,349,0.95,71
KHYBER PAKTUNKHWA,011,HANGU DISTRICT,HANGU DISTRICT,TOTAL,5-10 YEARS,6286,17.11,OUTSIDE WATER,OTHERS,1537,4.18,233
KHYBER PAKTUNKHWA,011,HANGU DISTRICT,HANGU DISTRICT,TOTAL,5-10 YEARS,6286,17.11,COOKING FUEL,WOOD,31112,84.67,5606
KHYBER PAKTUNKHWA,011,HANGU DISTRICT,HANGU DISTRICT,TOTAL,5-10 YEARS,6286,17.11,COOKING FUEL,GAS,5467,14.88,656
KHYBER PAKTUNKHWA,011,HANGU DISTRICT,HANGU DISTRICT,TOTAL,5-10 YEARS,6286,17.11,COOKING FUEL,KEROSENE OIL,11,0.03,3
KHYBER PAKTUNKHWA,011,HANGU DISTRICT,HANGU DISTRICT,TOTAL,5-10 YEARS,6286,17.11,COOKING FUEL,OTHERS,157,0.43,21
KHYBER PAKTUNKHWA,011,HANGU DISTRICT,HANGU DISTRICT,TOTAL,5-10 YEARS,6286,17.11,LIGHTING SOURCE,ELECTRICITY,27135,73.84,4769
