province_name,district_code,district_name,area_name,locality_name,locality_bucket,pop_98,avg_annual_growth_98_17,avg_hh_size,gender,total_population
KHYBER PAKTUNKHWA,011,HANGU DISTRICT,HANGU TEHSIL,HANGU MC,"25,000 - 49,999",31022,2.41,9.4,ALL SEXES,48801
KHYBER PAKTUNKHWA,011,HANGU DISTRICT,HANGU TEHSIL,HANGU MC,"25,000 - 49,999",31022,2.41,9.4,MALE,23736
KHYBER PAKTUNKHWA,011,HANGU DISTRICT,HANGU TEHSIL,HANGU MC,"25,000 - 49,999",31022,2.41,9.4,FEMALE,25063
KHYBER PAKTUNKHWA,011,HANGU DISTRICT,HANGU TEHSIL,HANGU MC,"25,000 - 49,999",31022,2.41,9.4,TRANSGENDER,2
KHYBER PAKTUNKHWA,011,HANGU DISTRICT,TALL TEHSIL,TALL MC,"25,000 - 49,999",25355,1.29,9.84,ALL SEXES,32382
KHYBER PAKTUNKHWA,011,HANGU DISTRICT,TALL TEHSIL,TALL MC,"25,000 - 49,999",25355,1.29,9.84,MALE,16125
KHYBER PAKTUNKHWA,011,HANGU DISTRICT,TALL TEHSIL,TALL MC,"25,000 - 49,999",25355,1.29,9.84,FEMALE,16254
KHYBER PAKTUNKHWA,011,HANGU DISTRICT,TALL TEHSIL,TALL MC,"25,000 - 49,999",25355,1.29,9.84,TRANSGENDER,3
KHYBER PAKTUNKHWA,011,HANGU DISTRICT,TALL TEHSIL,DOABA TC,"10,000 - 24,999",7840,5.4,10.41,ALL SEXES,21319
KHYBER PAKTUNKHWA,011,HANGU DISTRICT,TALL TEHSIL,DOABA TC,"10,000 - 24,999",7840,5.4,10.41,MALE,10567
KHYBER PAKTUNKHWA,011,HANGU DISTRICT,TALL TEHSIL,DOABA TC,"10,000 - 24,999",7840,5.4,10.41,FEMALE,10751
KHYBER PAKTUNKHWA,011,HANGU DISTRICT,TALL TEHSIL,DOABA TC,"10,000 - 24,999",7840,5.4,10.41,TRANSGENDER,1
