province_name,district_code,district_name,area_name,area_type,construction_age,total_by_age,percent_by_age,facility,source,total_by_facility,percent_by_facility,count
KHYBER PAKTUNKHWA,012,KARAK DISTRICT,KARAK DISTRICT,TOTAL,UNDER CONSTRUCTION,1390,2,KITCHEN,SEPARATE,46862,67.37,983
KHYBER PAKTUNKHWA,012,KARAK DISTRICT,KARAK DISTRICT,TOTAL,UNDER CONSTRUCTION,1390,2,KITCHEN,SHARED,18114,26.04,309
KHYBER PAKTUNKHWA,012,KARAK DISTRICT,KARAK DISTRICT,TOTAL,UNDER CONSTRUCTION,1390,2,KITCHEN,NONE,4583,6.59,98
KHYBER PAKTUNKHWA,012,KARAK DISTRICT,KARAK DISTRICT,TOTAL,UNDER CONSTRUCTION,1390,2,BATH,SEPARATE,47454,68.22,1020
KHYBER PAKTUNKHWA,012,KARAK DISTRICT,KARAK DISTRICT,TOTAL,UNDER CONSTRUCTION,1390,2,BATH,SHARED,15667,22.52,245
KHYBER PAKTUNKHWA,012,KARAK DISTRICT,KARAK DISTRICT,TOTAL,UNDER CONSTRUCTION,1390,2,BATH,NONE,6438,9.26,125
KHYBER PAKTUNKHWA,012,KARAK DISTRICT,KARAK DISTRICT,TOTAL,UNDER CONSTRUCTION,1390,2,LATRINE,SEWER,4841,6.96,201
KHYBER PAKTUNKHWA,012,KARAK DISTRICT,KARAK DISTRICT,TOTAL,UNDER CONSTRUCTION,1390,2,LATRINE,SEPTIC TANK,14755,21.21,277
KHYBER PAKTUNKHWA,012,KARAK DISTRICT,KARAK DISTRICT,TOTAL,UNDER CONSTRUCTION,1390,2,LATRINE,OPEN DRAIN,4076,5.86,188
KHYBER PAKTUNKHWA,012,KARAK DISTRICT,KARAK DISTRICT,TOTAL,UNDER CONSTRUCTION,1390,2,LATRINE,PIT WITH SLAB,27642,39.74,383
KHYBER PAKTUNKHWA,012,KARAK DISTRICT,KARAK DISTRICT,TOTAL,UNDER CONSTRUCTION,1390,2,LATRINE,OTHER,6379,9.17,160
KHYBER PAKTUNKHWA,012,KARAK DISTRICT,KARAK DISTRICT,TOTAL,UNDER CONSTRUCTION,1390,2,LATRINE,NONE,11866,17.06,181
KHYBER PAKTUNKHWA,012,KARAK DISTRICT,KARAK DISTRICT,TOTAL,LESS THAN 5 YEARS,6461,9.29,KITCHEN,SEPARATE,46862,67.37,4128
KHYBER PAKTUNKHWA,012,KARAK DISTRICT,KARAK DISTRICT,TOTAL,LESS THAN 5 YEARS,6461,9.29,KITCHEN,SHARED,18114,26.04,1787
KHYBER PAKTUNKHWA,012,KARAK DISTRICT,KARAK DISTRICT,TOTAL,LESS THAN 5 YEARS,6461,9.29,KITCHEN,NONE,4583,6.59,546
KHYBER PAKTUNKHWA,012,KARAK DISTRICT,KARAK DISTRICT,TOTAL,LESS THAN 5 YEARS,6461,9.29,BATH,SEPARATE,47454,68.22,4235
KHYBER PAKTUNKHWA,012,KARAK DISTRICT,KARAK DISTRICT,TOTAL,LESS THAN 5 YEARS,6461,9.29,BATH,SHARED,15667,22.52,1612
KHYBER PAKTUNKHWA,012,KARAK DISTRICT,KARAK DISTRICT,TOTAL,LESS THAN 5 YEARS,6461,9.29,BATH,NONE,6438,9.26,614
KHYBER PAKTUNKHWA,012,KARAK DISTRICT,KARAK DISTRICT,TOTAL,LESS THAN 5 YEARS,6461,9.29,LATRINE,SEWER,4841,6.96,878
KHYBER PAKTUNKHWA,012,KARAK DISTRICT,KARAK DISTRICT,TOTAL,LESS THAN 5 YEARS,6461,9.29,LATRINE,SEPTIC TANK,14755,21.21,1432
KHYBER PAKTUNKHWA,012,KARAK DISTRICT,KARAK DISTRICT,TOTAL,LESS THAN 5 YEARS,6461,9.29,LATRINE,OPEN DRAIN,4076,5.86,476
KHYBER PAKTUNKHWA,012,KARAK DISTRICT,KARAK DISTRICT,TOTAL,LESS THAN 5 YEARS,6461,9.29,LATRINE,PIT WITH SLAB,27642,39.74,2043
KHYBER PAKTUNKHWA,012,KARAK DISTRICT,KARAK DISTRICT,TOTAL,LESS THAN 5 YEARS,6461,9.29,LATRINE,OTHER,6379,9.17,647
KHYBER PAKTUNKHWA,012,KARAK DISTRICT,KARAK DISTRICT,TOTAL,LESS THAN 5 YEARS,6461,9.29,LATRINE,NONE,11866,17.06,985
KHYBER PAKTUNKHWA,012,KARAK DISTRICT,KARAK DISTRICT,TOTAL,5-10 YEARS,18979,27.28,KITCHEN,SEPARATE,46862,67.37,12612
KHYBER PAKTUNKHWA,012,KARAK DISTRICT,KARAK DISTRICT,TOTAL,5-10 YEARS,18979,27.28,KITCHEN,SHARED,18114,26.04,5295
KHYBER PAKTUNKHWA,012,KARAK DISTRICT,KARAK DISTRICT,TOTAL,5-10 YEARS,18979,27.28,KITCHEN,NONE,4583,6.59,1072
KHYBER PAKTUNKHWA,012,KARAK DISTRICT,KARAK DISTRICT,TOTAL,5-10 YEARS,18979,27.28,BATH,SEPARATE,47454,68.22,12916
