province_name,district_code,district_name,area_name,area_type,area_sq_km,total_pop,total_male,total_female,total_trans,sex_ratio,pop_density,pct_urban,avg_hh_size,total_pop_98,avg_annual_growth
KHYBER PAKTUNKHWA,012,KARAK DISTRICT,KARAK DISTRICT,TOTAL,3371,705362,348315,357004,43,97.57,209.24,7.24,9.38,430796,2.62
KHYBER PAKTUNKHWA,012,KARAK DISTRICT,KARAK DISTRICT,RURAL,NA,654276,322688,331546,42,97.33,NA,NA,9.38,402903,2.58
KHYBER PAKTUNKHWA,012,KARAK DISTRICT,KARAK DISTRICT,URBAN,NA,51086,25627,25458,1,100.66,NA,NA,9.31,27893,3.23
KHYBER PAKTUNKHWA,012,KARAK DISTRICT,BANDA DAUD SHAH TEHSIL,TOTAL,1465,155482,75250,80221,11,93.8,106.13,NA,9.03,98626,2.42
KHYBER PAKTUNKHWA,012,KARAK DISTRICT,BANDA DAUD SHAH TEHSIL,RURAL,NA,155482,75250,80221,11,93.8,NA,NA,9.03,98626,2.42
KHYBER PAKTUNKHWA,012,KARAK DISTRICT,BANDA DAUD SHAH TEHSIL,URBAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KHYBER PAKTUNKHWA,012,KARAK DISTRICT,KARAK TEHSIL,TOTAL,1299,292829,143957,148851,21,96.71,225.43,17.45,9.17,175758,2.72
KHYBER PAKTUNKHWA,012,KARAK DISTRICT,KARAK TEHSIL,RURAL,NA,241743,118330,123393,20,95.9,NA,NA,9.14,147865,2.62
KHYBER PAKTUNKHWA,012,KARAK DISTRICT,KARAK TEHSIL,URBAN,NA,51086,25627,25458,1,100.66,NA,NA,9.31,27893,3.23
KHYBER PAKTUNKHWA,012,KARAK DISTRICT,TAKHT-E-NASRATI TEHSIL,TOTAL,607,257051,129108,127932,11,100.92,423.48,NA,9.87,156412,2.64
KHYBER PAKTUNKHWA,012,KARAK DISTRICT,TAKHT-E-NASRATI TEHSIL,RURAL,NA,257051,129108,127932,11,100.92,NA,NA,9.87,156412,2.64
KHYBER PAKTUNKHWA,012,KARAK DISTRICT,TAKHT-E-NASRATI TEHSIL,URBAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
