province_name,district_code,district_name,sublvl_01,sublvl_02,sublvl_03,summary_row,area_name,hadbast_deh_number,pop_all,pop_male,pop_fem,pop_trans,lit_all,lit_male,lit_fem,lit_trans,primary_male,primary_fem,primary_trans,matric_male,matric_fem,matric_trans,degree_male,degree_fem,degree_trans,muslim,non_muslim,age_10_up,age_18_up,age_60_up,working_10_up,cnic_18_up,area_acre
KHYBER PAKTUNKHWA,012,KARAK DISTRICT,NA,NA,NA,YES,KARAK DISTRICT,NA,654276,322688,331546,42,63.17,84.24,43.48,28.57,75797,50463,5,81438,34036,4,16900,6816,1,654113,163,451796,322333,36464,70295,287523,644557
KHYBER PAKTUNKHWA,012,KARAK DISTRICT,BANDA DAUD SHAH TEHSIL,NA,NA,YES,BANDA DAUD SHAH TEHSIL,NA,155482,75250,80221,11,53.74,78.56,31.65,36.36,21033,9627,2,13904,4683,1,1875,741,0,155439,43,108154,77280,9207,18643,67513,251736
KHYBER PAKTUNKHWA,012,KARAK DISTRICT,BANDA DAUD SHAH TEHSIL,B.D.SHAH QH,NA,YES,B.D.SHAH QH,NA,101458,49048,52403,7,49.41,75.78,25.92,42.86,14054,5183,1,7844,2088,1,1002,426,0,101436,22,70293,50038,5953,11808,43294,146229
KHYBER PAKTUNKHWA,012,KARAK DISTRICT,BANDA DAUD SHAH TEHSIL,B.D.SHAH QH,GURGURI PC,YES,GURGURI PC,NA,15399,7163,8236,0,39.1,70.39,13.68,0,1922,486,0,725,67,0,104,18,0,15399,0,10140,6658,763,1914,5328,25333
KHYBER PAKTUNKHWA,012,KARAK DISTRICT,BANDA DAUD SHAH TEHSIL,B.D.SHAH QH,GURGURI PC,NO,AMANKOT,0000044,1940,933,1007,0,29.83,62.43,1.51,0,230,4,0,72,2,0,12,0,0,1940,0,1237,850,103,280,755,9075
KHYBER PAKTUNKHWA,012,KARAK DISTRICT,BANDA DAUD SHAH TEHSIL,B.D.SHAH QH,GURGURI PC,NO,GURGURI,0000045,13459,6230,7229,0,40.39,71.54,15.31,0,1692,482,0,653,65,0,92,18,0,13459,0,8903,5808,660,1634,4573,16258
KHYBER PAKTUNKHWA,012,KARAK DISTRICT,BANDA DAUD SHAH TEHSIL,B.D.SHAH QH,ISAK KHUMARI PC,YES,ISAK KHUMARI PC,NA,12600,5830,6768,2,47.66,79.05,22.68,50,2000,769,0,827,167,1,64,9,0,12600,0,8804,6253,778,1116,5372,22105
KHYBER PAKTUNKHWA,012,KARAK DISTRICT,BANDA DAUD SHAH TEHSIL,B.D.SHAH QH,ISAK KHUMARI PC,NO,BAND BE CHARAGH,0000153,22,11,11,0,20,42.86,0,0,1,0,0,1,0,0,0,0,0,22,0,15,12,1,0,10,819
KHYBER PAKTUNKHWA,012,KARAK DISTRICT,BANDA DAUD SHAH TEHSIL,B.D.SHAH QH,ISAK KHUMARI PC,NO,BERGI,0000161,1416,591,825,0,52.05,83.33,31.57,0,192,176,0,129,8,0,7,0,0,1416,0,1001,704,97,228,587,3519
KHYBER PAKTUNKHWA,012,KARAK DISTRICT,BANDA DAUD SHAH TEHSIL,B.D.SHAH QH,ISAK KHUMARI PC,NO,CHALL,0000162,1042,529,513,0,44.28,76.92,10.66,0,165,4,0,70,42,0,5,1,0,1042,0,743,534,44,0,436,1672
