province_name,district_code,district_name,area_name,area_type,construction_age,total_by_age,percent_by_age,housing_component,housing_material,total_by_material,percent_by_material,count
PUNJAB,048,GUJRAT DISTRICT,GUJRAT DISTRICT,TOTAL,UNDER CONSTRUCTION,6714,1.77,WALL,BAKED BRICKS/BLOCKS/STONES,365830,96.4,6273
PUNJAB,048,GUJRAT DISTRICT,GUJRAT DISTRICT,TOTAL,UNDER CONSTRUCTION,6714,1.77,WALL,UNBAKED BRICKS/MUD,9217,2.43,257
PUNJAB,048,GUJRAT DISTRICT,GUJRAT DISTRICT,TOTAL,UNDER CONSTRUCTION,6714,1.77,WALL,WOOD/BAMBOO,2437,0.64,84
PUNJAB,048,GUJRAT DISTRICT,GUJRAT DISTRICT,TOTAL,UNDER CONSTRUCTION,6714,1.77,WALL,OTHERS,2015,0.53,100
PUNJAB,048,GUJRAT DISTRICT,GUJRAT DISTRICT,TOTAL,UNDER CONSTRUCTION,6714,1.77,ROOF,RCC/RBC,183660,48.4,3871
PUNJAB,048,GUJRAT DISTRICT,GUJRAT DISTRICT,TOTAL,UNDER CONSTRUCTION,6714,1.77,ROOF,CEMENT/IRON SHEETS,35419,9.33,733
PUNJAB,048,GUJRAT DISTRICT,GUJRAT DISTRICT,TOTAL,UNDER CONSTRUCTION,6714,1.77,ROOF,GARDER/T.IRON,90492,23.85,1136
PUNJAB,048,GUJRAT DISTRICT,GUJRAT DISTRICT,TOTAL,UNDER CONSTRUCTION,6714,1.77,ROOF,WOOD/BAMBOO,65825,17.35,853
PUNJAB,048,GUJRAT DISTRICT,GUJRAT DISTRICT,TOTAL,UNDER CONSTRUCTION,6714,1.77,ROOF,OTHERS,4103,1.08,121
PUNJAB,048,GUJRAT DISTRICT,GUJRAT DISTRICT,TOTAL,LESS THAN 5 YEARS,41474,10.93,WALL,BAKED BRICKS/BLOCKS/STONES,365830,96.4,39774
PUNJAB,048,GUJRAT DISTRICT,GUJRAT DISTRICT,TOTAL,LESS THAN 5 YEARS,41474,10.93,WALL,UNBAKED BRICKS/MUD,9217,2.43,1129
PUNJAB,048,GUJRAT DISTRICT,GUJRAT DISTRICT,TOTAL,LESS THAN 5 YEARS,41474,10.93,WALL,WOOD/BAMBOO,2437,0.64,296
PUNJAB,048,GUJRAT DISTRICT,GUJRAT DISTRICT,TOTAL,LESS THAN 5 YEARS,41474,10.93,WALL,OTHERS,2015,0.53,275
PUNJAB,048,GUJRAT DISTRICT,GUJRAT DISTRICT,TOTAL,LESS THAN 5 YEARS,41474,10.93,ROOF,RCC/RBC,183660,48.4,29194
PUNJAB,048,GUJRAT DISTRICT,GUJRAT DISTRICT,TOTAL,LESS THAN 5 YEARS,41474,10.93,ROOF,CEMENT/IRON SHEETS,35419,9.33,4676
PUNJAB,048,GUJRAT DISTRICT,GUJRAT DISTRICT,TOTAL,LESS THAN 5 YEARS,41474,10.93,ROOF,GARDER/T.IRON,90492,23.85,4984
PUNJAB,048,GUJRAT DISTRICT,GUJRAT DISTRICT,TOTAL,LESS THAN 5 YEARS,41474,10.93,ROOF,WOOD/BAMBOO,65825,17.35,2180
PUNJAB,048,GUJRAT DISTRICT,GUJRAT DISTRICT,TOTAL,LESS THAN 5 YEARS,41474,10.93,ROOF,OTHERS,4103,1.08,440
PUNJAB,048,GUJRAT DISTRICT,GUJRAT DISTRICT,TOTAL,5-10 YEARS,95380,25.13,WALL,BAKED BRICKS/BLOCKS/STONES,365830,96.4,92195
PUNJAB,048,GUJRAT DISTRICT,GUJRAT DISTRICT,TOTAL,5-10 YEARS,95380,25.13,WALL,UNBAKED BRICKS/MUD,9217,2.43,1990
PUNJAB,048,GUJRAT DISTRICT,GUJRAT DISTRICT,TOTAL,5-10 YEARS,95380,25.13,WALL,WOOD/BAMBOO,2437,0.64,708
PUNJAB,048,GUJRAT DISTRICT,GUJRAT DISTRICT,TOTAL,5-10 YEARS,95380,25.13,WALL,OTHERS,2015,0.53,487
PUNJAB,048,GUJRAT DISTRICT,GUJRAT DISTRICT,TOTAL,5-10 YEARS,95380,25.13,ROOF,RCC/RBC,183660,48.4,56519
PUNJAB,048,GUJRAT DISTRICT,GUJRAT DISTRICT,TOTAL,5-10 YEARS,95380,25.13,ROOF,CEMENT/IRON SHEETS,35419,9.33,9913
PUNJAB,048,GUJRAT DISTRICT,GUJRAT DISTRICT,TOTAL,5-10 YEARS,95380,25.13,ROOF,GARDER/T.IRON,90492,23.85,18597
PUNJAB,048,GUJRAT DISTRICT,GUJRAT DISTRICT,TOTAL,5-10 YEARS,95380,25.13,ROOF,WOOD/BAMBOO,65825,17.35,9330
PUNJAB,048,GUJRAT DISTRICT,GUJRAT DISTRICT,TOTAL,5-10 YEARS,95380,25.13,ROOF,OTHERS,4103,1.08,1021
PUNJAB,048,GUJRAT DISTRICT,GUJRAT DISTRICT,TOTAL,11-50 YEARS,228863,60.31,WALL,BAKED BRICKS/BLOCKS/STONES,365830,96.4,221226
PUNJAB,048,GUJRAT DISTRICT,GUJRAT DISTRICT,TOTAL,11-50 YEARS,228863,60.31,WALL,UNBAKED BRICKS/MUD,9217,2.43,5264
