province_name,district_code,district_name,area_name,area_type,construction_age,total_by_age,percent_by_age,housing_component,housing_material,total_by_material,percent_by_material,count
KHYBER PAKTUNKHWA,004,TANK DISTRICT,TANK DISTRICT,TOTAL,UNDER CONSTRUCTION,588,1.48,WALL,BAKED BRICKS/BLOCKS/STONES,10844,27.23,270
KHYBER PAKTUNKHWA,004,TANK DISTRICT,TANK DISTRICT,TOTAL,UNDER CONSTRUCTION,588,1.48,WALL,UNBAKED BRICKS/MUD,25933,65.11,266
KHYBER PAKTUNKHWA,004,TANK DISTRICT,TANK DISTRICT,TOTAL,UNDER CONSTRUCTION,588,1.48,WALL,WOOD/BAMBOO,1631,4.1,28
KHYBER PAKTUNKHWA,004,TANK DISTRICT,TANK DISTRICT,TOTAL,UNDER CONSTRUCTION,588,1.48,WALL,OTHERS,1419,3.56,24
KHYBER PAKTUNKHWA,004,TANK DISTRICT,TANK DISTRICT,TOTAL,UNDER CONSTRUCTION,588,1.48,ROOF,RCC/RBC,326,0.82,40
KHYBER PAKTUNKHWA,004,TANK DISTRICT,TANK DISTRICT,TOTAL,UNDER CONSTRUCTION,588,1.48,ROOF,CEMENT/IRON SHEETS,842,2.11,33
KHYBER PAKTUNKHWA,004,TANK DISTRICT,TANK DISTRICT,TOTAL,UNDER CONSTRUCTION,588,1.48,ROOF,GARDER/T.IRON,23600,59.26,319
KHYBER PAKTUNKHWA,004,TANK DISTRICT,TANK DISTRICT,TOTAL,UNDER CONSTRUCTION,588,1.48,ROOF,WOOD/BAMBOO,13879,34.85,160
KHYBER PAKTUNKHWA,004,TANK DISTRICT,TANK DISTRICT,TOTAL,UNDER CONSTRUCTION,588,1.48,ROOF,OTHERS,1180,2.96,36
KHYBER PAKTUNKHWA,004,TANK DISTRICT,TANK DISTRICT,TOTAL,LESS THAN 5 YEARS,3059,7.68,WALL,BAKED BRICKS/BLOCKS/STONES,10844,27.23,1180
KHYBER PAKTUNKHWA,004,TANK DISTRICT,TANK DISTRICT,TOTAL,LESS THAN 5 YEARS,3059,7.68,WALL,UNBAKED BRICKS/MUD,25933,65.11,1551
KHYBER PAKTUNKHWA,004,TANK DISTRICT,TANK DISTRICT,TOTAL,LESS THAN 5 YEARS,3059,7.68,WALL,WOOD/BAMBOO,1631,4.1,179
KHYBER PAKTUNKHWA,004,TANK DISTRICT,TANK DISTRICT,TOTAL,LESS THAN 5 YEARS,3059,7.68,WALL,OTHERS,1419,3.56,149
KHYBER PAKTUNKHWA,004,TANK DISTRICT,TANK DISTRICT,TOTAL,LESS THAN 5 YEARS,3059,7.68,ROOF,RCC/RBC,326,0.82,64
KHYBER PAKTUNKHWA,004,TANK DISTRICT,TANK DISTRICT,TOTAL,LESS THAN 5 YEARS,3059,7.68,ROOF,CEMENT/IRON SHEETS,842,2.11,105
