province_name,district_code,district_name,area_name,area_type,gender,work_activity,age_group,count
BALOCHISTAN,118,SOHBATPUR DISTRICT,SOHBATPUR DISTRICT,TOTAL,ALL SEXES,TOTAL POPULATION,10 AND ABOVE,121631
BALOCHISTAN,118,SOHBATPUR DISTRICT,SOHBATPUR DISTRICT,TOTAL,ALL SEXES,TOTAL POPULATION,10 - 14,23718
BALOCHISTAN,118,SOHBATPUR DISTRICT,SOHBATPUR DISTRICT,TOTAL,ALL SEXES,TOTAL POPULATION,15 - 19,18377
BALOCHISTAN,118,SOHBATPUR DISTRICT,SOHBATPUR DISTRICT,TOTAL,ALL SEXES,TOTAL POPULATION,20 - 24,13215
BALOCHISTAN,118,SOHBATPUR DISTRICT,SOHBATPUR DISTRICT,TOTAL,ALL SEXES,TOTAL POPULATION,25 - 29,13182
BALOCHISTAN,118,SOHBATPUR DISTRICT,SOHBATPUR DISTRICT,TOTAL,ALL SEXES,TOTAL POPULATION,30 - 34,11515
BALOCHISTAN,118,SOHBATPUR DISTRICT,SOHBATPUR DISTRICT,TOTAL,ALL SEXES,TOTAL POPULATION,35 - 39,11169
BALOCHISTAN,118,SOHBATPUR DISTRICT,SOHBATPUR DISTRICT,TOTAL,ALL SEXES,TOTAL POPULATION,40 - 44,7227
BALOCHISTAN,118,SOHBATPUR DISTRICT,SOHBATPUR DISTRICT,TOTAL,ALL SEXES,TOTAL POPULATION,45 - 49,6276
BALOCHISTAN,118,SOHBATPUR DISTRICT,SOHBATPUR DISTRICT,TOTAL,ALL SEXES,TOTAL POPULATION,50 - 54,5016
BALOCHISTAN,118,SOHBATPUR DISTRICT,SOHBATPUR DISTRICT,TOTAL,ALL SEXES,TOTAL POPULATION,55 - 59,3794
BALOCHISTAN,118,SOHBATPUR DISTRICT,SOHBATPUR DISTRICT,TOTAL,ALL SEXES,TOTAL POPULATION,60 - 64,2847
BALOCHISTAN,118,SOHBATPUR DISTRICT,SOHBATPUR DISTRICT,TOTAL,ALL SEXES,TOTAL POPULATION,65 - 69,2243
BALOCHISTAN,118,SOHBATPUR DISTRICT,SOHBATPUR DISTRICT,TOTAL,ALL SEXES,TOTAL POPULATION,70 - 74,1341
BALOCHISTAN,118,SOHBATPUR DISTRICT,SOHBATPUR DISTRICT,TOTAL,ALL SEXES,TOTAL POPULATION,75 AND ABOVE,1711
BALOCHISTAN,118,SOHBATPUR DISTRICT,SOHBATPUR DISTRICT,TOTAL,ALL SEXES,WORKING,10 AND ABOVE,21526
BALOCHISTAN,118,SOHBATPUR DISTRICT,SOHBATPUR DISTRICT,TOTAL,ALL SEXES,WORKING,10 - 14,1385
BALOCHISTAN,118,SOHBATPUR DISTRICT,SOHBATPUR DISTRICT,TOTAL,ALL SEXES,WORKING,15 - 19,1927
BALOCHISTAN,118,SOHBATPUR DISTRICT,SOHBATPUR DISTRICT,TOTAL,ALL SEXES,WORKING,20 - 24,2257
BALOCHISTAN,118,SOHBATPUR DISTRICT,SOHBATPUR DISTRICT,TOTAL,ALL SEXES,WORKING,25 - 29,2768
BALOCHISTAN,118,SOHBATPUR DISTRICT,SOHBATPUR DISTRICT,TOTAL,ALL SEXES,WORKING,30 - 34,2612
BALOCHISTAN,118,SOHBATPUR DISTRICT,SOHBATPUR DISTRICT,TOTAL,ALL SEXES,WORKING,35 - 39,2823
BALOCHISTAN,118,SOHBATPUR DISTRICT,SOHBATPUR DISTRICT,TOTAL,ALL SEXES,WORKING,40 - 44,1879
BALOCHISTAN,118,SOHBATPUR DISTRICT,SOHBATPUR DISTRICT,TOTAL,ALL SEXES,WORKING,45 - 49,1691
BALOCHISTAN,118,SOHBATPUR DISTRICT,SOHBATPUR DISTRICT,TOTAL,ALL SEXES,WORKING,50 - 54,1345
BALOCHISTAN,118,SOHBATPUR DISTRICT,SOHBATPUR DISTRICT,TOTAL,ALL SEXES,WORKING,55 - 59,1035
BALOCHISTAN,118,SOHBATPUR DISTRICT,SOHBATPUR DISTRICT,TOTAL,ALL SEXES,WORKING,60 - 64,661
BALOCHISTAN,118,SOHBATPUR DISTRICT,SOHBATPUR DISTRICT,TOTAL,ALL SEXES,WORKING,65 - 69,537
BALOCHISTAN,118,SOHBATPUR DISTRICT,SOHBATPUR DISTRICT,TOTAL,ALL SEXES,WORKING,70 - 74,293
BALOCHISTAN,118,SOHBATPUR DISTRICT,SOHBATPUR DISTRICT,TOTAL,ALL SEXES,WORKING,75 AND ABOVE,313
BALOCHISTAN,118,SOHBATPUR DISTRICT,SOHBATPUR DISTRICT,TOTAL,ALL SEXES,SEEKING WORK,10 AND ABOVE,6062
BALOCHISTAN,118,SOHBATPUR DISTRICT,SOHBATPUR DISTRICT,TOTAL,ALL SEXES,SEEKING WORK,10 - 14,799
BALOCHISTAN,118,SOHBATPUR DISTRICT,SOHBATPUR DISTRICT,TOTAL,ALL SEXES,SEEKING WORK,15 - 19,1189
BALOCHISTAN,118,SOHBATPUR DISTRICT,SOHBATPUR DISTRICT,TOTAL,ALL SEXES,SEEKING WORK,20 - 24,1221
BALOCHISTAN,118,SOHBATPUR DISTRICT,SOHBATPUR DISTRICT,TOTAL,ALL SEXES,SEEKING WORK,25 - 29,926
BALOCHISTAN,118,SOHBATPUR DISTRICT,SOHBATPUR DISTRICT,TOTAL,ALL SEXES,SEEKING WORK,30 - 34,652
BALOCHISTAN,118,SOHBATPUR DISTRICT,SOHBATPUR DISTRICT,TOTAL,ALL SEXES,SEEKING WORK,35 - 39,561
BALOCHISTAN,118,SOHBATPUR DISTRICT,SOHBATPUR DISTRICT,TOTAL,ALL SEXES,SEEKING WORK,40 - 44,223
BALOCHISTAN,118,SOHBATPUR DISTRICT,SOHBATPUR DISTRICT,TOTAL,ALL SEXES,SEEKING WORK,45 - 49,161
BALOCHISTAN,118,SOHBATPUR DISTRICT,SOHBATPUR DISTRICT,TOTAL,ALL SEXES,SEEKING WORK,50 - 54,104
BALOCHISTAN,118,SOHBATPUR DISTRICT,SOHBATPUR DISTRICT,TOTAL,ALL SEXES,SEEKING WORK,55 - 59,89
BALOCHISTAN,118,SOHBATPUR DISTRICT,SOHBATPUR DISTRICT,TOTAL,ALL SEXES,SEEKING WORK,60 - 64,57
BALOCHISTAN,118,SOHBATPUR DISTRICT,SOHBATPUR DISTRICT,TOTAL,ALL SEXES,SEEKING WORK,65 - 69,35
BALOCHISTAN,118,SOHBATPUR DISTRICT,SOHBATPUR DISTRICT,TOTAL,ALL SEXES,SEEKING WORK,70 - 74,13
BALOCHISTAN,118,SOHBATPUR DISTRICT,SOHBATPUR DISTRICT,TOTAL,ALL SEXES,SEEKING WORK,75 AND ABOVE,32
BALOCHISTAN,118,SOHBATPUR DISTRICT,SOHBATPUR DISTRICT,TOTAL,ALL SEXES,STUDENT,10 AND ABOVE,17949
BALOCHISTAN,118,SOHBATPUR DISTRICT,SOHBATPUR DISTRICT,TOTAL,ALL SEXES,STUDENT,10 - 14,11000
BALOCHISTAN,118,SOHBATPUR DISTRICT,SOHBATPUR DISTRICT,TOTAL,ALL SEXES,STUDENT,15 - 19,5223
BALOCHISTAN,118,SOHBATPUR DISTRICT,SOHBATPUR DISTRICT,TOTAL,ALL SEXES,STUDENT,20 - 24,1199
BALOCHISTAN,118,SOHBATPUR DISTRICT,SOHBATPUR DISTRICT,TOTAL,ALL SEXES,STUDENT,25 - 29,343
BALOCHISTAN,118,SOHBATPUR DISTRICT,SOHBATPUR DISTRICT,TOTAL,ALL SEXES,STUDENT,30 - 34,96
BALOCHISTAN,118,SOHBATPUR DISTRICT,SOHBATPUR DISTRICT,TOTAL,ALL SEXES,STUDENT,35 - 39,70
BALOCHISTAN,118,SOHBATPUR DISTRICT,SOHBATPUR DISTRICT,TOTAL,ALL SEXES,STUDENT,40 - 44,18
BALOCHISTAN,118,SOHBATPUR DISTRICT,SOHBATPUR DISTRICT,TOTAL,ALL SEXES,STUDENT,45 - 49,0
BALOCHISTAN,118,SOHBATPUR DISTRICT,SOHBATPUR DISTRICT,TOTAL,ALL SEXES,STUDENT,50 - 54,0
BALOCHISTAN,118,SOHBATPUR DISTRICT,SOHBATPUR DISTRICT,TOTAL,ALL SEXES,STUDENT,55 - 59,0
BALOCHISTAN,118,SOHBATPUR DISTRICT,SOHBATPUR DISTRICT,TOTAL,ALL SEXES,STUDENT,60 - 64,0
BALOCHISTAN,118,SOHBATPUR DISTRICT,SOHBATPUR DISTRICT,TOTAL,ALL SEXES,STUDENT,65 - 69,0
BALOCHISTAN,118,SOHBATPUR DISTRICT,SOHBATPUR DISTRICT,TOTAL,ALL SEXES,STUDENT,70 - 74,0
BALOCHISTAN,118,SOHBATPUR DISTRICT,SOHBATPUR DISTRICT,TOTAL,ALL SEXES,STUDENT,75 AND ABOVE,0
BALOCHISTAN,118,SOHBATPUR DISTRICT,SOHBATPUR DISTRICT,TOTAL,ALL SEXES,HOUSEKEEPING,10 AND ABOVE,57260
BALOCHISTAN,118,SOHBATPUR DISTRICT,SOHBATPUR DISTRICT,TOTAL,ALL SEXES,HOUSEKEEPING,10 - 14,7159
BALOCHISTAN,118,SOHBATPUR DISTRICT,SOHBATPUR DISTRICT,TOTAL,ALL SEXES,HOUSEKEEPING,15 - 19,7905
BALOCHISTAN,118,SOHBATPUR DISTRICT,SOHBATPUR DISTRICT,TOTAL,ALL SEXES,HOUSEKEEPING,20 - 24,6739
BALOCHISTAN,118,SOHBATPUR DISTRICT,SOHBATPUR DISTRICT,TOTAL,ALL SEXES,HOUSEKEEPING,25 - 29,7083
BALOCHISTAN,118,SOHBATPUR DISTRICT,SOHBATPUR DISTRICT,TOTAL,ALL SEXES,HOUSEKEEPING,30 - 34,6316
BALOCHISTAN,118,SOHBATPUR DISTRICT,SOHBATPUR DISTRICT,TOTAL,ALL SEXES,HOUSEKEEPING,35 - 39,5794
BALOCHISTAN,118,SOHBATPUR DISTRICT,SOHBATPUR DISTRICT,TOTAL,ALL SEXES,HOUSEKEEPING,40 - 44,3879
BALOCHISTAN,118,SOHBATPUR DISTRICT,SOHBATPUR DISTRICT,TOTAL,ALL SEXES,HOUSEKEEPING,45 - 49,3389
BALOCHISTAN,118,SOHBATPUR DISTRICT,SOHBATPUR DISTRICT,TOTAL,ALL SEXES,HOUSEKEEPING,50 - 54,2663
BALOCHISTAN,118,SOHBATPUR DISTRICT,SOHBATPUR DISTRICT,TOTAL,ALL SEXES,HOUSEKEEPING,55 - 59,1999
BALOCHISTAN,118,SOHBATPUR DISTRICT,SOHBATPUR DISTRICT,TOTAL,ALL SEXES,HOUSEKEEPING,60 - 64,1547
BALOCHISTAN,118,SOHBATPUR DISTRICT,SOHBATPUR DISTRICT,TOTAL,ALL SEXES,HOUSEKEEPING,65 - 69,1179
BALOCHISTAN,118,SOHBATPUR DISTRICT,SOHBATPUR DISTRICT,TOTAL,ALL SEXES,HOUSEKEEPING,70 - 74,716
BALOCHISTAN,118,SOHBATPUR DISTRICT,SOHBATPUR DISTRICT,TOTAL,ALL SEXES,HOUSEKEEPING,75 AND ABOVE,892
BALOCHISTAN,118,SOHBATPUR DISTRICT,SOHBATPUR DISTRICT,TOTAL,ALL SEXES,OTHER,10 AND ABOVE,18834
BALOCHISTAN,118,SOHBATPUR DISTRICT,SOHBATPUR DISTRICT,TOTAL,ALL SEXES,OTHER,10 - 14,3375
BALOCHISTAN,118,SOHBATPUR DISTRICT,SOHBATPUR DISTRICT,TOTAL,ALL SEXES,OTHER,15 - 19,2133
BALOCHISTAN,118,SOHBATPUR DISTRICT,SOHBATPUR DISTRICT,TOTAL,ALL SEXES,OTHER,20 - 24,1799
BALOCHISTAN,118,SOHBATPUR DISTRICT,SOHBATPUR DISTRICT,TOTAL,ALL SEXES,OTHER,25 - 29,2062
BALOCHISTAN,118,SOHBATPUR DISTRICT,SOHBATPUR DISTRICT,TOTAL,ALL SEXES,OTHER,30 - 34,1839
BALOCHISTAN,118,SOHBATPUR DISTRICT,SOHBATPUR DISTRICT,TOTAL,ALL SEXES,OTHER,35 - 39,1921
BALOCHISTAN,118,SOHBATPUR DISTRICT,SOHBATPUR DISTRICT,TOTAL,ALL SEXES,OTHER,40 - 44,1228
BALOCHISTAN,118,SOHBATPUR DISTRICT,SOHBATPUR DISTRICT,TOTAL,ALL SEXES,OTHER,45 - 49,1035
BALOCHISTAN,118,SOHBATPUR DISTRICT,SOHBATPUR DISTRICT,TOTAL,ALL SEXES,OTHER,50 - 54,904
BALOCHISTAN,118,SOHBATPUR DISTRICT,SOHBATPUR DISTRICT,TOTAL,ALL SEXES,OTHER,55 - 59,671
BALOCHISTAN,118,SOHBATPUR DISTRICT,SOHBATPUR DISTRICT,TOTAL,ALL SEXES,OTHER,60 - 64,582
BALOCHISTAN,118,SOHBATPUR DISTRICT,SOHBATPUR DISTRICT,TOTAL,ALL SEXES,OTHER,65 - 69,492
BALOCHISTAN,118,SOHBATPUR DISTRICT,SOHBATPUR DISTRICT,TOTAL,ALL SEXES,OTHER,70 - 74,319
BALOCHISTAN,118,SOHBATPUR DISTRICT,SOHBATPUR DISTRICT,TOTAL,ALL SEXES,OTHER,75 AND ABOVE,474
BALOCHISTAN,118,SOHBATPUR DISTRICT,SOHBATPUR DISTRICT,TOTAL,MALE,TOTAL POPULATION,10 AND ABOVE,62007
BALOCHISTAN,118,SOHBATPUR DISTRICT,SOHBATPUR DISTRICT,TOTAL,MALE,TOTAL POPULATION,10 - 14,13282
BALOCHISTAN,118,SOHBATPUR DISTRICT,SOHBATPUR DISTRICT,TOTAL,MALE,TOTAL POPULATION,15 - 19,9795
BALOCHISTAN,118,SOHBATPUR DISTRICT,SOHBATPUR DISTRICT,TOTAL,MALE,TOTAL POPULATION,20 - 24,6546
BALOCHISTAN,118,SOHBATPUR DISTRICT,SOHBATPUR DISTRICT,TOTAL,MALE,TOTAL POPULATION,25 - 29,6274
BALOCHISTAN,118,SOHBATPUR DISTRICT,SOHBATPUR DISTRICT,TOTAL,MALE,TOTAL POPULATION,30 - 34,5418
BALOCHISTAN,118,SOHBATPUR DISTRICT,SOHBATPUR DISTRICT,TOTAL,MALE,TOTAL POPULATION,35 - 39,5724
BALOCHISTAN,118,SOHBATPUR DISTRICT,SOHBATPUR DISTRICT,TOTAL,MALE,TOTAL POPULATION,40 - 44,3574
BALOCHISTAN,118,SOHBATPUR DISTRICT,SOHBATPUR DISTRICT,TOTAL,MALE,TOTAL POPULATION,45 - 49,3134
BALOCHISTAN,118,SOHBATPUR DISTRICT,SOHBATPUR DISTRICT,TOTAL,MALE,TOTAL POPULATION,50 - 54,2551
BALOCHISTAN,118,SOHBATPUR DISTRICT,SOHBATPUR DISTRICT,TOTAL,MALE,TOTAL POPULATION,55 - 59,1901
BALOCHISTAN,118,SOHBATPUR DISTRICT,SOHBATPUR DISTRICT,TOTAL,MALE,TOTAL POPULATION,60 - 64,1353
BALOCHISTAN,118,SOHBATPUR DISTRICT,SOHBATPUR DISTRICT,TOTAL,MALE,TOTAL POPULATION,65 - 69,1079
