province_name,district_code,district_name,area_name,area_type,household_sizes,number_of_rooms,total_housing_units_by_hh_size,percent_of_total_units_by_hh_size,rooms_per_housing_unit,total_housing_units_by_room_size,percent_of_total_units_by_room_size,persons_per_housing_unit,count
SINDH,092,KARACHI CENTRAL DISTRICT,KARACHI CENTRAL DISTRICT,TOTAL,1 PERSON,1,16583,3.1,2.02,115477,21.62,4.38,8323
SINDH,092,KARACHI CENTRAL DISTRICT,KARACHI CENTRAL DISTRICT,TOTAL,2 PERSONS,1,45615,8.54,2.26,115477,21.62,4.38,15582
SINDH,092,KARACHI CENTRAL DISTRICT,KARACHI CENTRAL DISTRICT,TOTAL,3 PERSONS,1,63596,11.91,2.33,115477,21.62,4.38,18971
SINDH,092,KARACHI CENTRAL DISTRICT,KARACHI CENTRAL DISTRICT,TOTAL,4 PERSONS,1,92547,17.32,2.46,115477,21.62,4.38,22384
SINDH,092,KARACHI CENTRAL DISTRICT,KARACHI CENTRAL DISTRICT,TOTAL,5 PERSONS,1,98178,18.38,2.6,115477,21.62,4.38,19700
SINDH,092,KARACHI CENTRAL DISTRICT,KARACHI CENTRAL DISTRICT,TOTAL,6 PERSONS,1,76248,14.27,2.7,115477,21.62,4.38,13385
SINDH,092,KARACHI CENTRAL DISTRICT,KARACHI CENTRAL DISTRICT,TOTAL,7 PERSONS,1,48041,8.99,2.77,115477,21.62,4.38,7829
SINDH,092,KARACHI CENTRAL DISTRICT,KARACHI CENTRAL DISTRICT,TOTAL,8 PERSONS,1,29977,5.61,2.89,115477,21.62,4.38,4315
SINDH,092,KARACHI CENTRAL DISTRICT,KARACHI CENTRAL DISTRICT,TOTAL,9 PERSONS,1,19033,3.56,3.07,115477,21.62,4.38,2206
SINDH,092,KARACHI CENTRAL DISTRICT,KARACHI CENTRAL DISTRICT,TOTAL,10 PERSONS AND ABOVE,1,44374,8.31,3.93,115477,21.62,4.38,2782
SINDH,092,KARACHI CENTRAL DISTRICT,KARACHI CENTRAL DISTRICT,TOTAL,1 PERSON,2,16583,3.1,2.02,168186,31.48,5.27,3550
SINDH,092,KARACHI CENTRAL DISTRICT,KARACHI CENTRAL DISTRICT,TOTAL,2 PERSONS,2,45615,8.54,2.26,168186,31.48,5.27,13864
SINDH,092,KARACHI CENTRAL DISTRICT,KARACHI CENTRAL DISTRICT,TOTAL,3 PERSONS,2,63596,11.91,2.33,168186,31.48,5.27,20324
SINDH,092,KARACHI CENTRAL DISTRICT,KARACHI CENTRAL DISTRICT,TOTAL,4 PERSONS,2,92547,17.32,2.46,168186,31.48,5.27,30897
SINDH,092,KARACHI CENTRAL DISTRICT,KARACHI CENTRAL DISTRICT,TOTAL,5 PERSONS,2,98178,18.38,2.6,168186,31.48,5.27,32620
SINDH,092,KARACHI CENTRAL DISTRICT,KARACHI CENTRAL DISTRICT,TOTAL,6 PERSONS,2,76248,14.27,2.7,168186,31.48,5.27,25447
SINDH,092,KARACHI CENTRAL DISTRICT,KARACHI CENTRAL DISTRICT,TOTAL,7 PERSONS,2,48041,8.99,2.77,168186,31.48,5.27,16325
SINDH,092,KARACHI CENTRAL DISTRICT,KARACHI CENTRAL DISTRICT,TOTAL,8 PERSONS,2,29977,5.61,2.89,168186,31.48,5.27,9996
SINDH,092,KARACHI CENTRAL DISTRICT,KARACHI CENTRAL DISTRICT,TOTAL,9 PERSONS,2,19033,3.56,3.07,168186,31.48,5.27,5999
SINDH,092,KARACHI CENTRAL DISTRICT,KARACHI CENTRAL DISTRICT,TOTAL,10 PERSONS AND ABOVE,2,44374,8.31,3.93,168186,31.48,5.27,9164
SINDH,092,KARACHI CENTRAL DISTRICT,KARACHI CENTRAL DISTRICT,TOTAL,1 PERSON,3,16583,3.1,2.02,130483,24.43,5.51,2673
SINDH,092,KARACHI CENTRAL DISTRICT,KARACHI CENTRAL DISTRICT,TOTAL,2 PERSONS,3,45615,8.54,2.26,130483,24.43,5.51,9466
SINDH,092,KARACHI CENTRAL DISTRICT,KARACHI CENTRAL DISTRICT,TOTAL,3 PERSONS,3,63596,11.91,2.33,130483,24.43,5.51,14511
SINDH,092,KARACHI CENTRAL DISTRICT,KARACHI CENTRAL DISTRICT,TOTAL,4 PERSONS,3,92547,17.32,2.46,130483,24.43,5.51,22932
SINDH,092,KARACHI CENTRAL DISTRICT,KARACHI CENTRAL DISTRICT,TOTAL,5 PERSONS,3,98178,18.38,2.6,130483,24.43,5.51,25852
SINDH,092,KARACHI CENTRAL DISTRICT,KARACHI CENTRAL DISTRICT,TOTAL,6 PERSONS,3,76248,14.27,2.7,130483,24.43,5.51,20211
SINDH,092,KARACHI CENTRAL DISTRICT,KARACHI CENTRAL DISTRICT,TOTAL,7 PERSONS,3,48041,8.99,2.77,130483,24.43,5.51,12250
SINDH,092,KARACHI CENTRAL DISTRICT,KARACHI CENTRAL DISTRICT,TOTAL,8 PERSONS,3,29977,5.61,2.89,130483,24.43,5.51,7578
SINDH,092,KARACHI CENTRAL DISTRICT,KARACHI CENTRAL DISTRICT,TOTAL,9 PERSONS,3,19033,3.56,3.07,130483,24.43,5.51,4914
SINDH,092,KARACHI CENTRAL DISTRICT,KARACHI CENTRAL DISTRICT,TOTAL,10 PERSONS AND ABOVE,3,44374,8.31,3.93,130483,24.43,5.51,10096
SINDH,092,KARACHI CENTRAL DISTRICT,KARACHI CENTRAL DISTRICT,TOTAL,1 PERSON,4,16583,3.1,2.02,70875,13.27,6.05,1222
SINDH,092,KARACHI CENTRAL DISTRICT,KARACHI CENTRAL DISTRICT,TOTAL,2 PERSONS,4,45615,8.54,2.26,70875,13.27,6.05,4421
SINDH,092,KARACHI CENTRAL DISTRICT,KARACHI CENTRAL DISTRICT,TOTAL,3 PERSONS,4,63596,11.91,2.33,70875,13.27,6.05,6554
SINDH,092,KARACHI CENTRAL DISTRICT,KARACHI CENTRAL DISTRICT,TOTAL,4 PERSONS,4,92547,17.32,2.46,70875,13.27,6.05,11254
SINDH,092,KARACHI CENTRAL DISTRICT,KARACHI CENTRAL DISTRICT,TOTAL,5 PERSONS,4,98178,18.38,2.6,70875,13.27,6.05,13149
SINDH,092,KARACHI CENTRAL DISTRICT,KARACHI CENTRAL DISTRICT,TOTAL,6 PERSONS,4,76248,14.27,2.7,70875,13.27,6.05,10976
SINDH,092,KARACHI CENTRAL DISTRICT,KARACHI CENTRAL DISTRICT,TOTAL,7 PERSONS,4,48041,8.99,2.77,70875,13.27,6.05,6863
SINDH,092,KARACHI CENTRAL DISTRICT,KARACHI CENTRAL DISTRICT,TOTAL,8 PERSONS,4,29977,5.61,2.89,70875,13.27,6.05,4571
