province_name,district_code,district_name,area_name,area_type,ownership_status,total_by_tenure,percent_by_tenure,facility,source,total_by_facility,percent_by_facility,count
FATA,028,MOHMAND AGENCY,MOHMAND AGENCY,TOTAL,OWNED,47058,95.29,KITCHEN,SEPARATE,27948,56.59,26694
FATA,028,MOHMAND AGENCY,MOHMAND AGENCY,TOTAL,OWNED,47058,95.29,KITCHEN,SHARED,18444,37.35,17664
FATA,028,MOHMAND AGENCY,MOHMAND AGENCY,TOTAL,OWNED,47058,95.29,KITCHEN,NONE,2992,6.06,2700
FATA,028,MOHMAND AGENCY,MOHMAND AGENCY,TOTAL,OWNED,47058,95.29,BATH,SEPARATE,28103,56.91,26924
FATA,028,MOHMAND AGENCY,MOHMAND AGENCY,TOTAL,OWNED,47058,95.29,BATH,SHARED,15919,32.24,15269
FATA,028,MOHMAND AGENCY,MOHMAND AGENCY,TOTAL,OWNED,47058,95.29,BATH,NONE,5362,10.86,4865
FATA,028,MOHMAND AGENCY,MOHMAND AGENCY,TOTAL,OWNED,47058,95.29,LATRINE,SEWER,3866,7.83,3508
FATA,028,MOHMAND AGENCY,MOHMAND AGENCY,TOTAL,OWNED,47058,95.29,LATRINE,SEPTIC TANK,4116,8.33,3969
FATA,028,MOHMAND AGENCY,MOHMAND AGENCY,TOTAL,OWNED,47058,95.29,LATRINE,OPEN DRAIN,5245,10.62,5036
FATA,028,MOHMAND AGENCY,MOHMAND AGENCY,TOTAL,OWNED,47058,95.29,LATRINE,PIT WITH SLAB,14224,28.8,13782
FATA,028,MOHMAND AGENCY,MOHMAND AGENCY,TOTAL,OWNED,47058,95.29,LATRINE,OTHER,7791,15.78,7522
FATA,028,MOHMAND AGENCY,MOHMAND AGENCY,TOTAL,OWNED,47058,95.29,LATRINE,NONE,14142,28.64,13241
FATA,028,MOHMAND AGENCY,MOHMAND AGENCY,TOTAL,RENTED,549,1.11,KITCHEN,SEPARATE,27948,56.59,352
FATA,028,MOHMAND AGENCY,MOHMAND AGENCY,TOTAL,RENTED,549,1.11,KITCHEN,SHARED,18444,37.35,164
