province_name,district_code,district_name,sublvl_01,sublvl_02,sublvl_03,summary_row,area_name,hadbast_deh_number,total_housing,pacca_housing,semi_pacca_housing,kacha_housing,potable_water,electricity,gas,kitchen,bath_room,latrine,avg_hh_size
FATA,028,MOHMAND AGENCY,NA,NA,NA,YES,MOHMAND AGENCY,NA,49384,5418,11640,32326,19245,31499,345,46392,44022,27451,9.37
FATA,028,MOHMAND AGENCY,AMBAR UTMAN KHEL TEHSIL,NA,NA,YES,AMBAR UTMAN KHEL TEHSIL,NA,6853,144,2165,4544,1752,1383,9,5929,5867,2752,8.96
FATA,028,MOHMAND AGENCY,AMBAR UTMAN KHEL TEHSIL,AMBAR UTMAN KHEL TRIBE,NA,YES,AMBAR UTMAN KHEL TRIBE,NA,6853,144,2165,4544,1752,1383,9,5929,5867,2752,8.96
FATA,028,MOHMAND AGENCY,AMBAR UTMAN KHEL TEHSIL,AMBAR UTMAN KHEL TRIBE,BAZEED KOR SECTION,YES,BAZEED KOR SECTION,NA,2462,46,1015,1401,379,900,6,2167,1996,877,8.53
FATA,028,MOHMAND AGENCY,AMBAR UTMAN KHEL TEHSIL,AMBAR UTMAN KHEL TRIBE,BAZEED KOR SECTION,NO,BAHADAR KOR,0000000,504,11,269,224,33,14,1,422,400,284,9.28
FATA,028,MOHMAND AGENCY,AMBAR UTMAN KHEL TEHSIL,AMBAR UTMAN KHEL TRIBE,BAZEED KOR SECTION,NO,BAZID KOR,0000000,967,20,309,638,175,678,2,764,714,353,8.52
FATA,028,MOHMAND AGENCY,AMBAR UTMAN KHEL TEHSIL,AMBAR UTMAN KHEL TRIBE,BAZEED KOR SECTION,NO,ISA KOR,0000000,487,4,198,285,94,131,2,485,460,194,7.9
FATA,028,MOHMAND AGENCY,AMBAR UTMAN KHEL TEHSIL,AMBAR UTMAN KHEL TRIBE,BAZEED KOR SECTION,NO,KOT MAINGAN,0000000,79,0,2,77,1,5,0,75,61,7,8.52
FATA,028,MOHMAND AGENCY,AMBAR UTMAN KHEL TEHSIL,AMBAR UTMAN KHEL TRIBE,BAZEED KOR SECTION,NO,WALI BEG,0000000,425,11,237,177,76,72,1,421,361,39,8.38
FATA,028,MOHMAND AGENCY,AMBAR UTMAN KHEL TEHSIL,AMBAR UTMAN KHEL TRIBE,MAIN GAN SECTION,YES,MAIN GAN SECTION,NA,4391,98,1150,3143,1373,483,3,3762,3871,1875,9.2
FATA,028,MOHMAND AGENCY,AMBAR UTMAN KHEL TEHSIL,AMBAR UTMAN KHEL TRIBE,MAIN GAN SECTION,NO,AKU KOR,0000000,589,6,123,460,388,69,2,574,566,278,9.28
FATA,028,MOHMAND AGENCY,AMBAR UTMAN KHEL TEHSIL,AMBAR UTMAN KHEL TRIBE,MAIN GAN SECTION,NO,BANE KOR,0000000,1010,23,325,662,112,13,0,937,923,715,8.39
FATA,028,MOHMAND AGENCY,AMBAR UTMAN KHEL TEHSIL,AMBAR UTMAN KHEL TRIBE,MAIN GAN SECTION,NO,KHORWANDE,0000000,184,1,5,178,17,0,0,35,173,19,10.17
FATA,028,MOHMAND AGENCY,AMBAR UTMAN KHEL TEHSIL,AMBAR UTMAN KHEL TRIBE,MAIN GAN SECTION,NO,MAIN GAN,0000000,1199,29,341,829,340,8,0,984,957,350,9.78
FATA,028,MOHMAND AGENCY,AMBAR UTMAN KHEL TEHSIL,AMBAR UTMAN KHEL TRIBE,MAIN GAN SECTION,NO,MESAR KOR,0000000,1234,28,340,866,386,366,0,1110,1114,470,9.2
FATA,028,MOHMAND AGENCY,AMBAR UTMAN KHEL TEHSIL,AMBAR UTMAN KHEL TRIBE,MAIN GAN SECTION,NO,MUSA KOR,0000000,127,4,9,114,122,27,1,75,90,11,8.04
FATA,028,MOHMAND AGENCY,AMBAR UTMAN KHEL TEHSIL,AMBAR UTMAN KHEL TRIBE,MAIN GAN SECTION,NO,PAM POKHA,0000000,48,7,7,34,8,0,0,47,48,32,10.04
FATA,028,MOHMAND AGENCY,HALIM ZAI TEHSIL,NA,NA,YES,HALIM ZAI TEHSIL,NA,8738,1068,1741,5929,3602,7898,66,8657,8353,5595,8.81
FATA,028,MOHMAND AGENCY,HALIM ZAI TEHSIL,KAMALI HALIM ZAI TRIBE,NA,YES,KAMALI HALIM ZAI TRIBE,NA,8738,1068,1741,5929,3602,7898,66,8657,8353,5595,8.81
FATA,028,MOHMAND AGENCY,HALIM ZAI TEHSIL,KAMALI HALIM ZAI TRIBE,BAR KARI KHEL SECTION,YES,BAR KARI KHEL SECTION,NA,4038,303,594,3141,2143,3501,31,3989,3815,2933,8.28
FATA,028,MOHMAND AGENCY,HALIM ZAI TEHSIL,KAMALI HALIM ZAI TRIBE,BAR KARI KHEL SECTION,NO,BAR KARRI KHEL,0000000,973,108,189,676,631,945,4,956,945,804,8.39
FATA,028,MOHMAND AGENCY,HALIM ZAI TEHSIL,KAMALI HALIM ZAI TRIBE,BAR KARI KHEL SECTION,NO,KAMAL HALIM ZAI AKKU KHEL,0000000,553,27,165,361,164,238,5,551,533,524,9.95
FATA,028,MOHMAND AGENCY,HALIM ZAI TEHSIL,KAMALI HALIM ZAI TRIBE,BAR KARI KHEL SECTION,NO,KAMAL HALIM ZAI YOUSAF KHEL IB,0000000,952,87,74,791,587,931,2,949,927,712,8.41
FATA,028,MOHMAND AGENCY,HALIM ZAI TEHSIL,KAMALI HALIM ZAI TRIBE,BAR KARI KHEL SECTION,NO,KAMALI BUSHA KHEL,0000000,925,63,96,766,448,826,12,904,817,641,6.27
FATA,028,MOHMAND AGENCY,HALIM ZAI TEHSIL,KAMALI HALIM ZAI TRIBE,BAR KARI KHEL SECTION,NO,SHAH BAIG (KAMAL HALIM ZAI),-------,414,12,41,361,289,392,3,411,388,67,9.67
FATA,028,MOHMAND AGENCY,HALIM ZAI TEHSIL,KAMALI HALIM ZAI TRIBE,BAR KARI KHEL SECTION,NO,YASEEN KOR (KAMAL HALIM ZAI),0000000,221,6,29,186,24,169,5,218,205,185,8.81
