province_name,district_code,district_name,area_name,area_type,ownership_status,total_by_tenure,percent_by_tenure,housing_component,housing_material,total_by_material,percent_by_material,count
SINDH,102,NAUSHAHRO FEROZE DISTRICT,NAUSHAHRO FEROZE DISTRICT,TOTAL,OWNED,253444,91.89,WALL,BAKED BRICKS/BLOCKS/STONES,128990,46.77,118906
SINDH,102,NAUSHAHRO FEROZE DISTRICT,NAUSHAHRO FEROZE DISTRICT,TOTAL,OWNED,253444,91.89,WALL,UNBAKED BRICKS/MUD,112613,40.83,105790
SINDH,102,NAUSHAHRO FEROZE DISTRICT,NAUSHAHRO FEROZE DISTRICT,TOTAL,OWNED,253444,91.89,WALL,WOOD/BAMBOO,28372,10.29,23859
SINDH,102,NAUSHAHRO FEROZE DISTRICT,NAUSHAHRO FEROZE DISTRICT,TOTAL,OWNED,253444,91.89,WALL,OTHERS,5825,2.11,4889
SINDH,102,NAUSHAHRO FEROZE DISTRICT,NAUSHAHRO FEROZE DISTRICT,TOTAL,OWNED,253444,91.89,ROOF,RCC/RBC,8424,3.05,7217
SINDH,102,NAUSHAHRO FEROZE DISTRICT,NAUSHAHRO FEROZE DISTRICT,TOTAL,OWNED,253444,91.89,ROOF,CEMENT/IRON SHEETS,6973,2.53,6654
SINDH,102,NAUSHAHRO FEROZE DISTRICT,NAUSHAHRO FEROZE DISTRICT,TOTAL,OWNED,253444,91.89,ROOF,GARDER/T.IRON,158760,57.56,148814
SINDH,102,NAUSHAHRO FEROZE DISTRICT,NAUSHAHRO FEROZE DISTRICT,TOTAL,OWNED,253444,91.89,ROOF,WOOD/BAMBOO,96675,35.05,86596
SINDH,102,NAUSHAHRO FEROZE DISTRICT,NAUSHAHRO FEROZE DISTRICT,TOTAL,OWNED,253444,91.89,ROOF,OTHERS,4968,1.8,4163
SINDH,102,NAUSHAHRO FEROZE DISTRICT,NAUSHAHRO FEROZE DISTRICT,TOTAL,RENTED,10202,3.7,WALL,BAKED BRICKS/BLOCKS/STONES,128990,46.77,8038
SINDH,102,NAUSHAHRO FEROZE DISTRICT,NAUSHAHRO FEROZE DISTRICT,TOTAL,RENTED,10202,3.7,WALL,UNBAKED BRICKS/MUD,112613,40.83,1659
SINDH,102,NAUSHAHRO FEROZE DISTRICT,NAUSHAHRO FEROZE DISTRICT,TOTAL,RENTED,10202,3.7,WALL,WOOD/BAMBOO,28372,10.29,357
SINDH,102,NAUSHAHRO FEROZE DISTRICT,NAUSHAHRO FEROZE DISTRICT,TOTAL,RENTED,10202,3.7,WALL,OTHERS,5825,2.11,148
SINDH,102,NAUSHAHRO FEROZE DISTRICT,NAUSHAHRO FEROZE DISTRICT,TOTAL,RENTED,10202,3.7,ROOF,RCC/RBC,8424,3.05,935
SINDH,102,NAUSHAHRO FEROZE DISTRICT,NAUSHAHRO FEROZE DISTRICT,TOTAL,RENTED,10202,3.7,ROOF,CEMENT/IRON SHEETS,6973,2.53,217
SINDH,102,NAUSHAHRO FEROZE DISTRICT,NAUSHAHRO FEROZE DISTRICT,TOTAL,RENTED,10202,3.7,ROOF,GARDER/T.IRON,158760,57.56,7513
SINDH,102,NAUSHAHRO FEROZE DISTRICT,NAUSHAHRO FEROZE DISTRICT,TOTAL,RENTED,10202,3.7,ROOF,WOOD/BAMBOO,96675,35.05,1393
SINDH,102,NAUSHAHRO FEROZE DISTRICT,NAUSHAHRO FEROZE DISTRICT,TOTAL,RENTED,10202,3.7,ROOF,OTHERS,4968,1.8,144
SINDH,102,NAUSHAHRO FEROZE DISTRICT,NAUSHAHRO FEROZE DISTRICT,TOTAL,RENT FREE,12154,4.41,WALL,BAKED BRICKS/BLOCKS/STONES,128990,46.77,2046
SINDH,102,NAUSHAHRO FEROZE DISTRICT,NAUSHAHRO FEROZE DISTRICT,TOTAL,RENT FREE,12154,4.41,WALL,UNBAKED BRICKS/MUD,112613,40.83,5164
SINDH,102,NAUSHAHRO FEROZE DISTRICT,NAUSHAHRO FEROZE DISTRICT,TOTAL,RENT FREE,12154,4.41,WALL,WOOD/BAMBOO,28372,10.29,4156
SINDH,102,NAUSHAHRO FEROZE DISTRICT,NAUSHAHRO FEROZE DISTRICT,TOTAL,RENT FREE,12154,4.41,WALL,OTHERS,5825,2.11,788
SINDH,102,NAUSHAHRO FEROZE DISTRICT,NAUSHAHRO FEROZE DISTRICT,TOTAL,RENT FREE,12154,4.41,ROOF,RCC/RBC,8424,3.05,272
SINDH,102,NAUSHAHRO FEROZE DISTRICT,NAUSHAHRO FEROZE DISTRICT,TOTAL,RENT FREE,12154,4.41,ROOF,CEMENT/IRON SHEETS,6973,2.53,102
SINDH,102,NAUSHAHRO FEROZE DISTRICT,NAUSHAHRO FEROZE DISTRICT,TOTAL,RENT FREE,12154,4.41,ROOF,GARDER/T.IRON,158760,57.56,2433
SINDH,102,NAUSHAHRO FEROZE DISTRICT,NAUSHAHRO FEROZE DISTRICT,TOTAL,RENT FREE,12154,4.41,ROOF,WOOD/BAMBOO,96675,35.05,8686
SINDH,102,NAUSHAHRO FEROZE DISTRICT,NAUSHAHRO FEROZE DISTRICT,TOTAL,RENT FREE,12154,4.41,ROOF,OTHERS,4968,1.8,661
