province_name,district_code,district_name,area_name,area_type,construction_duration,number_of_rooms,total_housing_units_by_duration,percent_of_total_units_by_duration,total_housing_units_by_size,percent_of_total_units_by_size,count
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,UNDER CONSTRUCTION,1,3119,1.25,65289,26.08,841
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,LESS THAN 5 YEARS,1,34809,13.9,65289,26.08,10624
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,5-10 YEARS,1,93102,37.18,65289,26.08,25359
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,11-50 YEARS,1,115391,46.09,65289,26.08,27523
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,OVER 50 YEARS,1,3965,1.58,65289,26.08,942
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,UNDER CONSTRUCTION,2,3119,1.25,93365,37.29,1180
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,LESS THAN 5 YEARS,2,34809,13.9,93365,37.29,13260
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,5-10 YEARS,2,93102,37.18,93365,37.29,36487
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,11-50 YEARS,2,115391,46.09,93365,37.29,41081
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,OVER 50 YEARS,2,3965,1.58,93365,37.29,1357
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,UNDER CONSTRUCTION,3,3119,1.25,46228,18.46,561
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,LESS THAN 5 YEARS,3,34809,13.9,46228,18.46,5995
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,5-10 YEARS,3,93102,37.18,46228,18.46,16406
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,11-50 YEARS,3,115391,46.09,46228,18.46,22472
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,OVER 50 YEARS,3,3965,1.58,46228,18.46,794
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,UNDER CONSTRUCTION,4,3119,1.25,24404,9.75,292
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,LESS THAN 5 YEARS,4,34809,13.9,24404,9.75,2717
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,5-10 YEARS,4,93102,37.18,24404,9.75,8417
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,11-50 YEARS,4,115391,46.09,24404,9.75,12567
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,OVER 50 YEARS,4,3965,1.58,24404,9.75,411
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,UNDER CONSTRUCTION,5,3119,1.25,9909,3.96,117
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,LESS THAN 5 YEARS,5,34809,13.9,9909,3.96,1078
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,5-10 YEARS,5,93102,37.18,9909,3.96,3123
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,11-50 YEARS,5,115391,46.09,9909,3.96,5399
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,OVER 50 YEARS,5,3965,1.58,9909,3.96,192
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,UNDER CONSTRUCTION,6,3119,1.25,5295,2.11,54
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,LESS THAN 5 YEARS,6,34809,13.9,5295,2.11,549
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,5-10 YEARS,6,93102,37.18,5295,2.11,1588
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,11-50 YEARS,6,115391,46.09,5295,2.11,2981
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,OVER 50 YEARS,6,3965,1.58,5295,2.11,123
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,UNDER CONSTRUCTION,7,3119,1.25,2481,0.99,36
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,LESS THAN 5 YEARS,7,34809,13.9,2481,0.99,282
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,5-10 YEARS,7,93102,37.18,2481,0.99,755
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,11-50 YEARS,7,115391,46.09,2481,0.99,1352
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,OVER 50 YEARS,7,3965,1.58,2481,0.99,56
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,UNDER CONSTRUCTION,8,3119,1.25,1445,0.58,17
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,LESS THAN 5 YEARS,8,34809,13.9,1445,0.58,142
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,5-10 YEARS,8,93102,37.18,1445,0.58,399
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,11-50 YEARS,8,115391,46.09,1445,0.58,858
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,OVER 50 YEARS,8,3965,1.58,1445,0.58,29
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,UNDER CONSTRUCTION,9 AND MORE,3119,1.25,1970,0.79,21
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,LESS THAN 5 YEARS,9 AND MORE,34809,13.9,1970,0.79,162
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,5-10 YEARS,9 AND MORE,93102,37.18,1970,0.79,568
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,11-50 YEARS,9 AND MORE,115391,46.09,1970,0.79,1158
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,OVER 50 YEARS,9 AND MORE,3965,1.58,1970,0.79,61
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,RURAL,UNDER CONSTRUCTION,1,2485,1.16,57112,26.7,715
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,RURAL,LESS THAN 5 YEARS,1,30705,14.35,57112,26.7,9724
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,RURAL,5-10 YEARS,1,82858,38.74,57112,26.7,23040
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,RURAL,11-50 YEARS,1,94709,44.28,57112,26.7,22871
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,RURAL,OVER 50 YEARS,1,3152,1.47,57112,26.7,762
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,RURAL,UNDER CONSTRUCTION,2,2485,1.16,81466,38.08,978
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,RURAL,LESS THAN 5 YEARS,2,30705,14.35,81466,38.08,11973
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,RURAL,5-10 YEARS,2,82858,38.74,81466,38.08,32870
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,RURAL,11-50 YEARS,2,94709,44.28,81466,38.08,34533
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,RURAL,OVER 50 YEARS,2,3152,1.47,81466,38.08,1112
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,RURAL,UNDER CONSTRUCTION,3,2485,1.16,38628,18.06,427
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,RURAL,LESS THAN 5 YEARS,3,30705,14.35,38628,18.06,5093
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,RURAL,5-10 YEARS,3,82858,38.74,38628,18.06,14355
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,RURAL,11-50 YEARS,3,94709,44.28,38628,18.06,18143
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,RURAL,OVER 50 YEARS,3,3152,1.47,38628,18.06,610
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,RURAL,UNDER CONSTRUCTION,4,2485,1.16,19904,9.3,203
