province_name,district_code,district_name,sublvl_01,sublvl_02,sublvl_03,summary_row,area_name,total_housing,pacca_housing,semi_pacca_housing,kacha_housing,potable_water,electricity,gas,kitchen,bath_room,latrine,avg_hh_size
PUNJAB,043,BHAKKAR DISTRICT,NA,NA,NA,YES,BHAKKAR DISTRICT,41842,34758,4736,2348,40980,40866,6838,35256,39663,40481,6.11
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR TEHSIL,NA,NA,YES,BHAKKAR TEHSIL,17521,14811,1806,904,17210,17153,6240,15706,16810,17111,6.32
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR TEHSIL,BHAKKAR MC,NA,YES,BHAKKAR MC,17521,14811,1806,904,17210,17153,6240,15706,16810,17111,6.32
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR TEHSIL,BHAKKAR MC,CHARGE NO 11,YES,CHARGE NO 11,11087,9127,1210,750,10875,10784,3734,9614,10481,10828,6.55
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR TEHSIL,BHAKKAR MC,CHARGE NO 11,NO,CIRCLE NO 01,4885,4137,486,262,4824,4834,2795,4560,4771,4821,6.6
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR TEHSIL,BHAKKAR MC,CHARGE NO 11,NO,CIRCLE NO 02,4690,3813,583,294,4601,4545,902,3790,4416,4606,6.51
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR TEHSIL,BHAKKAR MC,CHARGE NO 11,NO,CIRCLE NO 03,1512,1177,141,194,1450,1405,37,1264,1294,1401,6.51
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR TEHSIL,BHAKKAR MC,CHARGE NO 12,YES,CHARGE NO 12,6434,5684,596,154,6335,6369,2506,6092,6329,6283,5.92
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR TEHSIL,BHAKKAR MC,CHARGE NO 12,NO,CIRCLE NO 01,3501,2939,448,114,3435,3469,1505,3388,3429,3365,5.97
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR TEHSIL,BHAKKAR MC,CHARGE NO 12,NO,CIRCLE NO 02,2933,2745,148,40,2900,2900,1001,2704,2900,2918,5.86
