province_name,district_code,district_name,area_name,area_type,ownership_status,total_by_tenure,percent_by_tenure,housing_component,housing_material,total_by_material,percent_by_material,count
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,OWNED,250386,93.67,WALL,BAKED BRICKS/BLOCKS/STONES,203670,76.19,192434
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,OWNED,250386,93.67,WALL,UNBAKED BRICKS/MUD,55760,20.86,51767
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,OWNED,250386,93.67,WALL,WOOD/BAMBOO,3056,1.14,2233
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,OWNED,250386,93.67,WALL,OTHERS,4831,1.81,3952
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,OWNED,250386,93.67,ROOF,RCC/RBC,9205,3.44,7944
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,OWNED,250386,93.67,ROOF,CEMENT/IRON SHEETS,4206,1.57,3894
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,OWNED,250386,93.67,ROOF,GARDER/T.IRON,210312,78.68,200553
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,OWNED,250386,93.67,ROOF,WOOD/BAMBOO,38666,14.46,33908
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,OWNED,250386,93.67,ROOF,OTHERS,4928,1.84,4087
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,RENTED,6290,2.35,WALL,BAKED BRICKS/BLOCKS/STONES,203670,76.19,5354
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,RENTED,6290,2.35,WALL,UNBAKED BRICKS/MUD,55760,20.86,700
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,RENTED,6290,2.35,WALL,WOOD/BAMBOO,3056,1.14,155
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,RENTED,6290,2.35,WALL,OTHERS,4831,1.81,81
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,RENTED,6290,2.35,ROOF,RCC/RBC,9205,3.44,947
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,RENTED,6290,2.35,ROOF,CEMENT/IRON SHEETS,4206,1.57,196
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,RENTED,6290,2.35,ROOF,GARDER/T.IRON,210312,78.68,4118
