province_name,district_code,district_name,area_name,area_type,household_sizes,number_of_rooms,total_housing_units_by_hh_size,percent_of_total_units_by_hh_size,rooms_per_housing_unit,total_housing_units_by_room_size,percent_of_total_units_by_room_size,persons_per_housing_unit,count
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,1 PERSON,1,4573,1.71,1.76,70871,26.51,4.65,2569
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,2 PERSONS,1,20988,7.85,1.73,70871,26.51,4.65,10803
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,3 PERSONS,1,26296,9.84,1.88,70871,26.51,4.65,11615
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,4 PERSONS,1,34347,12.85,2.06,70871,26.51,4.65,12088
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,5 PERSONS,1,39329,14.71,2.25,70871,26.51,4.65,11007
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,6 PERSONS,1,38824,14.52,2.39,70871,26.51,4.65,8945
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,7 PERSONS,1,32009,11.97,2.55,70871,26.51,4.65,5965
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,8 PERSONS,1,23604,8.83,2.71,70871,26.51,4.65,3656
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,9 PERSONS,1,15991,5.98,2.89,70871,26.51,4.65,1981
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,10 PERSONS AND ABOVE,1,31356,11.73,3.69,70871,26.51,4.65,2242
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,1 PERSON,2,4573,1.71,1.76,99839,37.35,5.78,1236
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,2 PERSONS,2,20988,7.85,1.73,99839,37.35,5.78,7138
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,3 PERSONS,2,26296,9.84,1.88,99839,37.35,5.78,9683
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,4 PERSONS,2,34347,12.85,2.06,99839,37.35,5.78,13922
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,5 PERSONS,2,39329,14.71,2.25,99839,37.35,5.78,16332
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,6 PERSONS,2,38824,14.52,2.39,99839,37.35,5.78,16313
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,7 PERSONS,2,32009,11.97,2.55,99839,37.35,5.78,13089
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,8 PERSONS,2,23604,8.83,2.71,99839,37.35,5.78,9084
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,9 PERSONS,2,15991,5.98,2.89,99839,37.35,5.78,5728
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,10 PERSONS AND ABOVE,2,31356,11.73,3.69,99839,37.35,5.78,7314
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,1 PERSON,3,4573,1.71,1.76,49170,18.39,6.76,425
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,2 PERSONS,3,20988,7.85,1.73,49170,18.39,6.76,1869
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,3 PERSONS,3,26296,9.84,1.88,49170,18.39,6.76,3077
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,4 PERSONS,3,34347,12.85,2.06,49170,18.39,6.76,5001
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,5 PERSONS,3,39329,14.71,2.25,49170,18.39,6.76,6970
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,6 PERSONS,3,38824,14.52,2.39,49170,18.39,6.76,7649
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,7 PERSONS,3,32009,11.97,2.55,49170,18.39,6.76,7138
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,8 PERSONS,3,23604,8.83,2.71,49170,18.39,6.76,5643
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,9 PERSONS,3,15991,5.98,2.89,49170,18.39,6.76,4009
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,10 PERSONS AND ABOVE,3,31356,11.73,3.69,49170,18.39,6.76,7389
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,1 PERSON,4,4573,1.71,1.76,25506,9.54,7.67,183
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,2 PERSONS,4,20988,7.85,1.73,25506,9.54,7.67,695
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,3 PERSONS,4,26296,9.84,1.88,25506,9.54,7.67,1140
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,4 PERSONS,4,34347,12.85,2.06,25506,9.54,7.67,2014
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,5 PERSONS,4,39329,14.71,2.25,25506,9.54,7.67,3032
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,6 PERSONS,4,38824,14.52,2.39,25506,9.54,7.67,3552
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,7 PERSONS,4,32009,11.97,2.55,25506,9.54,7.67,3326
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,8 PERSONS,4,23604,8.83,2.71,25506,9.54,7.67,2995
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,9 PERSONS,4,15991,5.98,2.89,25506,9.54,7.67,2379
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,10 PERSONS AND ABOVE,4,31356,11.73,3.69,25506,9.54,7.67,6190
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,1 PERSON,5,4573,1.71,1.76,10290,3.85,8.41,62
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,2 PERSONS,5,20988,7.85,1.73,10290,3.85,8.41,234
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,3 PERSONS,5,26296,9.84,1.88,10290,3.85,8.41,392
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,4 PERSONS,5,34347,12.85,2.06,10290,3.85,8.41,696
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,5 PERSONS,5,39329,14.71,2.25,10290,3.85,8.41,1078
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,6 PERSONS,5,38824,14.52,2.39,10290,3.85,8.41,1201
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,7 PERSONS,5,32009,11.97,2.55,10290,3.85,8.41,1303
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,8 PERSONS,5,23604,8.83,2.71,10290,3.85,8.41,1138
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,9 PERSONS,5,15991,5.98,2.89,10290,3.85,8.41,947
