province_name,district_code,district_name,area_name,area_type,construction_age,total_by_age,percent_by_age,housing_component,housing_material,total_by_material,percent_by_material,count
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,UNDER CONSTRUCTION,3119,1.25,WALL,BAKED BRICKS/BLOCKS/STONES,192434,76.85,2363
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,UNDER CONSTRUCTION,3119,1.25,WALL,UNBAKED BRICKS/MUD,51767,20.67,590
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,UNDER CONSTRUCTION,3119,1.25,WALL,WOOD/BAMBOO,2233,0.89,97
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,UNDER CONSTRUCTION,3119,1.25,WALL,OTHERS,3952,1.58,69
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,UNDER CONSTRUCTION,3119,1.25,ROOF,RCC/RBC,7944,3.17,304
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,UNDER CONSTRUCTION,3119,1.25,ROOF,CEMENT/IRON SHEETS,3894,1.56,150
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,UNDER CONSTRUCTION,3119,1.25,ROOF,GARDER/T.IRON,200553,80.1,2262
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,UNDER CONSTRUCTION,3119,1.25,ROOF,WOOD/BAMBOO,33908,13.54,324
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,UNDER CONSTRUCTION,3119,1.25,ROOF,OTHERS,4087,1.63,79
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,LESS THAN 5 YEARS,34809,13.9,WALL,BAKED BRICKS/BLOCKS/STONES,192434,76.85,28333
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,LESS THAN 5 YEARS,34809,13.9,WALL,UNBAKED BRICKS/MUD,51767,20.67,5562
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,LESS THAN 5 YEARS,34809,13.9,WALL,WOOD/BAMBOO,2233,0.89,342
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,LESS THAN 5 YEARS,34809,13.9,WALL,OTHERS,3952,1.58,572
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,LESS THAN 5 YEARS,34809,13.9,ROOF,RCC/RBC,7944,3.17,2094
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,LESS THAN 5 YEARS,34809,13.9,ROOF,CEMENT/IRON SHEETS,3894,1.56,929
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,LESS THAN 5 YEARS,34809,13.9,ROOF,GARDER/T.IRON,200553,80.1,27784
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,LESS THAN 5 YEARS,34809,13.9,ROOF,WOOD/BAMBOO,33908,13.54,3432
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,LESS THAN 5 YEARS,34809,13.9,ROOF,OTHERS,4087,1.63,570
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,5-10 YEARS,93102,37.18,WALL,BAKED BRICKS/BLOCKS/STONES,192434,76.85,72797
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,5-10 YEARS,93102,37.18,WALL,UNBAKED BRICKS/MUD,51767,20.67,18260
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,5-10 YEARS,93102,37.18,WALL,WOOD/BAMBOO,2233,0.89,802
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,5-10 YEARS,93102,37.18,WALL,OTHERS,3952,1.58,1243
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,5-10 YEARS,93102,37.18,ROOF,RCC/RBC,7944,3.17,2817
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,5-10 YEARS,93102,37.18,ROOF,CEMENT/IRON SHEETS,3894,1.56,1608
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,5-10 YEARS,93102,37.18,ROOF,GARDER/T.IRON,200553,80.1,77294
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,5-10 YEARS,93102,37.18,ROOF,WOOD/BAMBOO,33908,13.54,10105
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,5-10 YEARS,93102,37.18,ROOF,OTHERS,4087,1.63,1278
