province_name,district_code,district_name,area_name,area_type,area_sq_km,total_pop,total_male,total_female,total_trans,sex_ratio,pop_density,pct_urban,avg_hh_size,total_pop_98,avg_annual_growth
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,8153,1647852,843056,804669,127,104.77,202.12,15.76,6.12,1051456,2.39
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,RURAL,NA,1388198,709912,678193,93,104.68,NA,NA,6.12,882782,2.41
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,URBAN,NA,259654,133144,126476,34,105.27,NA,NA,6.11,168674,2.29
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR TEHSIL,TOTAL,2427,683939,349665,334234,40,104.62,281.8,16.49,6.31,424488,2.54
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR TEHSIL,RURAL,NA,571132,291631,279474,27,104.35,NA,NA,6.31,355592,2.52
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR TEHSIL,URBAN,NA,112807,58034,54760,13,105.98,NA,NA,6.32,68896,2.62
PUNJAB,043,BHAKKAR DISTRICT,DARYA KHAN TEHSIL,TOTAL,1719,360427,185169,175223,35,105.68,209.67,22.31,5.87,233410,2.31
PUNJAB,043,BHAKKAR DISTRICT,DARYA KHAN TEHSIL,RURAL,NA,280006,143823,136163,20,105.63,NA,NA,5.94,178775,2.39
PUNJAB,043,BHAKKAR DISTRICT,DARYA KHAN TEHSIL,URBAN,NA,80421,41346,39060,15,105.85,NA,NA,5.65,54635,2.05
PUNJAB,043,BHAKKAR DISTRICT,KALUR KOT TEHSIL,TOTAL,2239,346591,176979,169570,42,104.37,154.8,15.08,6.2,223676,2.33
PUNJAB,043,BHAKKAR DISTRICT,KALUR KOT TEHSIL,RURAL,NA,294310,150395,143876,39,104.53,NA,NA,6.14,187751,2.39
PUNJAB,043,BHAKKAR DISTRICT,KALUR KOT TEHSIL,URBAN,NA,52281,26584,25694,3,103.46,NA,NA,6.58,35925,1.99
PUNJAB,043,BHAKKAR DISTRICT,MANKERA TEHSIL,TOTAL,1768,256895,131243,125642,10,104.46,145.3,5.51,5.88,169882,2.2
PUNJAB,043,BHAKKAR DISTRICT,MANKERA TEHSIL,RURAL,NA,242750,124063,118680,7,104.54,NA,NA,5.89,160664,2.19
PUNJAB,043,BHAKKAR DISTRICT,MANKERA TEHSIL,URBAN,NA,14145,7180,6962,3,103.13,NA,NA,5.79,9218,2.28
