province_name,district_code,district_name,area_name,area_type,construction_age,roof_material,total_by_roof_material,percent_by_roof_material,wall_material,total_by_wall_material,percent_by_wall_material,count
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,UNDER CONSTRUCTION,RCC/RBC,7944,3.17,BAKED BRICKS/BLOCKS/STONES,2363,0.94,304
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,UNDER CONSTRUCTION,RCC/RBC,7944,3.17,UNBAKED BRICKS/MUD,590,0.24,0
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,UNDER CONSTRUCTION,RCC/RBC,7944,3.17,WOOD/BAMBOO,97,0.04,0
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,UNDER CONSTRUCTION,RCC/RBC,7944,3.17,OTHERS,69,0.03,0
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,LESS THAN 5 YEARS,RCC/RBC,7944,3.17,BAKED BRICKS/BLOCKS/STONES,28333,11.32,2094
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,LESS THAN 5 YEARS,RCC/RBC,7944,3.17,UNBAKED BRICKS/MUD,5562,2.22,0
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,LESS THAN 5 YEARS,RCC/RBC,7944,3.17,WOOD/BAMBOO,342,0.14,0
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,LESS THAN 5 YEARS,RCC/RBC,7944,3.17,OTHERS,572,0.23,0
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,5 - 10 YEARS,RCC/RBC,7944,3.17,BAKED BRICKS/BLOCKS/STONES,72797,29.07,2817
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,5 - 10 YEARS,RCC/RBC,7944,3.17,UNBAKED BRICKS/MUD,18260,7.29,0
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,5 - 10 YEARS,RCC/RBC,7944,3.17,WOOD/BAMBOO,802,0.32,0
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,5 - 10 YEARS,RCC/RBC,7944,3.17,OTHERS,1243,0.5,0
PUNJAB,043,BHAKKAR DISTRICT,BHAKKAR DISTRICT,TOTAL,11 - 50 YEARS,RCC/RBC,7944,3.17,BAKED BRICKS/BLOCKS/STONES,86241,34.44,2620
