province_name,district_code,district_name,area_name,area_type,construction_duration,number_of_rooms,total_housing_units_by_duration,percent_of_total_units_by_duration,total_housing_units_by_size,percent_of_total_units_by_size,count
BALOCHISTAN,132,MUSAKHEL DISTRICT,MUSAKHEL DISTRICT,TOTAL,UNDER CONSTRUCTION,1,241,1.01,3901,16.4,44
BALOCHISTAN,132,MUSAKHEL DISTRICT,MUSAKHEL DISTRICT,TOTAL,LESS THAN 5 YEARS,1,1239,5.21,3901,16.4,284
BALOCHISTAN,132,MUSAKHEL DISTRICT,MUSAKHEL DISTRICT,TOTAL,5-10 YEARS,1,4936,20.75,3901,16.4,841
BALOCHISTAN,132,MUSAKHEL DISTRICT,MUSAKHEL DISTRICT,TOTAL,11-50 YEARS,1,14283,60.05,3901,16.4,2348
BALOCHISTAN,132,MUSAKHEL DISTRICT,MUSAKHEL DISTRICT,TOTAL,OVER 50 YEARS,1,3086,12.97,3901,16.4,384
BALOCHISTAN,132,MUSAKHEL DISTRICT,MUSAKHEL DISTRICT,TOTAL,UNDER CONSTRUCTION,2,241,1.01,8068,33.92,72
BALOCHISTAN,132,MUSAKHEL DISTRICT,MUSAKHEL DISTRICT,TOTAL,LESS THAN 5 YEARS,2,1239,5.21,8068,33.92,340
BALOCHISTAN,132,MUSAKHEL DISTRICT,MUSAKHEL DISTRICT,TOTAL,5-10 YEARS,2,4936,20.75,8068,33.92,1393
BALOCHISTAN,132,MUSAKHEL DISTRICT,MUSAKHEL DISTRICT,TOTAL,11-50 YEARS,2,14283,60.05,8068,33.92,5403
BALOCHISTAN,132,MUSAKHEL DISTRICT,MUSAKHEL DISTRICT,TOTAL,OVER 50 YEARS,2,3086,12.97,8068,33.92,860
BALOCHISTAN,132,MUSAKHEL DISTRICT,MUSAKHEL DISTRICT,TOTAL,UNDER CONSTRUCTION,3,241,1.01,5352,22.5,45
BALOCHISTAN,132,MUSAKHEL DISTRICT,MUSAKHEL DISTRICT,TOTAL,LESS THAN 5 YEARS,3,1239,5.21,5352,22.5,229
BALOCHISTAN,132,MUSAKHEL DISTRICT,MUSAKHEL DISTRICT,TOTAL,5-10 YEARS,3,4936,20.75,5352,22.5,1352
BALOCHISTAN,132,MUSAKHEL DISTRICT,MUSAKHEL DISTRICT,TOTAL,11-50 YEARS,3,14283,60.05,5352,22.5,2698
