province_name,district_code,district_name,area_name,area_type,ownership_status,number_of_rooms,total_housing_units_by_ownership,percent_of_total_units_by_ownership,total_housing_units_by_size,percent_of_total_units_by_size,count
BALOCHISTAN,132,MUSAKHEL DISTRICT,MUSAKHEL DISTRICT,TOTAL,OWNED,1,23785,97.78,3980,16.36,3901
BALOCHISTAN,132,MUSAKHEL DISTRICT,MUSAKHEL DISTRICT,TOTAL,RENTED,1,306,1.26,3980,16.36,27
BALOCHISTAN,132,MUSAKHEL DISTRICT,MUSAKHEL DISTRICT,TOTAL,RENT FREE,1,234,0.96,3980,16.36,52
BALOCHISTAN,132,MUSAKHEL DISTRICT,MUSAKHEL DISTRICT,TOTAL,OWNED,2,23785,97.78,8232,33.84,8068
BALOCHISTAN,132,MUSAKHEL DISTRICT,MUSAKHEL DISTRICT,TOTAL,RENTED,2,306,1.26,8232,33.84,66
BALOCHISTAN,132,MUSAKHEL DISTRICT,MUSAKHEL DISTRICT,TOTAL,RENT FREE,2,234,0.96,8232,33.84,98
BALOCHISTAN,132,MUSAKHEL DISTRICT,MUSAKHEL DISTRICT,TOTAL,OWNED,3,23785,97.78,5484,22.54,5352
BALOCHISTAN,132,MUSAKHEL DISTRICT,MUSAKHEL DISTRICT,TOTAL,RENTED,3,306,1.26,5484,22.54,77
BALOCHISTAN,132,MUSAKHEL DISTRICT,MUSAKHEL DISTRICT,TOTAL,RENT FREE,3,234,0.96,5484,22.54,55
BALOCHISTAN,132,MUSAKHEL DISTRICT,MUSAKHEL DISTRICT,TOTAL,OWNED,4,23785,97.78,3617,14.87,3518
BALOCHISTAN,132,MUSAKHEL DISTRICT,MUSAKHEL DISTRICT,TOTAL,RENTED,4,306,1.26,3617,14.87,78
BALOCHISTAN,132,MUSAKHEL DISTRICT,MUSAKHEL DISTRICT,TOTAL,RENT FREE,4,234,0.96,3617,14.87,21
BALOCHISTAN,132,MUSAKHEL DISTRICT,MUSAKHEL DISTRICT,TOTAL,OWNED,5,23785,97.78,1286,5.29,1252
BALOCHISTAN,132,MUSAKHEL DISTRICT,MUSAKHEL DISTRICT,TOTAL,RENTED,5,306,1.26,1286,5.29,28
BALOCHISTAN,132,MUSAKHEL DISTRICT,MUSAKHEL DISTRICT,TOTAL,RENT FREE,5,234,0.96,1286,5.29,6
BALOCHISTAN,132,MUSAKHEL DISTRICT,MUSAKHEL DISTRICT,TOTAL,OWNED,6,23785,97.78,951,3.91,934
BALOCHISTAN,132,MUSAKHEL DISTRICT,MUSAKHEL DISTRICT,TOTAL,RENTED,6,306,1.26,951,3.91,16
BALOCHISTAN,132,MUSAKHEL DISTRICT,MUSAKHEL DISTRICT,TOTAL,RENT FREE,6,234,0.96,951,3.91,1
BALOCHISTAN,132,MUSAKHEL DISTRICT,MUSAKHEL DISTRICT,TOTAL,OWNED,7,23785,97.78,342,1.41,334
BALOCHISTAN,132,MUSAKHEL DISTRICT,MUSAKHEL DISTRICT,TOTAL,RENTED,7,306,1.26,342,1.41,8
BALOCHISTAN,132,MUSAKHEL DISTRICT,MUSAKHEL DISTRICT,TOTAL,RENT FREE,7,234,0.96,342,1.41,0
BALOCHISTAN,132,MUSAKHEL DISTRICT,MUSAKHEL DISTRICT,TOTAL,OWNED,8,23785,97.78,195,0.8,191
BALOCHISTAN,132,MUSAKHEL DISTRICT,MUSAKHEL DISTRICT,TOTAL,RENTED,8,306,1.26,195,0.8,3
BALOCHISTAN,132,MUSAKHEL DISTRICT,MUSAKHEL DISTRICT,TOTAL,RENT FREE,8,234,0.96,195,0.8,1
BALOCHISTAN,132,MUSAKHEL DISTRICT,MUSAKHEL DISTRICT,TOTAL,OWNED,9,23785,97.78,238,0.98,235
BALOCHISTAN,132,MUSAKHEL DISTRICT,MUSAKHEL DISTRICT,TOTAL,RENTED,9,306,1.26,238,0.98,3
BALOCHISTAN,132,MUSAKHEL DISTRICT,MUSAKHEL DISTRICT,TOTAL,RENT FREE,9,234,0.96,238,0.98,0
BALOCHISTAN,132,MUSAKHEL DISTRICT,MUSAKHEL DISTRICT,RURAL,OWNED,1,21979,98.79,3815,17.15,3754
BALOCHISTAN,132,MUSAKHEL DISTRICT,MUSAKHEL DISTRICT,RURAL,RENTED,1,113,0.51,3815,17.15,22
BALOCHISTAN,132,MUSAKHEL DISTRICT,MUSAKHEL DISTRICT,RURAL,RENT FREE,1,157,0.71,3815,17.15,39
BALOCHISTAN,132,MUSAKHEL DISTRICT,MUSAKHEL DISTRICT,RURAL,OWNED,2,21979,98.79,7677,34.5,7564
BALOCHISTAN,132,MUSAKHEL DISTRICT,MUSAKHEL DISTRICT,RURAL,RENTED,2,113,0.51,7677,34.5,37
BALOCHISTAN,132,MUSAKHEL DISTRICT,MUSAKHEL DISTRICT,RURAL,RENT FREE,2,157,0.71,7677,34.5,76
BALOCHISTAN,132,MUSAKHEL DISTRICT,MUSAKHEL DISTRICT,RURAL,OWNED,3,21979,98.79,4977,22.37,4918
BALOCHISTAN,132,MUSAKHEL DISTRICT,MUSAKHEL DISTRICT,RURAL,RENTED,3,113,0.51,4977,22.37,33
BALOCHISTAN,132,MUSAKHEL DISTRICT,MUSAKHEL DISTRICT,RURAL,RENT FREE,3,157,0.71,4977,22.37,26
BALOCHISTAN,132,MUSAKHEL DISTRICT,MUSAKHEL DISTRICT,RURAL,OWNED,4,21979,98.79,3263,14.67,3236
BALOCHISTAN,132,MUSAKHEL DISTRICT,MUSAKHEL DISTRICT,RURAL,RENTED,4,113,0.51,3263,14.67,15
BALOCHISTAN,132,MUSAKHEL DISTRICT,MUSAKHEL DISTRICT,RURAL,RENT FREE,4,157,0.71,3263,14.67,12
BALOCHISTAN,132,MUSAKHEL DISTRICT,MUSAKHEL DISTRICT,RURAL,OWNED,5,21979,98.79,1071,4.81,1065
BALOCHISTAN,132,MUSAKHEL DISTRICT,MUSAKHEL DISTRICT,RURAL,RENTED,5,113,0.51,1071,4.81,3
BALOCHISTAN,132,MUSAKHEL DISTRICT,MUSAKHEL DISTRICT,RURAL,RENT FREE,5,157,0.71,1071,4.81,3
BALOCHISTAN,132,MUSAKHEL DISTRICT,MUSAKHEL DISTRICT,RURAL,OWNED,6,21979,98.79,808,3.63,807
BALOCHISTAN,132,MUSAKHEL DISTRICT,MUSAKHEL DISTRICT,RURAL,RENTED,6,113,0.51,808,3.63,1
BALOCHISTAN,132,MUSAKHEL DISTRICT,MUSAKHEL DISTRICT,RURAL,RENT FREE,6,157,0.71,808,3.63,0
BALOCHISTAN,132,MUSAKHEL DISTRICT,MUSAKHEL DISTRICT,RURAL,OWNED,7,21979,98.79,282,1.27,281
BALOCHISTAN,132,MUSAKHEL DISTRICT,MUSAKHEL DISTRICT,RURAL,RENTED,7,113,0.51,282,1.27,1
BALOCHISTAN,132,MUSAKHEL DISTRICT,MUSAKHEL DISTRICT,RURAL,RENT FREE,7,157,0.71,282,1.27,0
BALOCHISTAN,132,MUSAKHEL DISTRICT,MUSAKHEL DISTRICT,RURAL,OWNED,8,21979,98.79,156,0.7,154
BALOCHISTAN,132,MUSAKHEL DISTRICT,MUSAKHEL DISTRICT,RURAL,RENTED,8,113,0.51,156,0.7,1
BALOCHISTAN,132,MUSAKHEL DISTRICT,MUSAKHEL DISTRICT,RURAL,RENT FREE,8,157,0.71,156,0.7,1
BALOCHISTAN,132,MUSAKHEL DISTRICT,MUSAKHEL DISTRICT,RURAL,OWNED,9,21979,98.79,200,0.9,200
BALOCHISTAN,132,MUSAKHEL DISTRICT,MUSAKHEL DISTRICT,RURAL,RENTED,9,113,0.51,200,0.9,0
BALOCHISTAN,132,MUSAKHEL DISTRICT,MUSAKHEL DISTRICT,RURAL,RENT FREE,9,157,0.71,200,0.9,0
BALOCHISTAN,132,MUSAKHEL DISTRICT,MUSAKHEL DISTRICT,URBAN,OWNED,1,1806,86.99,165,7.95,147
BALOCHISTAN,132,MUSAKHEL DISTRICT,MUSAKHEL DISTRICT,URBAN,RENTED,1,193,9.3,165,7.95,5
BALOCHISTAN,132,MUSAKHEL DISTRICT,MUSAKHEL DISTRICT,URBAN,RENT FREE,1,77,3.71,165,7.95,13
BALOCHISTAN,132,MUSAKHEL DISTRICT,MUSAKHEL DISTRICT,URBAN,OWNED,2,1806,86.99,555,26.73,504
BALOCHISTAN,132,MUSAKHEL DISTRICT,MUSAKHEL DISTRICT,URBAN,RENTED,2,193,9.3,555,26.73,29
