province_name,district_code,district_name,area_name,area_type,ownership_status,number_of_rooms,total_housing_units_by_ownership,percent_of_total_units_by_ownership,total_housing_units_by_size,percent_of_total_units_by_size,count
SINDH,085,HYDERABAD DISTRICT,HYDERABAD DISTRICT,TOTAL,OWNED,1,314536,73.04,215405,50.02,155259
SINDH,085,HYDERABAD DISTRICT,HYDERABAD DISTRICT,TOTAL,RENTED,1,71677,16.65,215405,50.02,29395
SINDH,085,HYDERABAD DISTRICT,HYDERABAD DISTRICT,TOTAL,RENT FREE,1,44398,10.31,215405,50.02,30751
SINDH,085,HYDERABAD DISTRICT,HYDERABAD DISTRICT,TOTAL,OWNED,2,314536,73.04,109709,25.48,77103
SINDH,085,HYDERABAD DISTRICT,HYDERABAD DISTRICT,TOTAL,RENTED,2,71677,16.65,109709,25.48,24619
SINDH,085,HYDERABAD DISTRICT,HYDERABAD DISTRICT,TOTAL,RENT FREE,2,44398,10.31,109709,25.48,7987
SINDH,085,HYDERABAD DISTRICT,HYDERABAD DISTRICT,TOTAL,OWNED,3,314536,73.04,57461,13.34,42012
SINDH,085,HYDERABAD DISTRICT,HYDERABAD DISTRICT,TOTAL,RENTED,3,71677,16.65,57461,13.34,12576
SINDH,085,HYDERABAD DISTRICT,HYDERABAD DISTRICT,TOTAL,RENT FREE,3,44398,10.31,57461,13.34,2873
SINDH,085,HYDERABAD DISTRICT,HYDERABAD DISTRICT,TOTAL,OWNED,4,314536,73.04,24193,5.62,19762
SINDH,085,HYDERABAD DISTRICT,HYDERABAD DISTRICT,TOTAL,RENTED,4,71677,16.65,24193,5.62,3278
SINDH,085,HYDERABAD DISTRICT,HYDERABAD DISTRICT,TOTAL,RENT FREE,4,44398,10.31,24193,5.62,1153
SINDH,085,HYDERABAD DISTRICT,HYDERABAD DISTRICT,TOTAL,OWNED,5,314536,73.04,8781,2.04,7464
SINDH,085,HYDERABAD DISTRICT,HYDERABAD DISTRICT,TOTAL,RENTED,5,71677,16.65,8781,2.04,785
SINDH,085,HYDERABAD DISTRICT,HYDERABAD DISTRICT,TOTAL,RENT FREE,5,44398,10.31,8781,2.04,532
SINDH,085,HYDERABAD DISTRICT,HYDERABAD DISTRICT,TOTAL,OWNED,6,314536,73.04,7118,1.65,6258
SINDH,085,HYDERABAD DISTRICT,HYDERABAD DISTRICT,TOTAL,RENTED,6,71677,16.65,7118,1.65,427
SINDH,085,HYDERABAD DISTRICT,HYDERABAD DISTRICT,TOTAL,RENT FREE,6,44398,10.31,7118,1.65,433
SINDH,085,HYDERABAD DISTRICT,HYDERABAD DISTRICT,TOTAL,OWNED,7,314536,73.04,3557,0.83,2915
SINDH,085,HYDERABAD DISTRICT,HYDERABAD DISTRICT,TOTAL,RENTED,7,71677,16.65,3557,0.83,354
SINDH,085,HYDERABAD DISTRICT,HYDERABAD DISTRICT,TOTAL,RENT FREE,7,44398,10.31,3557,0.83,288
SINDH,085,HYDERABAD DISTRICT,HYDERABAD DISTRICT,TOTAL,OWNED,8,314536,73.04,1847,0.43,1661
SINDH,085,HYDERABAD DISTRICT,HYDERABAD DISTRICT,TOTAL,RENTED,8,71677,16.65,1847,0.43,81
SINDH,085,HYDERABAD DISTRICT,HYDERABAD DISTRICT,TOTAL,RENT FREE,8,44398,10.31,1847,0.43,105
SINDH,085,HYDERABAD DISTRICT,HYDERABAD DISTRICT,TOTAL,OWNED,9,314536,73.04,2540,0.59,2102
SINDH,085,HYDERABAD DISTRICT,HYDERABAD DISTRICT,TOTAL,RENTED,9,71677,16.65,2540,0.59,162
SINDH,085,HYDERABAD DISTRICT,HYDERABAD DISTRICT,TOTAL,RENT FREE,9,44398,10.31,2540,0.59,276
SINDH,085,HYDERABAD DISTRICT,HYDERABAD DISTRICT,RURAL,OWNED,1,61223,85,56493,78.44,47295
SINDH,085,HYDERABAD DISTRICT,HYDERABAD DISTRICT,RURAL,RENTED,1,819,1.14,56493,78.44,444
SINDH,085,HYDERABAD DISTRICT,HYDERABAD DISTRICT,RURAL,RENT FREE,1,9983,13.86,56493,78.44,8754
SINDH,085,HYDERABAD DISTRICT,HYDERABAD DISTRICT,RURAL,OWNED,2,61223,85,10908,15.14,9746
SINDH,085,HYDERABAD DISTRICT,HYDERABAD DISTRICT,RURAL,RENTED,2,819,1.14,10908,15.14,280
SINDH,085,HYDERABAD DISTRICT,HYDERABAD DISTRICT,RURAL,RENT FREE,2,9983,13.86,10908,15.14,882
SINDH,085,HYDERABAD DISTRICT,HYDERABAD DISTRICT,RURAL,OWNED,3,61223,85,2584,3.59,2372
SINDH,085,HYDERABAD DISTRICT,HYDERABAD DISTRICT,RURAL,RENTED,3,819,1.14,2584,3.59,60
SINDH,085,HYDERABAD DISTRICT,HYDERABAD DISTRICT,RURAL,RENT FREE,3,9983,13.86,2584,3.59,152
SINDH,085,HYDERABAD DISTRICT,HYDERABAD DISTRICT,RURAL,OWNED,4,61223,85,947,1.31,883
