province_name,district_code,district_name,area_name,area_type,household_sizes,number_of_rooms,total_housing_units_by_hh_size,percent_of_total_units_by_hh_size,rooms_per_housing_unit,total_housing_units_by_room_size,percent_of_total_units_by_room_size,persons_per_housing_unit,count
SINDH,085,HYDERABAD DISTRICT,HYDERABAD DISTRICT,TOTAL,1 PERSON,1,15741,3.66,1.72,215405,50.02,4.47,10432
SINDH,085,HYDERABAD DISTRICT,HYDERABAD DISTRICT,TOTAL,2 PERSONS,1,53985,12.54,1.74,215405,50.02,4.47,34422
SINDH,085,HYDERABAD DISTRICT,HYDERABAD DISTRICT,TOTAL,3 PERSONS,1,61498,14.28,1.79,215405,50.02,4.47,36508
SINDH,085,HYDERABAD DISTRICT,HYDERABAD DISTRICT,TOTAL,4 PERSONS,1,72494,16.84,1.9,215405,50.02,4.47,38604
SINDH,085,HYDERABAD DISTRICT,HYDERABAD DISTRICT,TOTAL,5 PERSONS,1,70266,16.32,2,215405,50.02,4.47,33412
SINDH,085,HYDERABAD DISTRICT,HYDERABAD DISTRICT,TOTAL,6 PERSONS,1,57130,13.27,2.06,215405,50.02,4.47,25292
SINDH,085,HYDERABAD DISTRICT,HYDERABAD DISTRICT,TOTAL,7 PERSONS,1,37893,8.8,2.07,215405,50.02,4.47,16351
SINDH,085,HYDERABAD DISTRICT,HYDERABAD DISTRICT,TOTAL,8 PERSONS,1,24203,5.62,2.14,215405,50.02,4.47,9542
SINDH,085,HYDERABAD DISTRICT,HYDERABAD DISTRICT,TOTAL,9 PERSONS,1,14684,3.41,2.22,215405,50.02,4.47,5359
SINDH,085,HYDERABAD DISTRICT,HYDERABAD DISTRICT,TOTAL,10 PERSONS AND ABOVE,1,22717,5.28,2.78,215405,50.02,4.47,5483
SINDH,085,HYDERABAD DISTRICT,HYDERABAD DISTRICT,TOTAL,1 PERSON,2,15741,3.66,1.72,109709,25.48,5.37,2500
SINDH,085,HYDERABAD DISTRICT,HYDERABAD DISTRICT,TOTAL,2 PERSONS,2,53985,12.54,1.74,109709,25.48,5.37,9934
SINDH,085,HYDERABAD DISTRICT,HYDERABAD DISTRICT,TOTAL,3 PERSONS,2,61498,14.28,1.79,109709,25.48,5.37,13200
SINDH,085,HYDERABAD DISTRICT,HYDERABAD DISTRICT,TOTAL,4 PERSONS,2,72494,16.84,1.9,109709,25.48,5.37,17701
SINDH,085,HYDERABAD DISTRICT,HYDERABAD DISTRICT,TOTAL,5 PERSONS,2,70266,16.32,2,109709,25.48,5.37,19030
SINDH,085,HYDERABAD DISTRICT,HYDERABAD DISTRICT,TOTAL,6 PERSONS,2,57130,13.27,2.06,109709,25.48,5.37,16660
SINDH,085,HYDERABAD DISTRICT,HYDERABAD DISTRICT,TOTAL,7 PERSONS,2,37893,8.8,2.07,109709,25.48,5.37,11404
SINDH,085,HYDERABAD DISTRICT,HYDERABAD DISTRICT,TOTAL,8 PERSONS,2,24203,5.62,2.14,109709,25.48,5.37,7776
SINDH,085,HYDERABAD DISTRICT,HYDERABAD DISTRICT,TOTAL,9 PERSONS,2,14684,3.41,2.22,109709,25.48,5.37,4831
SINDH,085,HYDERABAD DISTRICT,HYDERABAD DISTRICT,TOTAL,10 PERSONS AND ABOVE,2,22717,5.28,2.78,109709,25.48,5.37,6673
SINDH,085,HYDERABAD DISTRICT,HYDERABAD DISTRICT,TOTAL,1 PERSON,3,15741,3.66,1.72,57461,13.34,5.56,1422
SINDH,085,HYDERABAD DISTRICT,HYDERABAD DISTRICT,TOTAL,2 PERSONS,3,53985,12.54,1.74,57461,13.34,5.56,4982
