province_name,district_code,district_name,area_name,area_type,construction_duration,number_of_rooms,total_housing_units_by_duration,percent_of_total_units_by_duration,total_housing_units_by_size,percent_of_total_units_by_size,count
SINDH,085,HYDERABAD DISTRICT,HYDERABAD DISTRICT,TOTAL,UNDER CONSTRUCTION,1,7625,2.42,155259,49.36,3692
SINDH,085,HYDERABAD DISTRICT,HYDERABAD DISTRICT,TOTAL,LESS THAN 5 YEARS,1,36115,11.48,155259,49.36,18553
SINDH,085,HYDERABAD DISTRICT,HYDERABAD DISTRICT,TOTAL,5-10 YEARS,1,76087,24.19,155259,49.36,39780
SINDH,085,HYDERABAD DISTRICT,HYDERABAD DISTRICT,TOTAL,11-50 YEARS,1,182008,57.87,155259,49.36,86779
SINDH,085,HYDERABAD DISTRICT,HYDERABAD DISTRICT,TOTAL,OVER 50 YEARS,1,12701,4.04,155259,49.36,6455
SINDH,085,HYDERABAD DISTRICT,HYDERABAD DISTRICT,TOTAL,UNDER CONSTRUCTION,2,7625,2.42,77103,24.51,1822
SINDH,085,HYDERABAD DISTRICT,HYDERABAD DISTRICT,TOTAL,LESS THAN 5 YEARS,2,36115,11.48,77103,24.51,8213
SINDH,085,HYDERABAD DISTRICT,HYDERABAD DISTRICT,TOTAL,5-10 YEARS,2,76087,24.19,77103,24.51,17817
SINDH,085,HYDERABAD DISTRICT,HYDERABAD DISTRICT,TOTAL,11-50 YEARS,2,182008,57.87,77103,24.51,46025
SINDH,085,HYDERABAD DISTRICT,HYDERABAD DISTRICT,TOTAL,OVER 50 YEARS,2,12701,4.04,77103,24.51,3226
SINDH,085,HYDERABAD DISTRICT,HYDERABAD DISTRICT,TOTAL,UNDER CONSTRUCTION,3,7625,2.42,42012,13.36,1229
SINDH,085,HYDERABAD DISTRICT,HYDERABAD DISTRICT,TOTAL,LESS THAN 5 YEARS,3,36115,11.48,42012,13.36,4914
SINDH,085,HYDERABAD DISTRICT,HYDERABAD DISTRICT,TOTAL,5-10 YEARS,3,76087,24.19,42012,13.36,10049
SINDH,085,HYDERABAD DISTRICT,HYDERABAD DISTRICT,TOTAL,11-50 YEARS,3,182008,57.87,42012,13.36,24335
SINDH,085,HYDERABAD DISTRICT,HYDERABAD DISTRICT,TOTAL,OVER 50 YEARS,3,12701,4.04,42012,13.36,1485
SINDH,085,HYDERABAD DISTRICT,HYDERABAD DISTRICT,TOTAL,UNDER CONSTRUCTION,4,7625,2.42,19762,6.28,479
SINDH,085,HYDERABAD DISTRICT,HYDERABAD DISTRICT,TOTAL,LESS THAN 5 YEARS,4,36115,11.48,19762,6.28,2116
SINDH,085,HYDERABAD DISTRICT,HYDERABAD DISTRICT,TOTAL,5-10 YEARS,4,76087,24.19,19762,6.28,4398
SINDH,085,HYDERABAD DISTRICT,HYDERABAD DISTRICT,TOTAL,11-50 YEARS,4,182008,57.87,19762,6.28,12037
SINDH,085,HYDERABAD DISTRICT,HYDERABAD DISTRICT,TOTAL,OVER 50 YEARS,4,12701,4.04,19762,6.28,732
SINDH,085,HYDERABAD DISTRICT,HYDERABAD DISTRICT,TOTAL,UNDER CONSTRUCTION,5,7625,2.42,7464,2.37,128
SINDH,085,HYDERABAD DISTRICT,HYDERABAD DISTRICT,TOTAL,LESS THAN 5 YEARS,5,36115,11.48,7464,2.37,784
SINDH,085,HYDERABAD DISTRICT,HYDERABAD DISTRICT,TOTAL,5-10 YEARS,5,76087,24.19,7464,2.37,1421
SINDH,085,HYDERABAD DISTRICT,HYDERABAD DISTRICT,TOTAL,11-50 YEARS,5,182008,57.87,7464,2.37,4806
SINDH,085,HYDERABAD DISTRICT,HYDERABAD DISTRICT,TOTAL,OVER 50 YEARS,5,12701,4.04,7464,2.37,325
SINDH,085,HYDERABAD DISTRICT,HYDERABAD DISTRICT,TOTAL,UNDER CONSTRUCTION,6,7625,2.42,6258,1.99,144
SINDH,085,HYDERABAD DISTRICT,HYDERABAD DISTRICT,TOTAL,LESS THAN 5 YEARS,6,36115,11.48,6258,1.99,778
SINDH,085,HYDERABAD DISTRICT,HYDERABAD DISTRICT,TOTAL,5-10 YEARS,6,76087,24.19,6258,1.99,1308
SINDH,085,HYDERABAD DISTRICT,HYDERABAD DISTRICT,TOTAL,11-50 YEARS,6,182008,57.87,6258,1.99,3838
SINDH,085,HYDERABAD DISTRICT,HYDERABAD DISTRICT,TOTAL,OVER 50 YEARS,6,12701,4.04,6258,1.99,190
SINDH,085,HYDERABAD DISTRICT,HYDERABAD DISTRICT,TOTAL,UNDER CONSTRUCTION,7,7625,2.42,2915,0.93,55
SINDH,085,HYDERABAD DISTRICT,HYDERABAD DISTRICT,TOTAL,LESS THAN 5 YEARS,7,36115,11.48,2915,0.93,369
SINDH,085,HYDERABAD DISTRICT,HYDERABAD DISTRICT,TOTAL,5-10 YEARS,7,76087,24.19,2915,0.93,603
SINDH,085,HYDERABAD DISTRICT,HYDERABAD DISTRICT,TOTAL,11-50 YEARS,7,182008,57.87,2915,0.93,1781
SINDH,085,HYDERABAD DISTRICT,HYDERABAD DISTRICT,TOTAL,OVER 50 YEARS,7,12701,4.04,2915,0.93,107
SINDH,085,HYDERABAD DISTRICT,HYDERABAD DISTRICT,TOTAL,UNDER CONSTRUCTION,8,7625,2.42,1661,0.53,35
SINDH,085,HYDERABAD DISTRICT,HYDERABAD DISTRICT,TOTAL,LESS THAN 5 YEARS,8,36115,11.48,1661,0.53,182
SINDH,085,HYDERABAD DISTRICT,HYDERABAD DISTRICT,TOTAL,5-10 YEARS,8,76087,24.19,1661,0.53,306
SINDH,085,HYDERABAD DISTRICT,HYDERABAD DISTRICT,TOTAL,11-50 YEARS,8,182008,57.87,1661,0.53,1057
