province_name,district_code,district_name,area_name,area_type,household_sizes,number_of_rooms,total_housing_units_by_hh_size,percent_of_total_units_by_hh_size,rooms_per_housing_unit,total_housing_units_by_room_size,percent_of_total_units_by_room_size,persons_per_housing_unit,count
PUNJAB,064,BAHAWALNAGAR DISTRICT,BAHAWALNAGAR DISTRICT,TOTAL,1 PERSON,1,8480,1.77,1.81,137967,28.77,5.01,4815
PUNJAB,064,BAHAWALNAGAR DISTRICT,BAHAWALNAGAR DISTRICT,TOTAL,2 PERSONS,1,29061,6.06,1.82,137967,28.77,5.01,14902
PUNJAB,064,BAHAWALNAGAR DISTRICT,BAHAWALNAGAR DISTRICT,TOTAL,3 PERSONS,1,41515,8.66,1.96,137967,28.77,5.01,18215
PUNJAB,064,BAHAWALNAGAR DISTRICT,BAHAWALNAGAR DISTRICT,TOTAL,4 PERSONS,1,58941,12.29,2.11,137967,28.77,5.01,21993
PUNJAB,064,BAHAWALNAGAR DISTRICT,BAHAWALNAGAR DISTRICT,TOTAL,5 PERSONS,1,76136,15.87,2.27,137967,28.77,5.01,23821
PUNJAB,064,BAHAWALNAGAR DISTRICT,BAHAWALNAGAR DISTRICT,TOTAL,6 PERSONS,1,77597,16.18,2.37,137967,28.77,5.01,21109
PUNJAB,064,BAHAWALNAGAR DISTRICT,BAHAWALNAGAR DISTRICT,TOTAL,7 PERSONS,1,62350,13,2.46,137967,28.77,5.01,14820
PUNJAB,064,BAHAWALNAGAR DISTRICT,BAHAWALNAGAR DISTRICT,TOTAL,8 PERSONS,1,44164,9.21,2.58,137967,28.77,5.01,8845
PUNJAB,064,BAHAWALNAGAR DISTRICT,BAHAWALNAGAR DISTRICT,TOTAL,9 PERSONS,1,28501,5.94,2.75,137967,28.77,5.01,4708
PUNJAB,064,BAHAWALNAGAR DISTRICT,BAHAWALNAGAR DISTRICT,TOTAL,10 PERSONS AND ABOVE,1,52886,11.03,3.43,137967,28.77,5.01,4739
PUNJAB,064,BAHAWALNAGAR DISTRICT,BAHAWALNAGAR DISTRICT,TOTAL,1 PERSON,2,8480,1.77,1.81,168778,35.19,6.03,2015
PUNJAB,064,BAHAWALNAGAR DISTRICT,BAHAWALNAGAR DISTRICT,TOTAL,2 PERSONS,2,29061,6.06,1.82,168778,35.19,6.03,8813
PUNJAB,064,BAHAWALNAGAR DISTRICT,BAHAWALNAGAR DISTRICT,TOTAL,3 PERSONS,2,41515,8.66,1.96,168778,35.19,6.03,13848
PUNJAB,064,BAHAWALNAGAR DISTRICT,BAHAWALNAGAR DISTRICT,TOTAL,4 PERSONS,2,58941,12.29,2.11,168778,35.19,6.03,20999
PUNJAB,064,BAHAWALNAGAR DISTRICT,BAHAWALNAGAR DISTRICT,TOTAL,5 PERSONS,2,76136,15.87,2.27,168778,35.19,6.03,27931
PUNJAB,064,BAHAWALNAGAR DISTRICT,BAHAWALNAGAR DISTRICT,TOTAL,6 PERSONS,2,77597,16.18,2.37,168778,35.19,6.03,29447
PUNJAB,064,BAHAWALNAGAR DISTRICT,BAHAWALNAGAR DISTRICT,TOTAL,7 PERSONS,2,62350,13,2.46,168778,35.19,6.03,24188
PUNJAB,064,BAHAWALNAGAR DISTRICT,BAHAWALNAGAR DISTRICT,TOTAL,8 PERSONS,2,44164,9.21,2.58,168778,35.19,6.03,17045
PUNJAB,064,BAHAWALNAGAR DISTRICT,BAHAWALNAGAR DISTRICT,TOTAL,9 PERSONS,2,28501,5.94,2.75,168778,35.19,6.03,10486
PUNJAB,064,BAHAWALNAGAR DISTRICT,BAHAWALNAGAR DISTRICT,TOTAL,10 PERSONS AND ABOVE,2,52886,11.03,3.43,168778,35.19,6.03,14006
PUNJAB,064,BAHAWALNAGAR DISTRICT,BAHAWALNAGAR DISTRICT,TOTAL,1 PERSON,3,8480,1.77,1.81,87775,18.3,6.72,849
PUNJAB,064,BAHAWALNAGAR DISTRICT,BAHAWALNAGAR DISTRICT,TOTAL,2 PERSONS,3,29061,6.06,1.82,87775,18.3,6.72,3025
PUNJAB,064,BAHAWALNAGAR DISTRICT,BAHAWALNAGAR DISTRICT,TOTAL,3 PERSONS,3,41515,8.66,1.96,87775,18.3,6.72,5443
PUNJAB,064,BAHAWALNAGAR DISTRICT,BAHAWALNAGAR DISTRICT,TOTAL,4 PERSONS,3,58941,12.29,2.11,87775,18.3,6.72,8878
PUNJAB,064,BAHAWALNAGAR DISTRICT,BAHAWALNAGAR DISTRICT,TOTAL,5 PERSONS,3,76136,15.87,2.27,87775,18.3,6.72,13375
PUNJAB,064,BAHAWALNAGAR DISTRICT,BAHAWALNAGAR DISTRICT,TOTAL,6 PERSONS,3,77597,16.18,2.37,87775,18.3,6.72,14509
PUNJAB,064,BAHAWALNAGAR DISTRICT,BAHAWALNAGAR DISTRICT,TOTAL,7 PERSONS,3,62350,13,2.46,87775,18.3,6.72,12425
PUNJAB,064,BAHAWALNAGAR DISTRICT,BAHAWALNAGAR DISTRICT,TOTAL,8 PERSONS,3,44164,9.21,2.58,87775,18.3,6.72,9530
PUNJAB,064,BAHAWALNAGAR DISTRICT,BAHAWALNAGAR DISTRICT,TOTAL,9 PERSONS,3,28501,5.94,2.75,87775,18.3,6.72,6676
PUNJAB,064,BAHAWALNAGAR DISTRICT,BAHAWALNAGAR DISTRICT,TOTAL,10 PERSONS AND ABOVE,3,52886,11.03,3.43,87775,18.3,6.72,13065
PUNJAB,064,BAHAWALNAGAR DISTRICT,BAHAWALNAGAR DISTRICT,TOTAL,1 PERSON,4,8480,1.77,1.81,45851,9.56,7.26,436
PUNJAB,064,BAHAWALNAGAR DISTRICT,BAHAWALNAGAR DISTRICT,TOTAL,2 PERSONS,4,29061,6.06,1.82,45851,9.56,7.26,1299
PUNJAB,064,BAHAWALNAGAR DISTRICT,BAHAWALNAGAR DISTRICT,TOTAL,3 PERSONS,4,41515,8.66,1.96,45851,9.56,7.26,2372
PUNJAB,064,BAHAWALNAGAR DISTRICT,BAHAWALNAGAR DISTRICT,TOTAL,4 PERSONS,4,58941,12.29,2.11,45851,9.56,7.26,4250
PUNJAB,064,BAHAWALNAGAR DISTRICT,BAHAWALNAGAR DISTRICT,TOTAL,5 PERSONS,4,76136,15.87,2.27,45851,9.56,7.26,6293
PUNJAB,064,BAHAWALNAGAR DISTRICT,BAHAWALNAGAR DISTRICT,TOTAL,6 PERSONS,4,77597,16.18,2.37,45851,9.56,7.26,7258
PUNJAB,064,BAHAWALNAGAR DISTRICT,BAHAWALNAGAR DISTRICT,TOTAL,7 PERSONS,4,62350,13,2.46,45851,9.56,7.26,6076
PUNJAB,064,BAHAWALNAGAR DISTRICT,BAHAWALNAGAR DISTRICT,TOTAL,8 PERSONS,4,44164,9.21,2.58,45851,9.56,7.26,4864
PUNJAB,064,BAHAWALNAGAR DISTRICT,BAHAWALNAGAR DISTRICT,TOTAL,9 PERSONS,4,28501,5.94,2.75,45851,9.56,7.26,3516
