province_name,district_code,district_name,area_name,area_type,ownership_status,total_by_tenure,percent_by_tenure,utility,source,total_by_source,percent_by_source,count
PUNJAB,064,BAHAWALNAGAR DISTRICT,BAHAWALNAGAR DISTRICT,TOTAL,OWNED,415712,86.67,INSIDE WATER,TOTAL INSIDE,423223,88.24,368420
PUNJAB,064,BAHAWALNAGAR DISTRICT,BAHAWALNAGAR DISTRICT,TOTAL,OWNED,415712,86.67,INSIDE WATER,TAP,165139,34.43,143561
PUNJAB,064,BAHAWALNAGAR DISTRICT,BAHAWALNAGAR DISTRICT,TOTAL,OWNED,415712,86.67,INSIDE WATER,ELECTRIC/HAND PUMP,233948,48.78,205389
PUNJAB,064,BAHAWALNAGAR DISTRICT,BAHAWALNAGAR DISTRICT,TOTAL,OWNED,415712,86.67,INSIDE WATER,PROTECTED WELL,661,0.14,516
PUNJAB,064,BAHAWALNAGAR DISTRICT,BAHAWALNAGAR DISTRICT,TOTAL,OWNED,415712,86.67,INSIDE WATER,UN-PROTECTED WELL,1031,0.21,848
PUNJAB,064,BAHAWALNAGAR DISTRICT,BAHAWALNAGAR DISTRICT,TOTAL,OWNED,415712,86.67,INSIDE WATER,OTHERS,22444,4.68,18106
PUNJAB,064,BAHAWALNAGAR DISTRICT,BAHAWALNAGAR DISTRICT,TOTAL,OWNED,415712,86.67,OUTSIDE WATER,TOTAL OUTSIDE,56408,11.76,47292
PUNJAB,064,BAHAWALNAGAR DISTRICT,BAHAWALNAGAR DISTRICT,TOTAL,OWNED,415712,86.67,OUTSIDE WATER,TAP,18589,3.88,15670
PUNJAB,064,BAHAWALNAGAR DISTRICT,BAHAWALNAGAR DISTRICT,TOTAL,OWNED,415712,86.67,OUTSIDE WATER,ELECTRIC/HAND PUMP,17297,3.61,14540
PUNJAB,064,BAHAWALNAGAR DISTRICT,BAHAWALNAGAR DISTRICT,TOTAL,OWNED,415712,86.67,OUTSIDE WATER,PROTECTED WELL,108,0.02,88
PUNJAB,064,BAHAWALNAGAR DISTRICT,BAHAWALNAGAR DISTRICT,TOTAL,OWNED,415712,86.67,OUTSIDE WATER,UN-PROTECTED WELL,875,0.18,827
PUNJAB,064,BAHAWALNAGAR DISTRICT,BAHAWALNAGAR DISTRICT,TOTAL,OWNED,415712,86.67,OUTSIDE WATER,SPRING,144,0.03,106
PUNJAB,064,BAHAWALNAGAR DISTRICT,BAHAWALNAGAR DISTRICT,TOTAL,OWNED,415712,86.67,OUTSIDE WATER,CANAL/RIVER/POND,5658,1.18,4827
PUNJAB,064,BAHAWALNAGAR DISTRICT,BAHAWALNAGAR DISTRICT,TOTAL,OWNED,415712,86.67,OUTSIDE WATER,OTHERS,13737,2.86,11234
PUNJAB,064,BAHAWALNAGAR DISTRICT,BAHAWALNAGAR DISTRICT,TOTAL,OWNED,415712,86.67,COOKING FUEL,WOOD,417645,87.08,15670
PUNJAB,064,BAHAWALNAGAR DISTRICT,BAHAWALNAGAR DISTRICT,TOTAL,OWNED,415712,86.67,COOKING FUEL,GAS,43237,9.01,14540
PUNJAB,064,BAHAWALNAGAR DISTRICT,BAHAWALNAGAR DISTRICT,TOTAL,OWNED,415712,86.67,COOKING FUEL,KEROSENE OIL,357,0.07,88
PUNJAB,064,BAHAWALNAGAR DISTRICT,BAHAWALNAGAR DISTRICT,TOTAL,OWNED,415712,86.67,COOKING FUEL,OTHERS,18392,3.83,827
PUNJAB,064,BAHAWALNAGAR DISTRICT,BAHAWALNAGAR DISTRICT,TOTAL,OWNED,415712,86.67,LIGHTING SOURCE,ELECTRICITY,417645,87.08,366182
PUNJAB,064,BAHAWALNAGAR DISTRICT,BAHAWALNAGAR DISTRICT,TOTAL,OWNED,415712,86.67,LIGHTING SOURCE,KEROSENE OIL,43237,9.01,34634
PUNJAB,064,BAHAWALNAGAR DISTRICT,BAHAWALNAGAR DISTRICT,TOTAL,OWNED,415712,86.67,LIGHTING SOURCE,GAS LAMP,357,0.07,283
PUNJAB,064,BAHAWALNAGAR DISTRICT,BAHAWALNAGAR DISTRICT,TOTAL,OWNED,415712,86.67,LIGHTING SOURCE,OTHERS,18392,3.83,14613
PUNJAB,064,BAHAWALNAGAR DISTRICT,BAHAWALNAGAR DISTRICT,TOTAL,RENTED,20693,4.31,INSIDE WATER,TOTAL INSIDE,423223,88.24,18936
PUNJAB,064,BAHAWALNAGAR DISTRICT,BAHAWALNAGAR DISTRICT,TOTAL,RENTED,20693,4.31,INSIDE WATER,TAP,165139,34.43,6935
PUNJAB,064,BAHAWALNAGAR DISTRICT,BAHAWALNAGAR DISTRICT,TOTAL,RENTED,20693,4.31,INSIDE WATER,ELECTRIC/HAND PUMP,233948,48.78,11339
PUNJAB,064,BAHAWALNAGAR DISTRICT,BAHAWALNAGAR DISTRICT,TOTAL,RENTED,20693,4.31,INSIDE WATER,PROTECTED WELL,661,0.14,39
PUNJAB,064,BAHAWALNAGAR DISTRICT,BAHAWALNAGAR DISTRICT,TOTAL,RENTED,20693,4.31,INSIDE WATER,UN-PROTECTED WELL,1031,0.21,19
