province_name,district_code,district_name,area_name,area_type,construction_age,total_by_age,percent_by_age,housing_component,housing_material,total_by_material,percent_by_material,count
PUNJAB,064,BAHAWALNAGAR DISTRICT,BAHAWALNAGAR DISTRICT,TOTAL,UNDER CONSTRUCTION,5322,1.28,WALL,BAKED BRICKS/BLOCKS/STONES,332310,79.94,4343
PUNJAB,064,BAHAWALNAGAR DISTRICT,BAHAWALNAGAR DISTRICT,TOTAL,UNDER CONSTRUCTION,5322,1.28,WALL,UNBAKED BRICKS/MUD,73445,17.67,717
PUNJAB,064,BAHAWALNAGAR DISTRICT,BAHAWALNAGAR DISTRICT,TOTAL,UNDER CONSTRUCTION,5322,1.28,WALL,WOOD/BAMBOO,3568,0.86,98
PUNJAB,064,BAHAWALNAGAR DISTRICT,BAHAWALNAGAR DISTRICT,TOTAL,UNDER CONSTRUCTION,5322,1.28,WALL,OTHERS,6389,1.54,164
PUNJAB,064,BAHAWALNAGAR DISTRICT,BAHAWALNAGAR DISTRICT,TOTAL,UNDER CONSTRUCTION,5322,1.28,ROOF,RCC/RBC,46265,11.13,894
PUNJAB,064,BAHAWALNAGAR DISTRICT,BAHAWALNAGAR DISTRICT,TOTAL,UNDER CONSTRUCTION,5322,1.28,ROOF,CEMENT/IRON SHEETS,9526,2.29,208
PUNJAB,064,BAHAWALNAGAR DISTRICT,BAHAWALNAGAR DISTRICT,TOTAL,UNDER CONSTRUCTION,5322,1.28,ROOF,GARDER/T.IRON,261808,62.98,3173
PUNJAB,064,BAHAWALNAGAR DISTRICT,BAHAWALNAGAR DISTRICT,TOTAL,UNDER CONSTRUCTION,5322,1.28,ROOF,WOOD/BAMBOO,87111,20.95,844
PUNJAB,064,BAHAWALNAGAR DISTRICT,BAHAWALNAGAR DISTRICT,TOTAL,UNDER CONSTRUCTION,5322,1.28,ROOF,OTHERS,11002,2.65,203
PUNJAB,064,BAHAWALNAGAR DISTRICT,BAHAWALNAGAR DISTRICT,TOTAL,LESS THAN 5 YEARS,80588,19.39,WALL,BAKED BRICKS/BLOCKS/STONES,332310,79.94,65244
