province_name,district_code,district_name,area_name,area_type,area_sq_km,total_pop,total_male,total_female,total_trans,sex_ratio,pop_density,pct_urban,avg_hh_size,total_pop_98,avg_annual_growth
PUNJAB,064,BAHAWALNAGAR DISTRICT,BAHAWALNAGAR DISTRICT,TOTAL,8878,2975656,1510427,1464900,329,103.11,335.17,20.83,6.16,2061447,1.95
PUNJAB,064,BAHAWALNAGAR DISTRICT,BAHAWALNAGAR DISTRICT,RURAL,NA,2355970,1197091,1158671,208,103.32,NA,NA,6.19,1668646,1.83
PUNJAB,064,BAHAWALNAGAR DISTRICT,BAHAWALNAGAR DISTRICT,URBAN,NA,619686,313336,306229,121,102.32,NA,NA,6.05,392801,2.42
PUNJAB,064,BAHAWALNAGAR DISTRICT,BAHAWALNAGAR TEHSIL,TOTAL,1729,813390,415255,398046,89,104.32,470.44,23.83,6.08,541553,2.16
PUNJAB,064,BAHAWALNAGAR DISTRICT,BAHAWALNAGAR TEHSIL,RURAL,NA,619550,316864,302644,42,104.7,NA,NA,6.1,407768,2.22
PUNJAB,064,BAHAWALNAGAR DISTRICT,BAHAWALNAGAR TEHSIL,URBAN,NA,193840,98391,95402,47,103.13,NA,NA,6.02,133785,1.97
PUNJAB,064,BAHAWALNAGAR DISTRICT,CHISHTIAN TEHSIL,TOTAL,1500,689766,349334,340351,81,102.64,459.84,21.66,6.12,498270,1.72
PUNJAB,064,BAHAWALNAGAR DISTRICT,CHISHTIAN TEHSIL,RURAL,NA,540342,273788,266500,54,102.73,NA,NA,6.15,395983,1.65
PUNJAB,064,BAHAWALNAGAR DISTRICT,CHISHTIAN TEHSIL,URBAN,NA,149424,75546,73851,27,102.3,NA,NA,6.01,102287,2.01
PUNJAB,064,BAHAWALNAGAR DISTRICT,FORT ABBAS TEHSIL,TOTAL,2536,422768,214015,208691,62,102.55,166.71,14.55,6.27,285596,2.08
PUNJAB,064,BAHAWALNAGAR DISTRICT,FORT ABBAS TEHSIL,RURAL,NA,361240,182655,178541,44,102.3,NA,NA,6.32,250959,1.93
PUNJAB,064,BAHAWALNAGAR DISTRICT,FORT ABBAS TEHSIL,URBAN,NA,61528,31360,30150,18,104.01,NA,NA,6,34637,3.06
PUNJAB,064,BAHAWALNAGAR DISTRICT,HAROONABAD TEHSIL,TOTAL,1295,524715,263623,261044,48,100.99,405.19,27.18,6.12,381767,1.68
PUNJAB,064,BAHAWALNAGAR DISTRICT,HAROONABAD TEHSIL,RURAL,NA,382115,192278,189808,29,101.3,NA,NA,6.15,297343,1.33
PUNJAB,064,BAHAWALNAGAR DISTRICT,HAROONABAD TEHSIL,URBAN,NA,142600,71345,71236,19,100.15,NA,NA,6.02,84424,2.79
PUNJAB,064,BAHAWALNAGAR DISTRICT,MINCHINABAD TEHSIL,TOTAL,1818,525017,268200,256768,49,104.45,288.79,13.77,6.3,354261,2.09
PUNJAB,064,BAHAWALNAGAR DISTRICT,MINCHINABAD TEHSIL,RURAL,NA,452723,231506,221178,39,104.67,NA,NA,6.29,316593,1.9
PUNJAB,064,BAHAWALNAGAR DISTRICT,MINCHINABAD TEHSIL,URBAN,NA,72294,36694,35590,10,103.1,NA,NA,6.34,37668,3.48
