province_name,district_code,district_name,area_name,area_type,construction_duration,number_of_rooms,total_housing_units_by_duration,percent_of_total_units_by_duration,total_housing_units_by_size,percent_of_total_units_by_size,count
PUNJAB,069,LAYYAH DISTRICT,LAYYAH DISTRICT,TOTAL,UNDER CONSTRUCTION,1,2878,1.1,85295,32.54,878
PUNJAB,069,LAYYAH DISTRICT,LAYYAH DISTRICT,TOTAL,LESS THAN 5 YEARS,1,46860,17.87,85295,32.54,15671
PUNJAB,069,LAYYAH DISTRICT,LAYYAH DISTRICT,TOTAL,5-10 YEARS,1,112979,43.1,85295,32.54,40322
PUNJAB,069,LAYYAH DISTRICT,LAYYAH DISTRICT,TOTAL,11-50 YEARS,1,96556,36.83,85295,32.54,27699
PUNJAB,069,LAYYAH DISTRICT,LAYYAH DISTRICT,TOTAL,OVER 50 YEARS,1,2886,1.1,85295,32.54,725
PUNJAB,069,LAYYAH DISTRICT,LAYYAH DISTRICT,TOTAL,UNDER CONSTRUCTION,2,2878,1.1,91548,34.92,1062
PUNJAB,069,LAYYAH DISTRICT,LAYYAH DISTRICT,TOTAL,LESS THAN 5 YEARS,2,46860,17.87,91548,34.92,16546
PUNJAB,069,LAYYAH DISTRICT,LAYYAH DISTRICT,TOTAL,5-10 YEARS,2,112979,43.1,91548,34.92,40419
PUNJAB,069,LAYYAH DISTRICT,LAYYAH DISTRICT,TOTAL,11-50 YEARS,2,96556,36.83,91548,34.92,32582
PUNJAB,069,LAYYAH DISTRICT,LAYYAH DISTRICT,TOTAL,OVER 50 YEARS,2,2886,1.1,91548,34.92,939
PUNJAB,069,LAYYAH DISTRICT,LAYYAH DISTRICT,TOTAL,UNDER CONSTRUCTION,3,2878,1.1,42797,16.32,458
PUNJAB,069,LAYYAH DISTRICT,LAYYAH DISTRICT,TOTAL,LESS THAN 5 YEARS,3,46860,17.87,42797,16.32,7755
PUNJAB,069,LAYYAH DISTRICT,LAYYAH DISTRICT,TOTAL,5-10 YEARS,3,112979,43.1,42797,16.32,17122
PUNJAB,069,LAYYAH DISTRICT,LAYYAH DISTRICT,TOTAL,11-50 YEARS,3,96556,36.83,42797,16.32,16885
PUNJAB,069,LAYYAH DISTRICT,LAYYAH DISTRICT,TOTAL,OVER 50 YEARS,3,2886,1.1,42797,16.32,577
PUNJAB,069,LAYYAH DISTRICT,LAYYAH DISTRICT,TOTAL,UNDER CONSTRUCTION,4,2878,1.1,23191,8.85,243
PUNJAB,069,LAYYAH DISTRICT,LAYYAH DISTRICT,TOTAL,LESS THAN 5 YEARS,4,46860,17.87,23191,8.85,3903
PUNJAB,069,LAYYAH DISTRICT,LAYYAH DISTRICT,TOTAL,5-10 YEARS,4,112979,43.1,23191,8.85,8637
PUNJAB,069,LAYYAH DISTRICT,LAYYAH DISTRICT,TOTAL,11-50 YEARS,4,96556,36.83,23191,8.85,10106
PUNJAB,069,LAYYAH DISTRICT,LAYYAH DISTRICT,TOTAL,OVER 50 YEARS,4,2886,1.1,23191,8.85,302
PUNJAB,069,LAYYAH DISTRICT,LAYYAH DISTRICT,TOTAL,UNDER CONSTRUCTION,5,2878,1.1,9337,3.56,109
PUNJAB,069,LAYYAH DISTRICT,LAYYAH DISTRICT,TOTAL,LESS THAN 5 YEARS,5,46860,17.87,9337,3.56,1494
PUNJAB,069,LAYYAH DISTRICT,LAYYAH DISTRICT,TOTAL,5-10 YEARS,5,112979,43.1,9337,3.56,3143
