province_name,district_code,district_name,area_name,area_type,household_sizes,number_of_rooms,total_housing_units_by_hh_size,percent_of_total_units_by_hh_size,rooms_per_housing_unit,total_housing_units_by_room_size,percent_of_total_units_by_room_size,persons_per_housing_unit,count
PUNJAB,069,LAYYAH DISTRICT,LAYYAH DISTRICT,TOTAL,1 PERSON,1,4557,1.62,1.69,91757,32.57,4.95,2784
PUNJAB,069,LAYYAH DISTRICT,LAYYAH DISTRICT,TOTAL,2 PERSONS,1,17820,6.33,1.6,91757,32.57,4.95,10997
PUNJAB,069,LAYYAH DISTRICT,LAYYAH DISTRICT,TOTAL,3 PERSONS,1,23393,8.3,1.74,91757,32.57,4.95,12499
PUNJAB,069,LAYYAH DISTRICT,LAYYAH DISTRICT,TOTAL,4 PERSONS,1,33300,11.82,1.9,91757,32.57,4.95,14911
PUNJAB,069,LAYYAH DISTRICT,LAYYAH DISTRICT,TOTAL,5 PERSONS,1,41792,14.83,2.06,91757,32.57,4.95,15594
PUNJAB,069,LAYYAH DISTRICT,LAYYAH DISTRICT,TOTAL,6 PERSONS,1,43580,15.47,2.18,91757,32.57,4.95,13664
PUNJAB,069,LAYYAH DISTRICT,LAYYAH DISTRICT,TOTAL,7 PERSONS,1,35619,12.64,2.3,91757,32.57,4.95,9607
PUNJAB,069,LAYYAH DISTRICT,LAYYAH DISTRICT,TOTAL,8 PERSONS,1,26201,9.3,2.45,91757,32.57,4.95,5808
PUNJAB,069,LAYYAH DISTRICT,LAYYAH DISTRICT,TOTAL,9 PERSONS,1,17753,6.3,2.66,91757,32.57,4.95,2988
PUNJAB,069,LAYYAH DISTRICT,LAYYAH DISTRICT,TOTAL,10 PERSONS AND ABOVE,1,37713,13.39,3.52,91757,32.57,4.95,2905
PUNJAB,069,LAYYAH DISTRICT,LAYYAH DISTRICT,TOTAL,1 PERSON,2,4557,1.62,1.69,98944,35.12,6.22,1064
PUNJAB,069,LAYYAH DISTRICT,LAYYAH DISTRICT,TOTAL,2 PERSONS,2,17820,6.33,1.6,98944,35.12,6.22,4653
PUNJAB,069,LAYYAH DISTRICT,LAYYAH DISTRICT,TOTAL,3 PERSONS,2,23393,8.3,1.74,98944,35.12,6.22,7134
PUNJAB,069,LAYYAH DISTRICT,LAYYAH DISTRICT,TOTAL,4 PERSONS,2,33300,11.82,1.9,98944,35.12,6.22,11668
PUNJAB,069,LAYYAH DISTRICT,LAYYAH DISTRICT,TOTAL,5 PERSONS,2,41792,14.83,2.06,98944,35.12,6.22,15613
PUNJAB,069,LAYYAH DISTRICT,LAYYAH DISTRICT,TOTAL,6 PERSONS,2,43580,15.47,2.18,98944,35.12,6.22,17412
PUNJAB,069,LAYYAH DISTRICT,LAYYAH DISTRICT,TOTAL,7 PERSONS,2,35619,12.64,2.3,98944,35.12,6.22,14391
PUNJAB,069,LAYYAH DISTRICT,LAYYAH DISTRICT,TOTAL,8 PERSONS,2,26201,9.3,2.45,98944,35.12,6.22,10632
PUNJAB,069,LAYYAH DISTRICT,LAYYAH DISTRICT,TOTAL,9 PERSONS,2,17753,6.3,2.66,98944,35.12,6.22,6899
PUNJAB,069,LAYYAH DISTRICT,LAYYAH DISTRICT,TOTAL,10 PERSONS AND ABOVE,2,37713,13.39,3.52,98944,35.12,6.22,9478
PUNJAB,069,LAYYAH DISTRICT,LAYYAH DISTRICT,TOTAL,1 PERSON,3,4557,1.62,1.69,46396,16.47,7.25,369
PUNJAB,069,LAYYAH DISTRICT,LAYYAH DISTRICT,TOTAL,2 PERSONS,3,17820,6.33,1.6,46396,16.47,7.25,1267
PUNJAB,069,LAYYAH DISTRICT,LAYYAH DISTRICT,TOTAL,3 PERSONS,3,23393,8.3,1.74,46396,16.47,7.25,2282
PUNJAB,069,LAYYAH DISTRICT,LAYYAH DISTRICT,TOTAL,4 PERSONS,3,33300,11.82,1.9,46396,16.47,7.25,3858
PUNJAB,069,LAYYAH DISTRICT,LAYYAH DISTRICT,TOTAL,5 PERSONS,3,41792,14.83,2.06,46396,16.47,7.25,6183
PUNJAB,069,LAYYAH DISTRICT,LAYYAH DISTRICT,TOTAL,6 PERSONS,3,43580,15.47,2.18,46396,16.47,7.25,7177
PUNJAB,069,LAYYAH DISTRICT,LAYYAH DISTRICT,TOTAL,7 PERSONS,3,35619,12.64,2.3,46396,16.47,7.25,6616
PUNJAB,069,LAYYAH DISTRICT,LAYYAH DISTRICT,TOTAL,8 PERSONS,3,26201,9.3,2.45,46396,16.47,7.25,5345
PUNJAB,069,LAYYAH DISTRICT,LAYYAH DISTRICT,TOTAL,9 PERSONS,3,17753,6.3,2.66,46396,16.47,7.25,4032
PUNJAB,069,LAYYAH DISTRICT,LAYYAH DISTRICT,TOTAL,10 PERSONS AND ABOVE,3,37713,13.39,3.52,46396,16.47,7.25,9267
PUNJAB,069,LAYYAH DISTRICT,LAYYAH DISTRICT,TOTAL,1 PERSON,4,4557,1.62,1.69,24488,8.69,8.24,191
PUNJAB,069,LAYYAH DISTRICT,LAYYAH DISTRICT,TOTAL,2 PERSONS,4,17820,6.33,1.6,24488,8.69,8.24,539
PUNJAB,069,LAYYAH DISTRICT,LAYYAH DISTRICT,TOTAL,3 PERSONS,4,23393,8.3,1.74,24488,8.69,8.24,886
PUNJAB,069,LAYYAH DISTRICT,LAYYAH DISTRICT,TOTAL,4 PERSONS,4,33300,11.82,1.9,24488,8.69,8.24,1704
PUNJAB,069,LAYYAH DISTRICT,LAYYAH DISTRICT,TOTAL,5 PERSONS,4,41792,14.83,2.06,24488,8.69,8.24,2647
PUNJAB,069,LAYYAH DISTRICT,LAYYAH DISTRICT,TOTAL,6 PERSONS,4,43580,15.47,2.18,24488,8.69,8.24,3284
PUNJAB,069,LAYYAH DISTRICT,LAYYAH DISTRICT,TOTAL,7 PERSONS,4,35619,12.64,2.3,24488,8.69,8.24,3050
PUNJAB,069,LAYYAH DISTRICT,LAYYAH DISTRICT,TOTAL,8 PERSONS,4,26201,9.3,2.45,24488,8.69,8.24,2585
PUNJAB,069,LAYYAH DISTRICT,LAYYAH DISTRICT,TOTAL,9 PERSONS,4,17753,6.3,2.66,24488,8.69,8.24,2218
PUNJAB,069,LAYYAH DISTRICT,LAYYAH DISTRICT,TOTAL,10 PERSONS AND ABOVE,4,37713,13.39,3.52,24488,8.69,8.24,7384
PUNJAB,069,LAYYAH DISTRICT,LAYYAH DISTRICT,TOTAL,1 PERSON,5,4557,1.62,1.69,9816,3.48,9.14,73
PUNJAB,069,LAYYAH DISTRICT,LAYYAH DISTRICT,TOTAL,2 PERSONS,5,17820,6.33,1.6,9816,3.48,9.14,182
PUNJAB,069,LAYYAH DISTRICT,LAYYAH DISTRICT,TOTAL,3 PERSONS,5,23393,8.3,1.74,9816,3.48,9.14,320
