province_name,district_code,district_name,area_name,area_type,ownership_status,number_of_rooms,total_housing_units_by_ownership,percent_of_total_units_by_ownership,total_housing_units_by_size,percent_of_total_units_by_size,count
PUNJAB,069,LAYYAH DISTRICT,LAYYAH DISTRICT,TOTAL,OWNED,1,262159,93.05,91757,32.57,85295
PUNJAB,069,LAYYAH DISTRICT,LAYYAH DISTRICT,TOTAL,RENTED,1,8756,3.11,91757,32.57,1797
PUNJAB,069,LAYYAH DISTRICT,LAYYAH DISTRICT,TOTAL,RENT FREE,1,10813,3.84,91757,32.57,4665
PUNJAB,069,LAYYAH DISTRICT,LAYYAH DISTRICT,TOTAL,OWNED,2,262159,93.05,98944,35.12,91548
PUNJAB,069,LAYYAH DISTRICT,LAYYAH DISTRICT,TOTAL,RENTED,2,8756,3.11,98944,35.12,3496
PUNJAB,069,LAYYAH DISTRICT,LAYYAH DISTRICT,TOTAL,RENT FREE,2,10813,3.84,98944,35.12,3900
PUNJAB,069,LAYYAH DISTRICT,LAYYAH DISTRICT,TOTAL,OWNED,3,262159,93.05,46396,16.47,42797
PUNJAB,069,LAYYAH DISTRICT,LAYYAH DISTRICT,TOTAL,RENTED,3,8756,3.11,46396,16.47,2193
PUNJAB,069,LAYYAH DISTRICT,LAYYAH DISTRICT,TOTAL,RENT FREE,3,10813,3.84,46396,16.47,1406
PUNJAB,069,LAYYAH DISTRICT,LAYYAH DISTRICT,TOTAL,OWNED,4,262159,93.05,24488,8.69,23191
PUNJAB,069,LAYYAH DISTRICT,LAYYAH DISTRICT,TOTAL,RENTED,4,8756,3.11,24488,8.69,774
PUNJAB,069,LAYYAH DISTRICT,LAYYAH DISTRICT,TOTAL,RENT FREE,4,10813,3.84,24488,8.69,523
PUNJAB,069,LAYYAH DISTRICT,LAYYAH DISTRICT,TOTAL,OWNED,5,262159,93.05,9816,3.48,9337
PUNJAB,069,LAYYAH DISTRICT,LAYYAH DISTRICT,TOTAL,RENTED,5,8756,3.11,9816,3.48,293
PUNJAB,069,LAYYAH DISTRICT,LAYYAH DISTRICT,TOTAL,RENT FREE,5,10813,3.84,9816,3.48,186
PUNJAB,069,LAYYAH DISTRICT,LAYYAH DISTRICT,TOTAL,OWNED,6,262159,93.05,4952,1.76,4806
PUNJAB,069,LAYYAH DISTRICT,LAYYAH DISTRICT,TOTAL,RENTED,6,8756,3.11,4952,1.76,93
PUNJAB,069,LAYYAH DISTRICT,LAYYAH DISTRICT,TOTAL,RENT FREE,6,10813,3.84,4952,1.76,53
PUNJAB,069,LAYYAH DISTRICT,LAYYAH DISTRICT,TOTAL,OWNED,7,262159,93.05,2429,0.86,2340
PUNJAB,069,LAYYAH DISTRICT,LAYYAH DISTRICT,TOTAL,RENTED,7,8756,3.11,2429,0.86,52
