province_name,district_code,district_name,sublvl_01,sublvl_02,sublvl_03,summary_row,area_name,total_housing,pacca_housing,semi_pacca_housing,kacha_housing,potable_water,electricity,gas,kitchen,bath_room,latrine,avg_hh_size
PUNJAB,069,LAYYAH DISTRICT,NA,NA,NA,YES,LAYYAH DISTRICT,49420,43089,3256,3075,47108,45258,14311,38080,44311,45170,6.38
PUNJAB,069,LAYYAH DISTRICT,CHOUBARA TEHSIL,NA,NA,YES,CHOUBARA TEHSIL,7089,5491,700,898,6721,3719,98,4672,4160,4037,6.77
PUNJAB,069,LAYYAH DISTRICT,CHOUBARA TEHSIL,CHAUBARA MC,NA,YES,CHAUBARA MC,7089,5491,700,898,6721,3719,98,4672,4160,4037,6.77
PUNJAB,069,LAYYAH DISTRICT,CHOUBARA TEHSIL,CHAUBARA MC,CHARGE NO 06,YES,CHARGE NO 06,7089,5491,700,898,6721,3719,98,4672,4160,4037,6.77
PUNJAB,069,LAYYAH DISTRICT,CHOUBARA TEHSIL,CHAUBARA MC,CHARGE NO 06,NO,CIRCLE NO 01,840,658,93,89,823,358,6,405,446,508,7.58
PUNJAB,069,LAYYAH DISTRICT,CHOUBARA TEHSIL,CHAUBARA MC,CHARGE NO 06,NO,CIRCLE NO 02,1659,1338,184,137,1639,800,16,1145,801,878,6.32
PUNJAB,069,LAYYAH DISTRICT,CHOUBARA TEHSIL,CHAUBARA MC,CHARGE NO 06,NO,CIRCLE NO 03,789,576,97,116,726,573,1,382,526,498,6.83
PUNJAB,069,LAYYAH DISTRICT,CHOUBARA TEHSIL,CHAUBARA MC,CHARGE NO 06,NO,CIRCLE NO 04,1522,1069,176,277,1338,880,9,969,1032,891,7.17
PUNJAB,069,LAYYAH DISTRICT,CHOUBARA TEHSIL,CHAUBARA MC,CHARGE NO 06,NO,CIRCLE NO 05,1082,868,122,92,1060,924,63,836,882,877,6.51
PUNJAB,069,LAYYAH DISTRICT,CHOUBARA TEHSIL,CHAUBARA MC,CHARGE NO 06,NO,CIRCLE NO 06,1197,982,28,187,1135,184,3,935,473,385,6.52
PUNJAB,069,LAYYAH DISTRICT,KAROR LAL ESAN TEHSIL,NA,NA,YES,KAROR LAL ESAN TEHSIL,11848,10313,904,631,10990,11564,2467,9025,11187,11546,6.6
PUNJAB,069,LAYYAH DISTRICT,KAROR LAL ESAN TEHSIL,FATEH PUR MC,NA,YES,FATEH PUR MC,6587,5701,630,256,5849,6395,1278,4699,6308,6390,6.59
PUNJAB,069,LAYYAH DISTRICT,KAROR LAL ESAN TEHSIL,FATEH PUR MC,CHARGE NO 09,YES,CHARGE NO 09,6587,5701,630,256,5849,6395,1278,4699,6308,6390,6.59
PUNJAB,069,LAYYAH DISTRICT,KAROR LAL ESAN TEHSIL,FATEH PUR MC,CHARGE NO 09,NO,CIRCLE NO 01,1302,1194,70,38,1062,1288,506,940,1265,1277,6.33
PUNJAB,069,LAYYAH DISTRICT,KAROR LAL ESAN TEHSIL,FATEH PUR MC,CHARGE NO 09,NO,CIRCLE NO 02,1349,1231,105,13,1239,1346,327,1117,1332,1345,6.3
PUNJAB,069,LAYYAH DISTRICT,KAROR LAL ESAN TEHSIL,FATEH PUR MC,CHARGE NO 09,NO,CIRCLE NO 03,1565,1380,154,31,1274,1514,309,1153,1512,1529,6.6
PUNJAB,069,LAYYAH DISTRICT,KAROR LAL ESAN TEHSIL,FATEH PUR MC,CHARGE NO 09,NO,CIRCLE NO 04,1394,1151,186,57,1311,1347,70,1043,1363,1364,6.8
PUNJAB,069,LAYYAH DISTRICT,KAROR LAL ESAN TEHSIL,FATEH PUR MC,CHARGE NO 09,NO,CIRCLE NO 05,977,745,115,117,963,900,66,446,836,875,7.03
PUNJAB,069,LAYYAH DISTRICT,KAROR LAL ESAN TEHSIL,KAROR LAL ESAN MC,NA,YES,KAROR LAL ESAN MC,5261,4612,274,375,5141,5169,1189,4326,4879,5156,6.6
PUNJAB,069,LAYYAH DISTRICT,KAROR LAL ESAN TEHSIL,KAROR LAL ESAN MC,CHARGE NO 08,YES,CHARGE NO 08,5261,4612,274,375,5141,5169,1189,4326,4879,5156,6.6
PUNJAB,069,LAYYAH DISTRICT,KAROR LAL ESAN TEHSIL,KAROR LAL ESAN MC,CHARGE NO 08,NO,CIRCLE NO 01,1024,946,36,42,1010,1014,6,944,990,1022,6.93
PUNJAB,069,LAYYAH DISTRICT,KAROR LAL ESAN TEHSIL,KAROR LAL ESAN MC,CHARGE NO 08,NO,CIRCLE NO 02,1637,1365,122,150,1616,1624,581,1333,1557,1629,6.4
PUNJAB,069,LAYYAH DISTRICT,KAROR LAL ESAN TEHSIL,KAROR LAL ESAN MC,CHARGE NO 08,NO,CIRCLE NO 03,890,798,43,49,883,873,182,658,758,875,6.68
PUNJAB,069,LAYYAH DISTRICT,KAROR LAL ESAN TEHSIL,KAROR LAL ESAN MC,CHARGE NO 08,NO,CIRCLE NO 04,1358,1204,60,94,1297,1328,418,1080,1250,1295,6.57
PUNJAB,069,LAYYAH DISTRICT,KAROR LAL ESAN TEHSIL,KAROR LAL ESAN MC,CHARGE NO 08,NO,CIRCLE NO 05,352,299,13,40,335,330,2,311,324,335,6.53
PUNJAB,069,LAYYAH DISTRICT,LAYYAH TEHSIL,NA,NA,YES,LAYYAH TEHSIL,30483,27285,1652,1546,29397,29975,11746,24383,28964,29587,6.21
PUNJAB,069,LAYYAH DISTRICT,LAYYAH TEHSIL,CHOWK AZAM MC,NA,YES,CHOWK AZAM MC,10412,9499,528,385,9671,10208,1824,7885,9771,9965,6.39
PUNJAB,069,LAYYAH DISTRICT,LAYYAH TEHSIL,CHOWK AZAM MC,CHARGE NO 13,YES,CHARGE NO 13,10412,9499,528,385,9671,10208,1824,7885,9771,9965,6.39
PUNJAB,069,LAYYAH DISTRICT,LAYYAH TEHSIL,CHOWK AZAM MC,CHARGE NO 13,NO,CIRCLE NO 01,1950,1818,84,48,1425,1899,307,1390,1712,1768,6.28
PUNJAB,069,LAYYAH DISTRICT,LAYYAH TEHSIL,CHOWK AZAM MC,CHARGE NO 13,NO,CIRCLE NO 02,1346,1295,42,9,1333,1339,278,1149,1319,1343,6.44
PUNJAB,069,LAYYAH DISTRICT,LAYYAH TEHSIL,CHOWK AZAM MC,CHARGE NO 13,NO,CIRCLE NO 03,1512,1427,40,45,1465,1500,262,1196,1452,1506,6.54
