province_name,district_code,district_name,area_name,area_type,ownership_status,number_of_rooms,total_housing_units_by_ownership,percent_of_total_units_by_ownership,total_housing_units_by_size,percent_of_total_units_by_size,count
PUNJAB,046,MIANWALI DISTRICT,MIANWALI DISTRICT,TOTAL,OWNED,1,214400,90.1,44474,18.69,39787
PUNJAB,046,MIANWALI DISTRICT,MIANWALI DISTRICT,TOTAL,RENTED,1,13839,5.82,44474,18.69,1667
PUNJAB,046,MIANWALI DISTRICT,MIANWALI DISTRICT,TOTAL,RENT FREE,1,9713,4.08,44474,18.69,3020
PUNJAB,046,MIANWALI DISTRICT,MIANWALI DISTRICT,TOTAL,OWNED,2,214400,90.1,79929,33.59,69864
PUNJAB,046,MIANWALI DISTRICT,MIANWALI DISTRICT,TOTAL,RENTED,2,13839,5.82,79929,33.59,6429
PUNJAB,046,MIANWALI DISTRICT,MIANWALI DISTRICT,TOTAL,RENT FREE,2,9713,4.08,79929,33.59,3636
PUNJAB,046,MIANWALI DISTRICT,MIANWALI DISTRICT,TOTAL,OWNED,3,214400,90.1,52819,22.2,47476
PUNJAB,046,MIANWALI DISTRICT,MIANWALI DISTRICT,TOTAL,RENTED,3,13839,5.82,52819,22.2,3577
PUNJAB,046,MIANWALI DISTRICT,MIANWALI DISTRICT,TOTAL,RENT FREE,3,9713,4.08,52819,22.2,1766
PUNJAB,046,MIANWALI DISTRICT,MIANWALI DISTRICT,TOTAL,OWNED,4,214400,90.1,30305,12.74,28337
PUNJAB,046,MIANWALI DISTRICT,MIANWALI DISTRICT,TOTAL,RENTED,4,13839,5.82,30305,12.74,1227
PUNJAB,046,MIANWALI DISTRICT,MIANWALI DISTRICT,TOTAL,RENT FREE,4,9713,4.08,30305,12.74,741
PUNJAB,046,MIANWALI DISTRICT,MIANWALI DISTRICT,TOTAL,OWNED,5,214400,90.1,13967,5.87,13001
PUNJAB,046,MIANWALI DISTRICT,MIANWALI DISTRICT,TOTAL,RENTED,5,13839,5.82,13967,5.87,682
PUNJAB,046,MIANWALI DISTRICT,MIANWALI DISTRICT,TOTAL,RENT FREE,5,9713,4.08,13967,5.87,284
PUNJAB,046,MIANWALI DISTRICT,MIANWALI DISTRICT,TOTAL,OWNED,6,214400,90.1,7730,3.25,7501
PUNJAB,046,MIANWALI DISTRICT,MIANWALI DISTRICT,TOTAL,RENTED,6,13839,5.82,7730,3.25,105
PUNJAB,046,MIANWALI DISTRICT,MIANWALI DISTRICT,TOTAL,RENT FREE,6,9713,4.08,7730,3.25,124
PUNJAB,046,MIANWALI DISTRICT,MIANWALI DISTRICT,TOTAL,OWNED,7,214400,90.1,3662,1.54,3483
PUNJAB,046,MIANWALI DISTRICT,MIANWALI DISTRICT,TOTAL,RENTED,7,13839,5.82,3662,1.54,112
PUNJAB,046,MIANWALI DISTRICT,MIANWALI DISTRICT,TOTAL,RENT FREE,7,9713,4.08,3662,1.54,67
PUNJAB,046,MIANWALI DISTRICT,MIANWALI DISTRICT,TOTAL,OWNED,8,214400,90.1,2101,0.88,2050
PUNJAB,046,MIANWALI DISTRICT,MIANWALI DISTRICT,TOTAL,RENTED,8,13839,5.82,2101,0.88,15
PUNJAB,046,MIANWALI DISTRICT,MIANWALI DISTRICT,TOTAL,RENT FREE,8,9713,4.08,2101,0.88,36
PUNJAB,046,MIANWALI DISTRICT,MIANWALI DISTRICT,TOTAL,OWNED,9,214400,90.1,2965,1.25,2901
PUNJAB,046,MIANWALI DISTRICT,MIANWALI DISTRICT,TOTAL,RENTED,9,13839,5.82,2965,1.25,25
PUNJAB,046,MIANWALI DISTRICT,MIANWALI DISTRICT,TOTAL,RENT FREE,9,9713,4.08,2965,1.25,39
PUNJAB,046,MIANWALI DISTRICT,MIANWALI DISTRICT,RURAL,OWNED,1,170694,91.34,35479,18.99,32043
