province_name,district_code,district_name,sublvl_01,sublvl_02,sublvl_03,summary_row,area_name,hadbast_deh_number,pop_all,pop_male,pop_fem,pop_trans,lit_all,lit_male,lit_fem,lit_trans,primary_male,primary_fem,primary_trans,matric_male,matric_fem,matric_trans,degree_male,degree_fem,degree_trans,muslim,non_muslim,age_10_up,age_18_up,age_60_up,working_10_up,cnic_18_up,area_acre
PUNJAB,046,MIANWALI DISTRICT,NA,NA,NA,YES,MIANWALI DISTRICT,NA,1214789,605990,608718,81,58.04,76.94,39.67,38.27,184214,92997,14,93958,36826,8,16222,12061,1,1209683,5106,894445,672124,85183,221673,590140,1398194
PUNJAB,046,MIANWALI DISTRICT,ISAKHEL TEHSIL,NA,NA,YES,ISAKHEL TEHSIL,NA,289633,141575,148045,13,51.68,73.97,31.29,38.46,43645,18294,1,17021,5541,2,2416,1453,0,289557,76,208911,155369,19822,47951,134649,430012
PUNJAB,046,MIANWALI DISTRICT,ISAKHEL TEHSIL,ISA KHEL QH,NA,YES,ISA KHEL QH,NA,30635,15236,15398,1,50.3,65.62,35.38,0,4332,2278,0,1558,675,0,199,166,0,30635,0,22160,16742,2267,6041,14236,74563
PUNJAB,046,MIANWALI DISTRICT,ISAKHEL TEHSIL,ISA KHEL QH,BHAT PC,YES,BHAT PC,NA,1313,662,651,0,66.18,83.73,49.03,0,266,142,0,74,38,0,11,18,0,1313,0,1020,803,128,356,717,2170
PUNJAB,046,MIANWALI DISTRICT,ISAKHEL TEHSIL,ISA KHEL QH,BHAT PC,NO,BHAT,0000059,1313,662,651,0,66.18,83.73,49.03,0,266,142,0,74,38,0,11,18,0,1313,0,1020,803,128,356,717,2170
PUNJAB,046,MIANWALI DISTRICT,ISAKHEL TEHSIL,ISA KHEL QH,BHOR PC,YES,BHOR PC,NA,4158,2060,2098,0,40.36,59.38,21.91,0,582,194,0,174,47,0,25,10,0,4158,0,3030,2315,321,1299,1949,7541
PUNJAB,046,MIANWALI DISTRICT,ISAKHEL TEHSIL,ISA KHEL QH,BHOR PC,NO,BHOR,0000026,4158,2060,2098,0,40.36,59.38,21.91,0,582,194,0,174,47,0,25,10,0,4158,0,3030,2315,321,1299,1949,7541
PUNJAB,046,MIANWALI DISTRICT,ISAKHEL TEHSIL,ISA KHEL QH,DHULIAN WALA PC,YES,DHULIAN WALA PC,NA,368,192,176,0,19.28,34.62,2.52,0,32,3,0,5,0,0,0,0,0,368,0,249,182,23,52,125,6888
PUNJAB,046,MIANWALI DISTRICT,ISAKHEL TEHSIL,ISA KHEL QH,DHULIAN WALA PC,NO,BAN MHEA,0000031,141,74,67,0,19.1,38.64,0,0,11,0,0,2,0,0,0,0,0,141,0,89,69,7,11,44,2532
PUNJAB,046,MIANWALI DISTRICT,ISAKHEL TEHSIL,ISA KHEL QH,DHULIAN WALA PC,NO,DHULIAN WALA,0000066,180,92,88,0,17.74,28.36,5.26,0,15,3,0,2,0,0,0,0,0,180,0,124,88,10,31,63,2689
