province_name,district_code,district_name,area_name,area_type,ownership_status,number_of_rooms,total_housing_units_by_ownership,percent_of_total_units_by_ownership,total_housing_units_by_size,percent_of_total_units_by_size,count
BALOCHISTAN,113,PANJGUR DISTRICT,PANJGUR DISTRICT,TOTAL,OWNED,1,41735,98.76,4943,11.7,4826
BALOCHISTAN,113,PANJGUR DISTRICT,PANJGUR DISTRICT,TOTAL,RENTED,1,381,0.9,4943,11.7,94
BALOCHISTAN,113,PANJGUR DISTRICT,PANJGUR DISTRICT,TOTAL,RENT FREE,1,144,0.34,4943,11.7,23
BALOCHISTAN,113,PANJGUR DISTRICT,PANJGUR DISTRICT,TOTAL,OWNED,2,41735,98.76,8065,19.08,7903
BALOCHISTAN,113,PANJGUR DISTRICT,PANJGUR DISTRICT,TOTAL,RENTED,2,381,0.9,8065,19.08,131
BALOCHISTAN,113,PANJGUR DISTRICT,PANJGUR DISTRICT,TOTAL,RENT FREE,2,144,0.34,8065,19.08,31
BALOCHISTAN,113,PANJGUR DISTRICT,PANJGUR DISTRICT,TOTAL,OWNED,3,41735,98.76,7969,18.86,7843
BALOCHISTAN,113,PANJGUR DISTRICT,PANJGUR DISTRICT,TOTAL,RENTED,3,381,0.9,7969,18.86,70
BALOCHISTAN,113,PANJGUR DISTRICT,PANJGUR DISTRICT,TOTAL,RENT FREE,3,144,0.34,7969,18.86,56
BALOCHISTAN,113,PANJGUR DISTRICT,PANJGUR DISTRICT,TOTAL,OWNED,4,41735,98.76,9088,21.5,9029
BALOCHISTAN,113,PANJGUR DISTRICT,PANJGUR DISTRICT,TOTAL,RENTED,4,381,0.9,9088,21.5,48
BALOCHISTAN,113,PANJGUR DISTRICT,PANJGUR DISTRICT,TOTAL,RENT FREE,4,144,0.34,9088,21.5,11
BALOCHISTAN,113,PANJGUR DISTRICT,PANJGUR DISTRICT,TOTAL,OWNED,5,41735,98.76,5004,11.84,4991
BALOCHISTAN,113,PANJGUR DISTRICT,PANJGUR DISTRICT,TOTAL,RENTED,5,381,0.9,5004,11.84,9
BALOCHISTAN,113,PANJGUR DISTRICT,PANJGUR DISTRICT,TOTAL,RENT FREE,5,144,0.34,5004,11.84,4
BALOCHISTAN,113,PANJGUR DISTRICT,PANJGUR DISTRICT,TOTAL,OWNED,6,41735,98.76,2885,6.83,2864
BALOCHISTAN,113,PANJGUR DISTRICT,PANJGUR DISTRICT,TOTAL,RENTED,6,381,0.9,2885,6.83,13
BALOCHISTAN,113,PANJGUR DISTRICT,PANJGUR DISTRICT,TOTAL,RENT FREE,6,144,0.34,2885,6.83,8
BALOCHISTAN,113,PANJGUR DISTRICT,PANJGUR DISTRICT,TOTAL,OWNED,7,41735,98.76,1632,3.86,1622
BALOCHISTAN,113,PANJGUR DISTRICT,PANJGUR DISTRICT,TOTAL,RENTED,7,381,0.9,1632,3.86,9
BALOCHISTAN,113,PANJGUR DISTRICT,PANJGUR DISTRICT,TOTAL,RENT FREE,7,144,0.34,1632,3.86,1
BALOCHISTAN,113,PANJGUR DISTRICT,PANJGUR DISTRICT,TOTAL,OWNED,8,41735,98.76,1030,2.44,1024
BALOCHISTAN,113,PANJGUR DISTRICT,PANJGUR DISTRICT,TOTAL,RENTED,8,381,0.9,1030,2.44,3
BALOCHISTAN,113,PANJGUR DISTRICT,PANJGUR DISTRICT,TOTAL,RENT FREE,8,144,0.34,1030,2.44,3
BALOCHISTAN,113,PANJGUR DISTRICT,PANJGUR DISTRICT,TOTAL,OWNED,9,41735,98.76,1644,3.89,1633
BALOCHISTAN,113,PANJGUR DISTRICT,PANJGUR DISTRICT,TOTAL,RENTED,9,381,0.9,1644,3.89,4
BALOCHISTAN,113,PANJGUR DISTRICT,PANJGUR DISTRICT,TOTAL,RENT FREE,9,144,0.34,1644,3.89,7
BALOCHISTAN,113,PANJGUR DISTRICT,PANJGUR DISTRICT,RURAL,OWNED,1,30802,99.51,3200,10.34,3180
BALOCHISTAN,113,PANJGUR DISTRICT,PANJGUR DISTRICT,RURAL,RENTED,1,96,0.31,3200,10.34,10
BALOCHISTAN,113,PANJGUR DISTRICT,PANJGUR DISTRICT,RURAL,RENT FREE,1,55,0.18,3200,10.34,10
BALOCHISTAN,113,PANJGUR DISTRICT,PANJGUR DISTRICT,RURAL,OWNED,2,30802,99.51,5665,18.3,5626
BALOCHISTAN,113,PANJGUR DISTRICT,PANJGUR DISTRICT,RURAL,RENTED,2,96,0.31,5665,18.3,25
BALOCHISTAN,113,PANJGUR DISTRICT,PANJGUR DISTRICT,RURAL,RENT FREE,2,55,0.18,5665,18.3,14
BALOCHISTAN,113,PANJGUR DISTRICT,PANJGUR DISTRICT,RURAL,OWNED,3,30802,99.51,5902,19.07,5874
BALOCHISTAN,113,PANJGUR DISTRICT,PANJGUR DISTRICT,RURAL,RENTED,3,96,0.31,5902,19.07,17
BALOCHISTAN,113,PANJGUR DISTRICT,PANJGUR DISTRICT,RURAL,RENT FREE,3,55,0.18,5902,19.07,11
BALOCHISTAN,113,PANJGUR DISTRICT,PANJGUR DISTRICT,RURAL,OWNED,4,30802,99.51,6805,21.98,6775
BALOCHISTAN,113,PANJGUR DISTRICT,PANJGUR DISTRICT,RURAL,RENTED,4,96,0.31,6805,21.98,22
BALOCHISTAN,113,PANJGUR DISTRICT,PANJGUR DISTRICT,RURAL,RENT FREE,4,55,0.18,6805,21.98,8
BALOCHISTAN,113,PANJGUR DISTRICT,PANJGUR DISTRICT,RURAL,OWNED,5,30802,99.51,3783,12.22,3777
BALOCHISTAN,113,PANJGUR DISTRICT,PANJGUR DISTRICT,RURAL,RENTED,5,96,0.31,3783,12.22,3
BALOCHISTAN,113,PANJGUR DISTRICT,PANJGUR DISTRICT,RURAL,RENT FREE,5,55,0.18,3783,12.22,3
BALOCHISTAN,113,PANJGUR DISTRICT,PANJGUR DISTRICT,RURAL,OWNED,6,30802,99.51,2419,7.82,2404
BALOCHISTAN,113,PANJGUR DISTRICT,PANJGUR DISTRICT,RURAL,RENTED,6,96,0.31,2419,7.82,10
BALOCHISTAN,113,PANJGUR DISTRICT,PANJGUR DISTRICT,RURAL,RENT FREE,6,55,0.18,2419,7.82,5
BALOCHISTAN,113,PANJGUR DISTRICT,PANJGUR DISTRICT,RURAL,OWNED,7,30802,99.51,1223,3.95,1216
BALOCHISTAN,113,PANJGUR DISTRICT,PANJGUR DISTRICT,RURAL,RENTED,7,96,0.31,1223,3.95,6
