province_name,district_code,district_name,area_name,area_type,construction_age,total_by_age,percent_by_age,utility,source,total_by_source,percent_by_source,count
BALOCHISTAN,113,PANJGUR DISTRICT,PANJGUR DISTRICT,TOTAL,UNDER CONSTRUCTION,2824,6.77,INSIDE WATER,TAP,5714,13.69,476
BALOCHISTAN,113,PANJGUR DISTRICT,PANJGUR DISTRICT,TOTAL,UNDER CONSTRUCTION,2824,6.77,INSIDE WATER,ELECTRIC/HAND PUMP,3459,8.29,143
BALOCHISTAN,113,PANJGUR DISTRICT,PANJGUR DISTRICT,TOTAL,UNDER CONSTRUCTION,2824,6.77,INSIDE WATER,PROTECTED WELL,17896,42.88,873
BALOCHISTAN,113,PANJGUR DISTRICT,PANJGUR DISTRICT,TOTAL,UNDER CONSTRUCTION,2824,6.77,INSIDE WATER,UN-PROTECTED WELL,11230,26.91,1267
BALOCHISTAN,113,PANJGUR DISTRICT,PANJGUR DISTRICT,TOTAL,UNDER CONSTRUCTION,2824,6.77,INSIDE WATER,OTHERS,1492,3.57,31
BALOCHISTAN,113,PANJGUR DISTRICT,PANJGUR DISTRICT,TOTAL,UNDER CONSTRUCTION,2824,6.77,OUTSIDE WATER,TAP,27,0.06,2
BALOCHISTAN,113,PANJGUR DISTRICT,PANJGUR DISTRICT,TOTAL,UNDER CONSTRUCTION,2824,6.77,OUTSIDE WATER,ELECTRIC/HAND PUMP,83,0.2,1
BALOCHISTAN,113,PANJGUR DISTRICT,PANJGUR DISTRICT,TOTAL,UNDER CONSTRUCTION,2824,6.77,OUTSIDE WATER,PROTECTED WELL,315,0.75,8
BALOCHISTAN,113,PANJGUR DISTRICT,PANJGUR DISTRICT,TOTAL,UNDER CONSTRUCTION,2824,6.77,OUTSIDE WATER,UN-PROTECTED WELL,559,1.34,4
BALOCHISTAN,113,PANJGUR DISTRICT,PANJGUR DISTRICT,TOTAL,UNDER CONSTRUCTION,2824,6.77,OUTSIDE WATER,SPRING,28,0.07,1
BALOCHISTAN,113,PANJGUR DISTRICT,PANJGUR DISTRICT,TOTAL,UNDER CONSTRUCTION,2824,6.77,OUTSIDE WATER,CANAL/RIVER/POND,26,0.06,2
BALOCHISTAN,113,PANJGUR DISTRICT,PANJGUR DISTRICT,TOTAL,UNDER CONSTRUCTION,2824,6.77,OUTSIDE WATER,OTHERS,906,2.17,16
BALOCHISTAN,113,PANJGUR DISTRICT,PANJGUR DISTRICT,TOTAL,UNDER CONSTRUCTION,2824,6.77,COOKING FUEL,WOOD,39124,93.74,2616
BALOCHISTAN,113,PANJGUR DISTRICT,PANJGUR DISTRICT,TOTAL,UNDER CONSTRUCTION,2824,6.77,COOKING FUEL,GAS,1783,4.27,63
BALOCHISTAN,113,PANJGUR DISTRICT,PANJGUR DISTRICT,TOTAL,UNDER CONSTRUCTION,2824,6.77,COOKING FUEL,KEROSENE OIL,267,0.64,130
BALOCHISTAN,113,PANJGUR DISTRICT,PANJGUR DISTRICT,TOTAL,UNDER CONSTRUCTION,2824,6.77,COOKING FUEL,OTHERS,561,1.34,15
BALOCHISTAN,113,PANJGUR DISTRICT,PANJGUR DISTRICT,TOTAL,UNDER CONSTRUCTION,2824,6.77,LIGHTING SOURCE,ELECTRICITY,31442,75.34,1833
