province_name,district_code,district_name,area_name,area_type,ownership_status,total_by_tenure,percent_by_tenure,housing_component,housing_material,total_by_material,percent_by_material,count
BALOCHISTAN,113,PANJGUR DISTRICT,PANJGUR DISTRICT,TOTAL,OWNED,41735,98.76,WALL,BAKED BRICKS/BLOCKS/STONES,4801,11.36,4617
BALOCHISTAN,113,PANJGUR DISTRICT,PANJGUR DISTRICT,TOTAL,OWNED,41735,98.76,WALL,UNBAKED BRICKS/MUD,27575,65.25,27352
BALOCHISTAN,113,PANJGUR DISTRICT,PANJGUR DISTRICT,TOTAL,OWNED,41735,98.76,WALL,WOOD/BAMBOO,7401,17.51,7321
BALOCHISTAN,113,PANJGUR DISTRICT,PANJGUR DISTRICT,TOTAL,OWNED,41735,98.76,WALL,OTHERS,2483,5.88,2445
BALOCHISTAN,113,PANJGUR DISTRICT,PANJGUR DISTRICT,TOTAL,OWNED,41735,98.76,ROOF,RCC/RBC,1892,4.48,1803
BALOCHISTAN,113,PANJGUR DISTRICT,PANJGUR DISTRICT,TOTAL,OWNED,41735,98.76,ROOF,CEMENT/IRON SHEETS,1710,4.05,1685
BALOCHISTAN,113,PANJGUR DISTRICT,PANJGUR DISTRICT,TOTAL,OWNED,41735,98.76,ROOF,GARDER/T.IRON,8760,20.73,8558
BALOCHISTAN,113,PANJGUR DISTRICT,PANJGUR DISTRICT,TOTAL,OWNED,41735,98.76,ROOF,WOOD/BAMBOO,28520,67.49,28333
BALOCHISTAN,113,PANJGUR DISTRICT,PANJGUR DISTRICT,TOTAL,OWNED,41735,98.76,ROOF,OTHERS,1378,3.26,1356
BALOCHISTAN,113,PANJGUR DISTRICT,PANJGUR DISTRICT,TOTAL,RENTED,381,0.9,WALL,BAKED BRICKS/BLOCKS/STONES,4801,11.36,108
BALOCHISTAN,113,PANJGUR DISTRICT,PANJGUR DISTRICT,TOTAL,RENTED,381,0.9,WALL,UNBAKED BRICKS/MUD,27575,65.25,168
BALOCHISTAN,113,PANJGUR DISTRICT,PANJGUR DISTRICT,TOTAL,RENTED,381,0.9,WALL,WOOD/BAMBOO,7401,17.51,72
BALOCHISTAN,113,PANJGUR DISTRICT,PANJGUR DISTRICT,TOTAL,RENTED,381,0.9,WALL,OTHERS,2483,5.88,33
BALOCHISTAN,113,PANJGUR DISTRICT,PANJGUR DISTRICT,TOTAL,RENTED,381,0.9,ROOF,RCC/RBC,1892,4.48,29
BALOCHISTAN,113,PANJGUR DISTRICT,PANJGUR DISTRICT,TOTAL,RENTED,381,0.9,ROOF,CEMENT/IRON SHEETS,1710,4.05,18
BALOCHISTAN,113,PANJGUR DISTRICT,PANJGUR DISTRICT,TOTAL,RENTED,381,0.9,ROOF,GARDER/T.IRON,8760,20.73,176
BALOCHISTAN,113,PANJGUR DISTRICT,PANJGUR DISTRICT,TOTAL,RENTED,381,0.9,ROOF,WOOD/BAMBOO,28520,67.49,145
BALOCHISTAN,113,PANJGUR DISTRICT,PANJGUR DISTRICT,TOTAL,RENTED,381,0.9,ROOF,OTHERS,1378,3.26,13
BALOCHISTAN,113,PANJGUR DISTRICT,PANJGUR DISTRICT,TOTAL,RENT FREE,144,0.34,WALL,BAKED BRICKS/BLOCKS/STONES,4801,11.36,76
BALOCHISTAN,113,PANJGUR DISTRICT,PANJGUR DISTRICT,TOTAL,RENT FREE,144,0.34,WALL,UNBAKED BRICKS/MUD,27575,65.25,55
BALOCHISTAN,113,PANJGUR DISTRICT,PANJGUR DISTRICT,TOTAL,RENT FREE,144,0.34,WALL,WOOD/BAMBOO,7401,17.51,8
BALOCHISTAN,113,PANJGUR DISTRICT,PANJGUR DISTRICT,TOTAL,RENT FREE,144,0.34,WALL,OTHERS,2483,5.88,5
BALOCHISTAN,113,PANJGUR DISTRICT,PANJGUR DISTRICT,TOTAL,RENT FREE,144,0.34,ROOF,RCC/RBC,1892,4.48,60
BALOCHISTAN,113,PANJGUR DISTRICT,PANJGUR DISTRICT,TOTAL,RENT FREE,144,0.34,ROOF,CEMENT/IRON SHEETS,1710,4.05,7
BALOCHISTAN,113,PANJGUR DISTRICT,PANJGUR DISTRICT,TOTAL,RENT FREE,144,0.34,ROOF,GARDER/T.IRON,8760,20.73,26
BALOCHISTAN,113,PANJGUR DISTRICT,PANJGUR DISTRICT,TOTAL,RENT FREE,144,0.34,ROOF,WOOD/BAMBOO,28520,67.49,42
BALOCHISTAN,113,PANJGUR DISTRICT,PANJGUR DISTRICT,TOTAL,RENT FREE,144,0.34,ROOF,OTHERS,1378,3.26,9
BALOCHISTAN,113,PANJGUR DISTRICT,PANJGUR DISTRICT,RURAL,OWNED,30802,99.51,WALL,BAKED BRICKS/BLOCKS/STONES,2689,8.69,2672
BALOCHISTAN,113,PANJGUR DISTRICT,PANJGUR DISTRICT,RURAL,OWNED,30802,99.51,WALL,UNBAKED BRICKS/MUD,21889,70.72,21781
BALOCHISTAN,113,PANJGUR DISTRICT,PANJGUR DISTRICT,RURAL,OWNED,30802,99.51,WALL,WOOD/BAMBOO,5457,17.63,5438
BALOCHISTAN,113,PANJGUR DISTRICT,PANJGUR DISTRICT,RURAL,OWNED,30802,99.51,WALL,OTHERS,918,2.97,911
BALOCHISTAN,113,PANJGUR DISTRICT,PANJGUR DISTRICT,RURAL,OWNED,30802,99.51,ROOF,RCC/RBC,953,3.08,945
BALOCHISTAN,113,PANJGUR DISTRICT,PANJGUR DISTRICT,RURAL,OWNED,30802,99.51,ROOF,CEMENT/IRON SHEETS,1064,3.44,1051
BALOCHISTAN,113,PANJGUR DISTRICT,PANJGUR DISTRICT,RURAL,OWNED,30802,99.51,ROOF,GARDER/T.IRON,5710,18.45,5673
BALOCHISTAN,113,PANJGUR DISTRICT,PANJGUR DISTRICT,RURAL,OWNED,30802,99.51,ROOF,WOOD/BAMBOO,22254,71.9,22175
BALOCHISTAN,113,PANJGUR DISTRICT,PANJGUR DISTRICT,RURAL,OWNED,30802,99.51,ROOF,OTHERS,972,3.14,958
BALOCHISTAN,113,PANJGUR DISTRICT,PANJGUR DISTRICT,RURAL,RENTED,96,0.31,WALL,BAKED BRICKS/BLOCKS/STONES,2689,8.69,9
BALOCHISTAN,113,PANJGUR DISTRICT,PANJGUR DISTRICT,RURAL,RENTED,96,0.31,WALL,UNBAKED BRICKS/MUD,21889,70.72,68
BALOCHISTAN,113,PANJGUR DISTRICT,PANJGUR DISTRICT,RURAL,RENTED,96,0.31,WALL,WOOD/BAMBOO,5457,17.63,14
BALOCHISTAN,113,PANJGUR DISTRICT,PANJGUR DISTRICT,RURAL,RENTED,96,0.31,WALL,OTHERS,918,2.97,5
BALOCHISTAN,113,PANJGUR DISTRICT,PANJGUR DISTRICT,RURAL,RENTED,96,0.31,ROOF,RCC/RBC,953,3.08,5
BALOCHISTAN,113,PANJGUR DISTRICT,PANJGUR DISTRICT,RURAL,RENTED,96,0.31,ROOF,CEMENT/IRON SHEETS,1064,3.44,8
BALOCHISTAN,113,PANJGUR DISTRICT,PANJGUR DISTRICT,RURAL,RENTED,96,0.31,ROOF,GARDER/T.IRON,5710,18.45,27
BALOCHISTAN,113,PANJGUR DISTRICT,PANJGUR DISTRICT,RURAL,RENTED,96,0.31,ROOF,WOOD/BAMBOO,22254,71.9,50
BALOCHISTAN,113,PANJGUR DISTRICT,PANJGUR DISTRICT,RURAL,RENTED,96,0.31,ROOF,OTHERS,972,3.14,6
