province_name,district_code,district_name,area_name,area_type,area_sq_km,total_pop,total_male,total_female,total_trans,sex_ratio,pop_density,pct_urban,avg_hh_size,total_pop_98,avg_annual_growth
PUNJAB,052,SIALKOT DISTRICT,SIALKOT DISTRICT,TOTAL,3016,3894938,1921289,1973150,499,97.37,1291.43,29.39,6.7,2723481,1.9
PUNJAB,052,SIALKOT DISTRICT,SIALKOT DISTRICT,RURAL,NA,2750403,1344920,1405160,323,95.71,NA,NA,6.81,2010152,1.66
PUNJAB,052,SIALKOT DISTRICT,SIALKOT DISTRICT,URBAN,NA,1144535,576369,567990,176,101.48,NA,NA,6.44,713329,2.52
PUNJAB,052,SIALKOT DISTRICT,DASKA TEHSIL,TOTAL,690,847117,417975,429042,100,97.42,1227.71,24.08,6.87,605435,1.78
PUNJAB,052,SIALKOT DISTRICT,DASKA TEHSIL,RURAL,NA,643101,317238,325790,73,97.37,NA,NA,6.9,482078,1.53
PUNJAB,052,SIALKOT DISTRICT,DASKA TEHSIL,URBAN,NA,204016,100737,103252,27,97.56,NA,NA,6.76,123357,2.68
PUNJAB,052,SIALKOT DISTRICT,PASRUR TEHSIL,TOTAL,975,840847,412062,428685,100,96.12,862.41,14.48,6.95,611871,1.68
PUNJAB,052,SIALKOT DISTRICT,PASRUR TEHSIL,RURAL,NA,719133,351782,367278,73,95.78,NA,NA,6.99,534176,1.57
PUNJAB,052,SIALKOT DISTRICT,PASRUR TEHSIL,URBAN,NA,121714,60280,61407,27,98.16,NA,NA,6.73,77695,2.39
PUNJAB,052,SIALKOT DISTRICT,SAMBRIAL TEHSIL,TOTAL,450,410823,198261,212509,53,93.3,912.94,33.58,6.58,298431,1.69
PUNJAB,052,SIALKOT DISTRICT,SAMBRIAL TEHSIL,RURAL,NA,272882,131310,141546,26,92.77,NA,NA,6.61,226030,0.99
PUNJAB,052,SIALKOT DISTRICT,SAMBRIAL TEHSIL,URBAN,NA,137941,66951,70963,27,94.35,NA,NA,6.51,72401,3.44
PUNJAB,052,SIALKOT DISTRICT,SIALKOT TEHSIL,TOTAL,901,1796151,892991,902914,246,98.9,1993.51,37.91,6.54,1207744,2.11
PUNJAB,052,SIALKOT DISTRICT,SIALKOT TEHSIL,RURAL,NA,1115287,544590,570546,151,95.45,NA,NA,6.7,767868,1.98
PUNJAB,052,SIALKOT DISTRICT,SIALKOT TEHSIL,URBAN,NA,680864,348401,332368,95,104.82,NA,NA,6.28,439876,2.32
