province_name,district_code,district_name,area_name,area_type,area_sq_km,total_pop,total_male,total_female,total_trans,sex_ratio,pop_density,pct_urban,avg_hh_size,total_pop_98,avg_annual_growth
BALOCHISTAN,112,KECH DISTRICT,KECH DISTRICT,TOTAL,22539,907182,492878,414202,102,118.99,40.25,33.29,6.58,413204,4.22
BALOCHISTAN,112,KECH DISTRICT,KECH DISTRICT,RURAL,NA,605162,327327,277773,62,117.84,NA,NA,6.65,344601,3
BALOCHISTAN,112,KECH DISTRICT,KECH DISTRICT,URBAN,NA,302020,165551,136429,40,121.35,NA,NA,6.45,68603,8.1
BALOCHISTAN,112,KECH DISTRICT,BALNIGORE SUB-TEHSIL,TOTAL,1238,44595,23222,21373,NA,108.65,36.02,NA,6.19,19560,4.42
BALOCHISTAN,112,KECH DISTRICT,BALNIGORE SUB-TEHSIL,RURAL,NA,44595,23222,21373,NA,108.65,NA,NA,6.19,19560,4.42
BALOCHISTAN,112,KECH DISTRICT,BALNIGORE SUB-TEHSIL,URBAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BALOCHISTAN,112,KECH DISTRICT,BULAIDA SUB-TEHSIL,TOTAL,1997,77148,41872,35265,11,118.74,38.63,51.65,7.13,35251,4.2
BALOCHISTAN,112,KECH DISTRICT,BULAIDA SUB-TEHSIL,RURAL,NA,37302,20624,16673,5,123.7,NA,NA,7.47,35251,0.3
BALOCHISTAN,112,KECH DISTRICT,BULAIDA SUB-TEHSIL,URBAN,NA,39846,21248,18592,6,114.29,NA,NA,6.84,NA,NA
BALOCHISTAN,112,KECH DISTRICT,DASHT SUB-TEHSIL,TOTAL,2486,76470,41008,35459,3,115.65,30.76,NA,6.86,39061,3.59
BALOCHISTAN,112,KECH DISTRICT,DASHT SUB-TEHSIL,RURAL,NA,76470,41008,35459,3,115.65,NA,NA,6.86,39061,3.59
BALOCHISTAN,112,KECH DISTRICT,DASHT SUB-TEHSIL,URBAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BALOCHISTAN,112,KECH DISTRICT,HOSHAB SUB-TEHSIL,TOTAL,2213,52947,30389,22549,9,134.77,23.93,NA,6.55,37819,1.78
BALOCHISTAN,112,KECH DISTRICT,HOSHAB SUB-TEHSIL,RURAL,NA,52947,30389,22549,9,134.77,NA,NA,6.55,37819,1.78
BALOCHISTAN,112,KECH DISTRICT,HOSHAB SUB-TEHSIL,URBAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BALOCHISTAN,112,KECH DISTRICT,KECH (TURBAT) TEHSIL,TOTAL,9742,416608,228779,187771,58,121.84,42.76,51.33,6.13,157142,5.26
BALOCHISTAN,112,KECH DISTRICT,KECH (TURBAT) TEHSIL,RURAL,NA,202777,110066,92685,26,118.75,NA,NA,6.12,88539,4.45
BALOCHISTAN,112,KECH DISTRICT,KECH (TURBAT) TEHSIL,URBAN,NA,213831,118713,95086,32,124.85,NA,NA,6.14,68603,6.15
BALOCHISTAN,112,KECH DISTRICT,MAND SUB-TEHSIL,TOTAL,1456,50995,27158,23835,2,113.94,35.02,0,6,35281,1.95
BALOCHISTAN,112,KECH DISTRICT,MAND SUB-TEHSIL,RURAL,NA,50995,27158,23835,2,113.94,NA,NA,6,35281,1.95
BALOCHISTAN,112,KECH DISTRICT,MAND SUB-TEHSIL,URBAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BALOCHISTAN,112,KECH DISTRICT,TUMP SUB-TEHSIL,TOTAL,1945,146008,79412,66580,16,119.27,75.07,33.11,7.81,51234,5.66
BALOCHISTAN,112,KECH DISTRICT,TUMP SUB-TEHSIL,RURAL,NA,97665,53822,43829,14,122.8,NA,NA,7.83,51234,3.45
BALOCHISTAN,112,KECH DISTRICT,TUMP SUB-TEHSIL,URBAN,NA,48343,25590,22751,2,112.48,NA,NA,7.77,NA,NA
BALOCHISTAN,112,KECH DISTRICT,ZAMORAN SUB-TEHSIL,TOTAL,1462,42411,21038,21370,3,98.45,29.01,NA,7.7,37856,0.6
BALOCHISTAN,112,KECH DISTRICT,ZAMORAN SUB-TEHSIL,RURAL,NA,42411,21038,21370,3,98.45,NA,NA,7.7,37856,0.6
BALOCHISTAN,112,KECH DISTRICT,ZAMORAN SUB-TEHSIL,URBAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
