province_name,district_code,district_name,area_name,area_type,ownership_status,number_of_rooms,total_housing_units_by_ownership,percent_of_total_units_by_ownership,total_housing_units_by_size,percent_of_total_units_by_size,count
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,TOTAL,OWNED,1,29498,94.61,2880,9.24,2664
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,TOTAL,RENTED,1,426,1.37,2880,9.24,48
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,TOTAL,RENT FREE,1,1253,4.02,2880,9.24,168
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,TOTAL,OWNED,2,29498,94.61,7289,23.38,6799
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,TOTAL,RENTED,2,426,1.37,7289,23.38,117
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,TOTAL,RENT FREE,2,1253,4.02,7289,23.38,373
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,TOTAL,OWNED,3,29498,94.61,6512,20.89,6133
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,TOTAL,RENTED,3,426,1.37,6512,20.89,90
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,TOTAL,RENT FREE,3,1253,4.02,6512,20.89,289
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,TOTAL,OWNED,4,29498,94.61,5824,18.68,5537
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,TOTAL,RENTED,4,426,1.37,5824,18.68,80
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,TOTAL,RENT FREE,4,1253,4.02,5824,18.68,207
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,TOTAL,OWNED,5,29498,94.61,2911,9.34,2772
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,TOTAL,RENTED,5,426,1.37,2911,9.34,37
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,TOTAL,RENT FREE,5,1253,4.02,2911,9.34,102
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,TOTAL,OWNED,6,29498,94.61,2350,7.54,2277
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,TOTAL,RENTED,6,426,1.37,2350,7.54,18
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,TOTAL,RENT FREE,6,1253,4.02,2350,7.54,55
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,TOTAL,OWNED,7,29498,94.61,1276,4.09,1235
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,TOTAL,RENTED,7,426,1.37,1276,4.09,20
