province_name,district_code,district_name,area_name,area_type,construction_duration,number_of_rooms,total_housing_units_by_duration,percent_of_total_units_by_duration,total_housing_units_by_size,percent_of_total_units_by_size,count
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,TOTAL,UNDER CONSTRUCTION,1,239,0.81,2664,9.03,44
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,TOTAL,LESS THAN 5 YEARS,1,1510,5.12,2664,9.03,393
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,TOTAL,5-10 YEARS,1,3496,11.85,2664,9.03,443
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,TOTAL,11-50 YEARS,1,20492,69.47,2664,9.03,1637
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,TOTAL,OVER 50 YEARS,1,3761,12.75,2664,9.03,147
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,TOTAL,UNDER CONSTRUCTION,2,239,0.81,6799,23.05,55
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,TOTAL,LESS THAN 5 YEARS,2,1510,5.12,6799,23.05,484
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,TOTAL,5-10 YEARS,2,3496,11.85,6799,23.05,973
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,TOTAL,11-50 YEARS,2,20492,69.47,6799,23.05,4589
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,TOTAL,OVER 50 YEARS,2,3761,12.75,6799,23.05,698
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,TOTAL,UNDER CONSTRUCTION,3,239,0.81,6133,20.79,40
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,TOTAL,LESS THAN 5 YEARS,3,1510,5.12,6133,20.79,281
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,TOTAL,5-10 YEARS,3,3496,11.85,6133,20.79,755
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,TOTAL,11-50 YEARS,3,20492,69.47,6133,20.79,4320
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,TOTAL,OVER 50 YEARS,3,3761,12.75,6133,20.79,737
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,TOTAL,UNDER CONSTRUCTION,4,239,0.81,5537,18.77,38
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,TOTAL,LESS THAN 5 YEARS,4,1510,5.12,5537,18.77,186
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,TOTAL,5-10 YEARS,4,3496,11.85,5537,18.77,659
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,TOTAL,11-50 YEARS,4,20492,69.47,5537,18.77,4065
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,TOTAL,OVER 50 YEARS,4,3761,12.75,5537,18.77,589
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,TOTAL,UNDER CONSTRUCTION,5,239,0.81,2772,9.4,24
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,TOTAL,LESS THAN 5 YEARS,5,1510,5.12,2772,9.4,66
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,TOTAL,5-10 YEARS,5,3496,11.85,2772,9.4,260
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,TOTAL,11-50 YEARS,5,20492,69.47,2772,9.4,2003
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,TOTAL,OVER 50 YEARS,5,3761,12.75,2772,9.4,419
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,TOTAL,UNDER CONSTRUCTION,6,239,0.81,2277,7.72,11
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,TOTAL,LESS THAN 5 YEARS,6,1510,5.12,2277,7.72,40
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,TOTAL,5-10 YEARS,6,3496,11.85,2277,7.72,203
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,TOTAL,11-50 YEARS,6,20492,69.47,2277,7.72,1655
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,TOTAL,OVER 50 YEARS,6,3761,12.75,2277,7.72,368
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,TOTAL,UNDER CONSTRUCTION,7,239,0.81,1235,4.19,12
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,TOTAL,LESS THAN 5 YEARS,7,1510,5.12,1235,4.19,17
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,TOTAL,5-10 YEARS,7,3496,11.85,1235,4.19,62
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,TOTAL,11-50 YEARS,7,20492,69.47,1235,4.19,875
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,TOTAL,OVER 50 YEARS,7,3761,12.75,1235,4.19,269
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,TOTAL,UNDER CONSTRUCTION,8,239,0.81,830,2.81,6
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,TOTAL,LESS THAN 5 YEARS,8,1510,5.12,830,2.81,19
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,TOTAL,5-10 YEARS,8,3496,11.85,830,2.81,58
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,TOTAL,11-50 YEARS,8,20492,69.47,830,2.81,576
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,TOTAL,OVER 50 YEARS,8,3761,12.75,830,2.81,171
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,TOTAL,UNDER CONSTRUCTION,9 AND MORE,239,0.81,1251,4.24,9
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,TOTAL,LESS THAN 5 YEARS,9 AND MORE,1510,5.12,1251,4.24,24
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,TOTAL,5-10 YEARS,9 AND MORE,3496,11.85,1251,4.24,83
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,TOTAL,11-50 YEARS,9 AND MORE,20492,69.47,1251,4.24,772
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,TOTAL,OVER 50 YEARS,9 AND MORE,3761,12.75,1251,4.24,363
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,RURAL,UNDER CONSTRUCTION,1,239,0.81,2664,9.03,44
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,RURAL,LESS THAN 5 YEARS,1,1510,5.12,2664,9.03,393
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,RURAL,5-10 YEARS,1,3496,11.85,2664,9.03,443
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,RURAL,11-50 YEARS,1,20492,69.47,2664,9.03,1637
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,RURAL,OVER 50 YEARS,1,3761,12.75,2664,9.03,147
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,RURAL,UNDER CONSTRUCTION,2,239,0.81,6799,23.05,55
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,RURAL,LESS THAN 5 YEARS,2,1510,5.12,6799,23.05,484
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,RURAL,5-10 YEARS,2,3496,11.85,6799,23.05,973
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,RURAL,11-50 YEARS,2,20492,69.47,6799,23.05,4589
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,RURAL,OVER 50 YEARS,2,3761,12.75,6799,23.05,698
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,RURAL,UNDER CONSTRUCTION,3,239,0.81,6133,20.79,40
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,RURAL,LESS THAN 5 YEARS,3,1510,5.12,6133,20.79,281
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,RURAL,5-10 YEARS,3,3496,11.85,6133,20.79,755
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,RURAL,11-50 YEARS,3,20492,69.47,6133,20.79,4320
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,RURAL,OVER 50 YEARS,3,3761,12.75,6133,20.79,737
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,RURAL,UNDER CONSTRUCTION,4,239,0.81,5537,18.77,38
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,RURAL,LESS THAN 5 YEARS,4,1510,5.12,5537,18.77,186
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,RURAL,5-10 YEARS,4,3496,11.85,5537,18.77,659
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,RURAL,11-50 YEARS,4,20492,69.47,5537,18.77,4065
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,RURAL,OVER 50 YEARS,4,3761,12.75,5537,18.77,589
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,RURAL,UNDER CONSTRUCTION,5,239,0.81,2772,9.4,24
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,RURAL,LESS THAN 5 YEARS,5,1510,5.12,2772,9.4,66
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,RURAL,5-10 YEARS,5,3496,11.85,2772,9.4,260
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,RURAL,11-50 YEARS,5,20492,69.47,2772,9.4,2003
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,RURAL,OVER 50 YEARS,5,3761,12.75,2772,9.4,419
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,RURAL,UNDER CONSTRUCTION,6,239,0.81,2277,7.72,11
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,RURAL,LESS THAN 5 YEARS,6,1510,5.12,2277,7.72,40
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,RURAL,5-10 YEARS,6,3496,11.85,2277,7.72,203
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,RURAL,11-50 YEARS,6,20492,69.47,2277,7.72,1655
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,RURAL,OVER 50 YEARS,6,3761,12.75,2277,7.72,368
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,RURAL,UNDER CONSTRUCTION,7,239,0.81,1235,4.19,12
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,RURAL,LESS THAN 5 YEARS,7,1510,5.12,1235,4.19,17
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,RURAL,5-10 YEARS,7,3496,11.85,1235,4.19,62
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,RURAL,11-50 YEARS,7,20492,69.47,1235,4.19,875
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,RURAL,OVER 50 YEARS,7,3761,12.75,1235,4.19,269
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,RURAL,UNDER CONSTRUCTION,8,239,0.81,830,2.81,6
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,RURAL,LESS THAN 5 YEARS,8,1510,5.12,830,2.81,19
