province_name,district_code,district_name,area_name,area_type,area_sq_km,total_pop,total_male,total_female,total_trans,sex_ratio,pop_density,pct_urban,avg_hh_size,total_pop_98,avg_annual_growth
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,TOTAL,1538,254303,127564,126728,11,100.66,165.35,NA,8,225441,0.63
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,RURAL,NA,254303,127564,126728,11,100.66,NA,NA,8,225441,0.63
FATA,030,ORAKZAI AGENCY,ORAKZAI AGENCY,URBAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FATA,030,ORAKZAI AGENCY,CENTRAL TEHSIL,TOTAL,399,59132,29440,29691,1,99.15,148.2,NA,8.91,47122,1.2
FATA,030,ORAKZAI AGENCY,CENTRAL TEHSIL,RURAL,NA,59132,29440,29691,1,99.15,NA,NA,8.91,47122,1.2
FATA,030,ORAKZAI AGENCY,CENTRAL TEHSIL,URBAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FATA,030,ORAKZAI AGENCY,ISMAIL ZAI TEHSIL,TOTAL,275,23963,12058,11905,NA,101.29,87.14,NA,8.28,28843,-0.97
FATA,030,ORAKZAI AGENCY,ISMAIL ZAI TEHSIL,RURAL,NA,23963,12058,11905,NA,101.29,NA,NA,8.28,28843,-0.97
FATA,030,ORAKZAI AGENCY,ISMAIL ZAI TEHSIL,URBAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FATA,030,ORAKZAI AGENCY,LOWER TEHSIL,TOTAL,565,107323,53767,53550,6,100.41,189.95,NA,8.16,65416,2.63
FATA,030,ORAKZAI AGENCY,LOWER TEHSIL,RURAL,NA,107323,53767,53550,6,100.41,NA,NA,8.16,65416,2.63
FATA,030,ORAKZAI AGENCY,LOWER TEHSIL,URBAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FATA,030,ORAKZAI AGENCY,UPPER TEHSIL,TOTAL,299,63885,32299,31582,4,102.27,213.66,NA,7.04,84060,-1.43
FATA,030,ORAKZAI AGENCY,UPPER TEHSIL,RURAL,NA,63885,32299,31582,4,102.27,NA,NA,7.04,84060,-1.43
FATA,030,ORAKZAI AGENCY,UPPER TEHSIL,URBAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
