province_name,district_code,district_name,area_name,area_type,gender,group_all_ages,group_under_01,group_under_05,group_under_10,group_under_16,group_05_24,group_15_24,group_15_29,group_15_49,group_15_64,group_18_60,group_18_and_up,group_60_and_up,group_65_and_up
PUNJAB,051,NAROWAL DISTRICT,NAROWAL DISTRICT,TOTAL,ALL SEXES,1707575,46227,231024,461876,714072,793228,349957,470069,807040,948012,799495,913327,122140,85268
PUNJAB,051,NAROWAL DISTRICT,NAROWAL DISTRICT,TOTAL,MALE,839934,23809,118042,236380,364931,394330,167092,219703,377445,450600,376717,435530,63003,44054
PUNJAB,051,NAROWAL DISTRICT,NAROWAL DISTRICT,TOTAL,FEMALE,867472,22418,112982,225496,349135,398858,182825,250306,429461,497256,422637,477639,59115,41201
PUNJAB,051,NAROWAL DISTRICT,NAROWAL DISTRICT,TOTAL,TRANSGENDER,169,0,0,0,6,40,40,60,134,156,141,158,22,13
PUNJAB,051,NAROWAL DISTRICT,NAROWAL DISTRICT,RURAL,ALL SEXES,1450918,40099,200204,398445,612707,675019,296230,396968,677699,796768,670910,770567,106686,75157
PUNJAB,051,NAROWAL DISTRICT,NAROWAL DISTRICT,RURAL,MALE,713296,20717,102363,203823,312987,335093,141165,185059,316529,378278,315729,367071,54854,38727
PUNJAB,051,NAROWAL DISTRICT,NAROWAL DISTRICT,RURAL,FEMALE,737513,19382,97841,194622,299714,339901,155040,211869,361088,418390,355096,403398,51815,36421
PUNJAB,051,NAROWAL DISTRICT,NAROWAL DISTRICT,RURAL,TRANSGENDER,109,0,0,0,6,25,25,40,82,100,85,98,17,9
PUNJAB,051,NAROWAL DISTRICT,NAROWAL DISTRICT,URBAN,ALL SEXES,256657,6128,30820,63431,101365,118209,53727,73101,129341,151244,128585,142760,15454,10111
PUNJAB,051,NAROWAL DISTRICT,NAROWAL DISTRICT,URBAN,MALE,126638,3092,15679,32557,51944,59237,25927,34644,60916,72322,60988,68459,8149,5327
PUNJAB,051,NAROWAL DISTRICT,NAROWAL DISTRICT,URBAN,FEMALE,129959,3036,15141,30874,49421,58957,27785,38437,68373,78866,67541,74241,7300,4780
PUNJAB,051,NAROWAL DISTRICT,NAROWAL DISTRICT,URBAN,TRANSGENDER,60,0,0,0,0,15,15,20,52,56,56,60,5,4
PUNJAB,051,NAROWAL DISTRICT,NAROWAL TEHSIL,TOTAL,ALL SEXES,596539,16117,80278,160605,247543,276110,122446,165772,288263,335348,284543,321428,39662,27249
PUNJAB,051,NAROWAL DISTRICT,NAROWAL TEHSIL,TOTAL,MALE,298248,8270,41092,82525,127082,138927,59761,79717,138834,163664,138092,157443,20796,14326
PUNJAB,051,NAROWAL DISTRICT,NAROWAL TEHSIL,TOTAL,FEMALE,298230,7847,39186,78080,120459,137172,62674,86034,149375,171626,146397,163927,18862,12920
PUNJAB,051,NAROWAL DISTRICT,NAROWAL TEHSIL,TOTAL,TRANSGENDER,61,0,0,0,2,11,11,21,54,58,54,58,4,3
PUNJAB,051,NAROWAL DISTRICT,NAROWAL TEHSIL,RURAL,ALL SEXES,460844,12673,63914,127386,195277,214934,94125,126807,218674,254219,214994,244300,31419,21902
PUNJAB,051,NAROWAL DISTRICT,NAROWAL TEHSIL,RURAL,MALE,230567,6522,32782,65513,100393,108272,45990,60992,105246,124009,104233,119571,16424,11494
PUNJAB,051,NAROWAL DISTRICT,NAROWAL TEHSIL,RURAL,FEMALE,230243,6151,31132,61873,94882,106656,48129,65803,113399,130177,110732,124698,14993,10407
PUNJAB,051,NAROWAL DISTRICT,NAROWAL TEHSIL,RURAL,TRANSGENDER,34,0,0,0,2,6,6,12,29,33,29,31,2,1
PUNJAB,051,NAROWAL DISTRICT,NAROWAL TEHSIL,URBAN,ALL SEXES,135695,3444,16364,33219,52266,61176,28321,38965,69589,81129,69549,77128,8243,5347
PUNJAB,051,NAROWAL DISTRICT,NAROWAL TEHSIL,URBAN,MALE,67681,1748,8310,17012,26689,30655,13771,18725,33588,39655,33859,37872,4372,2832
PUNJAB,051,NAROWAL DISTRICT,NAROWAL TEHSIL,URBAN,FEMALE,67987,1696,8054,16207,25577,30516,14545,20231,35976,41449,35665,39229,3869,2513
PUNJAB,051,NAROWAL DISTRICT,NAROWAL TEHSIL,URBAN,TRANSGENDER,27,0,0,0,0,5,5,9,25,25,25,27,2,2
PUNJAB,051,NAROWAL DISTRICT,SHAKARGARH TEHSIL,TOTAL,ALL SEXES,672030,18141,90282,180603,280008,311703,137868,184372,314277,371837,312236,360108,51410,36076
PUNJAB,051,NAROWAL DISTRICT,SHAKARGARH TEHSIL,TOTAL,MALE,327438,9315,45992,92220,142885,153923,64811,84621,144076,173597,144141,168918,26506,18737
PUNJAB,051,NAROWAL DISTRICT,SHAKARGARH TEHSIL,TOTAL,FEMALE,344536,8826,44290,88383,137119,157762,73039,99729,170160,198190,168054,191141,24895,17333
PUNJAB,051,NAROWAL DISTRICT,SHAKARGARH TEHSIL,TOTAL,TRANSGENDER,56,0,0,0,4,18,18,22,41,50,41,49,9,6
PUNJAB,051,NAROWAL DISTRICT,SHAKARGARH TEHSIL,RURAL,ALL SEXES,590387,16414,80875,160810,247411,273319,120647,161201,273687,324093,272060,315309,46342,32747
PUNJAB,051,NAROWAL DISTRICT,SHAKARGARH TEHSIL,RURAL,MALE,287663,8460,41260,82075,126169,134672,56565,73764,125504,151349,125667,147971,23796,16947
PUNJAB,051,NAROWAL DISTRICT,SHAKARGARH TEHSIL,RURAL,FEMALE,302682,7954,39615,78735,121238,138632,64067,87418,148152,172707,146365,167303,22538,15795
