province_name,district_code,district_name,sublvl_01,sublvl_02,sublvl_03,summary_row,area_name,total_housing,pacca_housing,semi_pacca_housing,kacha_housing,potable_water,electricity,gas,kitchen,bath_room,latrine,avg_hh_size
PUNJAB,051,NAROWAL DISTRICT,NA,NA,NA,YES,NAROWAL DISTRICT,39402,34823,3799,780,33524,38986,25110,33941,38346,38870,6.47
PUNJAB,051,NAROWAL DISTRICT,NAROWAL TEHSIL,NA,NA,YES,NAROWAL TEHSIL,20454,17488,2593,373,15373,20262,12954,16738,19899,20205,6.59
PUNJAB,051,NAROWAL DISTRICT,NAROWAL TEHSIL,BADDOMALHI TC,NA,YES,BADDOMALHI TC,2715,1867,775,73,2115,2673,1364,2113,2631,2690,6.72
PUNJAB,051,NAROWAL DISTRICT,NAROWAL TEHSIL,BADDOMALHI TC,CHARGE NO 09,YES,CHARGE NO 09,2715,1867,775,73,2115,2673,1364,2113,2631,2690,6.72
PUNJAB,051,NAROWAL DISTRICT,NAROWAL TEHSIL,BADDOMALHI TC,CHARGE NO 09,NO,CIRCLE NO 01,1106,564,500,42,939,1091,506,730,1078,1100,6.67
PUNJAB,051,NAROWAL DISTRICT,NAROWAL TEHSIL,BADDOMALHI TC,CHARGE NO 09,NO,CIRCLE NO 02,826,562,243,21,398,811,539,722,805,813,6.18
PUNJAB,051,NAROWAL DISTRICT,NAROWAL TEHSIL,BADDOMALHI TC,CHARGE NO 09,NO,CIRCLE NO 03,783,741,32,10,778,771,319,661,748,777,7.37
PUNJAB,051,NAROWAL DISTRICT,NAROWAL TEHSIL,NAROWAL MC,NA,YES,NAROWAL MC,15554,13907,1410,237,11999,15420,10539,12775,15151,15378,6.58
PUNJAB,051,NAROWAL DISTRICT,NAROWAL TEHSIL,NAROWAL MC,CHARGE NO 07,YES,CHARGE NO 07,9384,8496,787,101,6833,9311,6671,7792,9218,9337,6.57
PUNJAB,051,NAROWAL DISTRICT,NAROWAL TEHSIL,NAROWAL MC,CHARGE NO 07,NO,CIRCLE NO 01,2883,2677,179,27,2166,2861,1469,2090,2805,2857,6.43
PUNJAB,051,NAROWAL DISTRICT,NAROWAL TEHSIL,NAROWAL MC,CHARGE NO 07,NO,CIRCLE NO 02,1722,1516,185,21,1038,1695,1484,1445,1695,1718,6.78
PUNJAB,051,NAROWAL DISTRICT,NAROWAL TEHSIL,NAROWAL MC,CHARGE NO 07,NO,CIRCLE NO 03,1265,1243,19,3,1188,1262,916,1226,1263,1262,6.31
PUNJAB,051,NAROWAL DISTRICT,NAROWAL TEHSIL,NAROWAL MC,CHARGE NO 07,NO,CIRCLE NO 04,1987,1755,220,12,1047,1987,1845,1800,1976,1985,6.34
PUNJAB,051,NAROWAL DISTRICT,NAROWAL TEHSIL,NAROWAL MC,CHARGE NO 07,NO,CIRCLE NO 05,1527,1305,184,38,1394,1506,957,1231,1479,1515,7.13
PUNJAB,051,NAROWAL DISTRICT,NAROWAL TEHSIL,NAROWAL MC,CHARGE NO 08,YES,CHARGE NO 08,6170,5411,623,136,5166,6109,3868,4983,5933,6041,6.58
PUNJAB,051,NAROWAL DISTRICT,NAROWAL TEHSIL,NAROWAL MC,CHARGE NO 08,NO,CIRCLE NO 01,1237,1040,146,51,1133,1231,862,1003,1179,1230,6.87
PUNJAB,051,NAROWAL DISTRICT,NAROWAL TEHSIL,NAROWAL MC,CHARGE NO 08,NO,CIRCLE NO 02,1425,1371,40,14,1407,1420,1231,1303,1389,1420,6.19
PUNJAB,051,NAROWAL DISTRICT,NAROWAL TEHSIL,NAROWAL MC,CHARGE NO 08,NO,CIRCLE NO 03,1461,1337,101,23,783,1449,1058,1333,1436,1447,6.39
PUNJAB,051,NAROWAL DISTRICT,NAROWAL TEHSIL,NAROWAL MC,CHARGE NO 08,NO,CIRCLE NO 04,2047,1663,336,48,1843,2009,717,1344,1929,1944,6.83
PUNJAB,051,NAROWAL DISTRICT,NAROWAL TEHSIL,QILA SOBHA SINGH TC,NA,YES,QILA SOBHA SINGH TC,2185,1714,408,63,1259,2169,1051,1850,2117,2137,6.54
PUNJAB,051,NAROWAL DISTRICT,NAROWAL TEHSIL,QILA SOBHA SINGH TC,CHARGE NO 10,YES,CHARGE NO 10,2185,1714,408,63,1259,2169,1051,1850,2117,2137,6.54
PUNJAB,051,NAROWAL DISTRICT,NAROWAL TEHSIL,QILA SOBHA SINGH TC,CHARGE NO 10,NO,CIRCLE NO 01,888,745,117,26,229,883,478,746,833,848,6.59
PUNJAB,051,NAROWAL DISTRICT,NAROWAL TEHSIL,QILA SOBHA SINGH TC,CHARGE NO 10,NO,CIRCLE NO 02,1297,969,291,37,1030,1286,573,1104,1284,1289,6.5
PUNJAB,051,NAROWAL DISTRICT,SHAKARGARH TEHSIL,NA,NA,YES,SHAKARGARH TEHSIL,13025,12205,573,247,12403,12881,9084,12035,12707,12903,6.22
PUNJAB,051,NAROWAL DISTRICT,SHAKARGARH TEHSIL,SHAKARGARH MC,NA,YES,SHAKARGARH MC,13025,12205,573,247,12403,12881,9084,12035,12707,12903,6.22
PUNJAB,051,NAROWAL DISTRICT,SHAKARGARH TEHSIL,SHAKARGARH MC,CHARGE NO 08,YES,CHARGE NO 08,13025,12205,573,247,12403,12881,9084,12035,12707,12903,6.22
PUNJAB,051,NAROWAL DISTRICT,SHAKARGARH TEHSIL,SHAKARGARH MC,CHARGE NO 08,NO,CIRCLE NO 01,2132,1966,143,23,2020,2089,1229,1906,2040,2086,6.02
PUNJAB,051,NAROWAL DISTRICT,SHAKARGARH TEHSIL,SHAKARGARH MC,CHARGE NO 08,NO,CIRCLE NO 02,1511,1347,147,17,1475,1494,1172,1205,1483,1493,6.54
PUNJAB,051,NAROWAL DISTRICT,SHAKARGARH TEHSIL,SHAKARGARH MC,CHARGE NO 08,NO,CIRCLE NO 03,4319,4012,185,122,3988,4284,2982,4131,4218,4303,6.23
PUNJAB,051,NAROWAL DISTRICT,SHAKARGARH TEHSIL,SHAKARGARH MC,CHARGE NO 08,NO,CIRCLE NO 04,3398,3293,56,49,3288,3384,2761,3246,3343,3386,6.46
PUNJAB,051,NAROWAL DISTRICT,SHAKARGARH TEHSIL,SHAKARGARH MC,CHARGE NO 08,NO,CIRCLE NO 05,1665,1587,42,36,1632,1630,940,1547,1623,1635,5.67
PUNJAB,051,NAROWAL DISTRICT,ZAFARWAL TEHSIL,NA,NA,YES,ZAFARWAL TEHSIL,5923,5130,633,160,5748,5843,3072,5168,5740,5762,6.62
PUNJAB,051,NAROWAL DISTRICT,ZAFARWAL TEHSIL,ZAFARWAL MC,NA,YES,ZAFARWAL MC,5923,5130,633,160,5748,5843,3072,5168,5740,5762,6.62
PUNJAB,051,NAROWAL DISTRICT,ZAFARWAL TEHSIL,ZAFARWAL MC,CHARGE NO 04,YES,CHARGE NO 04,5923,5130,633,160,5748,5843,3072,5168,5740,5762,6.62
PUNJAB,051,NAROWAL DISTRICT,ZAFARWAL TEHSIL,ZAFARWAL MC,CHARGE NO 04,NO,CIRCLE NO 01,1530,1244,256,30,1521,1514,853,1393,1502,1488,6.63
PUNJAB,051,NAROWAL DISTRICT,ZAFARWAL TEHSIL,ZAFARWAL MC,CHARGE NO 04,NO,CIRCLE NO 02,2461,2140,245,76,2362,2446,1642,2170,2413,2423,6.67
PUNJAB,051,NAROWAL DISTRICT,ZAFARWAL TEHSIL,ZAFARWAL MC,CHARGE NO 04,NO,CIRCLE NO 03,1932,1746,132,54,1865,1883,577,1605,1825,1851,6.55
