province_name,district_code,district_name,area_name,area_type,construction_age,total_by_age,percent_by_age,housing_component,housing_material,total_by_material,percent_by_material,count
SINDH,089,TANDO ALLAHYAR DISTRICT,TANDO ALLAHYAR DISTRICT,TOTAL,UNDER CONSTRUCTION,3589,3.01,WALL,BAKED BRICKS/BLOCKS/STONES,72217,60.65,1983
SINDH,089,TANDO ALLAHYAR DISTRICT,TANDO ALLAHYAR DISTRICT,TOTAL,UNDER CONSTRUCTION,3589,3.01,WALL,UNBAKED BRICKS/MUD,30992,26.03,610
SINDH,089,TANDO ALLAHYAR DISTRICT,TANDO ALLAHYAR DISTRICT,TOTAL,UNDER CONSTRUCTION,3589,3.01,WALL,WOOD/BAMBOO,13544,11.38,830
SINDH,089,TANDO ALLAHYAR DISTRICT,TANDO ALLAHYAR DISTRICT,TOTAL,UNDER CONSTRUCTION,3589,3.01,WALL,OTHERS,2312,1.94,166
SINDH,089,TANDO ALLAHYAR DISTRICT,TANDO ALLAHYAR DISTRICT,TOTAL,UNDER CONSTRUCTION,3589,3.01,ROOF,RCC/RBC,11252,9.45,442
SINDH,089,TANDO ALLAHYAR DISTRICT,TANDO ALLAHYAR DISTRICT,TOTAL,UNDER CONSTRUCTION,3589,3.01,ROOF,CEMENT/IRON SHEETS,3216,2.7,186
SINDH,089,TANDO ALLAHYAR DISTRICT,TANDO ALLAHYAR DISTRICT,TOTAL,UNDER CONSTRUCTION,3589,3.01,ROOF,GARDER/T.IRON,55851,46.91,1386
SINDH,089,TANDO ALLAHYAR DISTRICT,TANDO ALLAHYAR DISTRICT,TOTAL,UNDER CONSTRUCTION,3589,3.01,ROOF,WOOD/BAMBOO,46205,38.81,1400
SINDH,089,TANDO ALLAHYAR DISTRICT,TANDO ALLAHYAR DISTRICT,TOTAL,UNDER CONSTRUCTION,3589,3.01,ROOF,OTHERS,2541,2.13,175
SINDH,089,TANDO ALLAHYAR DISTRICT,TANDO ALLAHYAR DISTRICT,TOTAL,LESS THAN 5 YEARS,27060,22.73,WALL,BAKED BRICKS/BLOCKS/STONES,72217,60.65,13211
SINDH,089,TANDO ALLAHYAR DISTRICT,TANDO ALLAHYAR DISTRICT,TOTAL,LESS THAN 5 YEARS,27060,22.73,WALL,UNBAKED BRICKS/MUD,30992,26.03,8107
