province_name,district_code,district_name,sublvl_01,sublvl_02,sublvl_03,summary_row,area_name,pop_all,pop_male,pop_fem,pop_trans,lit_all,lit_male,lit_fem,lit_trans,primary_male,primary_fem,primary_trans,matric_male,matric_fem,matric_trans,degree_male,degree_fem,degree_trans,muslim,non_muslim,age_10_up,age_18_up,age_60_up,working_10_up,cnic_18_up
SINDH,089,TANDO ALLAHYAR DISTRICT,NA,NA,NA,YES,TANDO ALLAHYAR DISTRICT,268099,138389,129661,49,52.95,60.61,44.77,36.73,24923,18309,6,19230,13517,11,6964,3718,1,197631,70468,192088,142412,11915,62511,112552
SINDH,089,TANDO ALLAHYAR DISTRICT,CHAMBER TALUKA,NA,NA,YES,CHAMBER TALUKA,36185,18623,17559,3,36.96,46.12,27.1,0,2432,1449,0,1935,903,0,396,158,0,24103,12082,25215,18451,1767,6569,13675
SINDH,089,TANDO ALLAHYAR DISTRICT,CHAMBER TALUKA,CHAMBAR TC,NA,YES,CHAMBAR TC,17802,9175,8624,3,45.23,55.8,33.83,0,1563,955,0,1168,568,0,267,98,0,13830,3972,12559,9322,906,4521,7071
SINDH,089,TANDO ALLAHYAR DISTRICT,CHAMBER TALUKA,CHAMBAR TC,CHARGE NO 03,YES,CHARGE NO 03,17802,9175,8624,3,45.23,55.8,33.83,0,1563,955,0,1168,568,0,267,98,0,13830,3972,12559,9322,906,4521,7071
SINDH,089,TANDO ALLAHYAR DISTRICT,CHAMBER TALUKA,CHAMBAR TC,CHARGE NO 03,NO,CIRCLE NO 01,6868,3598,3270,0,29.74,38.9,19.45,0,444,203,0,284,112,0,62,9,0,4755,2113,4754,3467,337,1548,2320
SINDH,089,TANDO ALLAHYAR DISTRICT,CHAMBER TALUKA,CHAMBAR TC,CHARGE NO 03,NO,CIRCLE NO 02,5740,2975,2765,0,48.25,62.2,33.02,0,643,365,0,384,143,0,68,18,0,4356,1384,4052,2975,301,1451,2263
SINDH,089,TANDO ALLAHYAR DISTRICT,CHAMBER TALUKA,CHAMBAR TC,CHARGE NO 03,NO,CIRCLE NO 03,5194,2602,2589,3,61.6,71.14,51.99,0,476,387,0,500,313,0,137,71,0,4719,475,3753,2880,268,1522,2488
SINDH,089,TANDO ALLAHYAR DISTRICT,CHAMBER TALUKA,SANJAR CHANG TC,NA,YES,SANJAR CHANG TC,18383,9448,8935,0,28.75,36.48,20.45,0,869,494,0,767,335,0,129,60,0,10273,8110,12656,9129,861,2048,6604
SINDH,089,TANDO ALLAHYAR DISTRICT,CHAMBER TALUKA,SANJAR CHANG TC,CHARGE NO 04,YES,CHARGE NO 04,18383,9448,8935,0,28.75,36.48,20.45,0,869,494,0,767,335,0,129,60,0,10273,8110,12656,9129,861,2048,6604
SINDH,089,TANDO ALLAHYAR DISTRICT,CHAMBER TALUKA,SANJAR CHANG TC,CHARGE NO 04,NO,CIRCLE NO 01,12126,6195,5931,0,34.99,42.36,27.22,0,704,450,0,580,319,0,105,53,0,7210,4916,8468,6122,580,1406,4374
SINDH,089,TANDO ALLAHYAR DISTRICT,CHAMBER TALUKA,SANJAR CHANG TC,CHARGE NO 04,NO,CIRCLE NO 02,6257,3253,3004,0,16.12,24.89,6.36,0,165,44,0,187,16,0,24,7,0,3063,3194,4188,3007,281,642,2230
SINDH,089,TANDO ALLAHYAR DISTRICT,JHANDO MARI TALUKA,NA,NA,YES,JHANDO MARI TALUKA,17999,9319,8680,0,30.76,39.28,21.6,0,989,537,0,682,263,0,114,33,0,11750,6249,12566,9173,817,5059,7099
SINDH,089,TANDO ALLAHYAR DISTRICT,JHANDO MARI TALUKA,PYARO LUND TC,NA,YES,PYARO LUND TC,17999,9319,8680,0,30.76,39.28,21.6,0,989,537,0,682,263,0,114,33,0,11750,6249,12566,9173,817,5059,7099
SINDH,089,TANDO ALLAHYAR DISTRICT,JHANDO MARI TALUKA,PYARO LUND TC,CHARGE NO 03,YES,CHARGE NO 03,17999,9319,8680,0,30.76,39.28,21.6,0,989,537,0,682,263,0,114,33,0,11750,6249,12566,9173,817,5059,7099
SINDH,089,TANDO ALLAHYAR DISTRICT,JHANDO MARI TALUKA,PYARO LUND TC,CHARGE NO 03,NO,CIRCLE NO 01,6708,3493,3215,0,27.22,34.7,19.03,0,333,175,0,227,90,0,23,9,0,4001,2707,4702,3325,296,1808,2559
SINDH,089,TANDO ALLAHYAR DISTRICT,JHANDO MARI TALUKA,PYARO LUND TC,CHARGE NO 03,NO,CIRCLE NO 02,5486,2888,2598,0,19.02,29.16,7.83,0,272,65,0,102,10,0,27,3,0,2291,3195,3760,2820,261,1531,2130
SINDH,089,TANDO ALLAHYAR DISTRICT,JHANDO MARI TALUKA,PYARO LUND TC,CHARGE NO 03,NO,CIRCLE NO 03,5805,2938,2867,0,45.57,54.31,36.61,0,384,297,0,353,163,0,64,21,0,5458,347,4104,3028,260,1720,2410
SINDH,089,TANDO ALLAHYAR DISTRICT,TANDO ALLAHYAR TALUKA,NA,NA,YES,TANDO ALLAHYAR TALUKA,213915,110447,103422,46,57.37,64.73,49.52,39.13,21502,16323,6,16613,12351,11,6454,3527,1,161778,52137,154307,114788,9331,50883,91778
SINDH,089,TANDO ALLAHYAR DISTRICT,TANDO ALLAHYAR TALUKA,NASIRPUR TC,NA,YES,NASIRPUR TC,34561,17862,16696,3,46.53,55.39,37.17,33.33,2865,2016,0,2127,1218,1,883,383,0,22023,12538,24065,17976,1508,8929,13219
SINDH,089,TANDO ALLAHYAR DISTRICT,TANDO ALLAHYAR TALUKA,NASIRPUR TC,CHARGE NO 05,YES,CHARGE NO 05,34561,17862,16696,3,46.53,55.39,37.17,33.33,2865,2016,0,2127,1218,1,883,383,0,22023,12538,24065,17976,1508,8929,13219
SINDH,089,TANDO ALLAHYAR DISTRICT,TANDO ALLAHYAR TALUKA,NASIRPUR TC,CHARGE NO 05,NO,CIRCLE NO 01,5679,2929,2750,0,75.19,82.19,67.55,0,573,567,0,684,448,0,416,167,0,5230,449,4425,3364,310,1028,2749
SINDH,089,TANDO ALLAHYAR DISTRICT,TANDO ALLAHYAR TALUKA,NASIRPUR TC,CHARGE NO 05,NO,CIRCLE NO 02,6641,3362,3279,0,69.81,76.27,63.21,0,665,594,0,687,627,0,350,194,0,6238,403,5075,3915,322,1697,3173
SINDH,089,TANDO ALLAHYAR DISTRICT,TANDO ALLAHYAR TALUKA,NASIRPUR TC,CHARGE NO 05,NO,CIRCLE NO 03,14817,7722,7092,3,23.35,32.29,13.81,33.33,809,349,0,387,110,1,43,11,0,6068,8749,9541,7104,579,4562,4758
SINDH,089,TANDO ALLAHYAR DISTRICT,TANDO ALLAHYAR TALUKA,NASIRPUR TC,CHARGE NO 05,NO,CIRCLE NO 04,7424,3849,3575,0,41.78,54.71,28.26,0,818,506,0,369,33,0,74,11,0,4487,2937,5024,3593,297,1642,2539
