province_name,district_code,district_name,area_name,area_type,construction_age,total_by_age,percent_by_age,utility,source,total_by_source,percent_by_source,count
SINDH,089,TANDO ALLAHYAR DISTRICT,TANDO ALLAHYAR DISTRICT,TOTAL,UNDER CONSTRUCTION,3589,3.01,INSIDE WATER,TAP,38094,31.99,1992
SINDH,089,TANDO ALLAHYAR DISTRICT,TANDO ALLAHYAR DISTRICT,TOTAL,UNDER CONSTRUCTION,3589,3.01,INSIDE WATER,ELECTRIC/HAND PUMP,49620,41.67,898
SINDH,089,TANDO ALLAHYAR DISTRICT,TANDO ALLAHYAR DISTRICT,TOTAL,UNDER CONSTRUCTION,3589,3.01,INSIDE WATER,PROTECTED WELL,553,0.46,12
SINDH,089,TANDO ALLAHYAR DISTRICT,TANDO ALLAHYAR DISTRICT,TOTAL,UNDER CONSTRUCTION,3589,3.01,INSIDE WATER,UN-PROTECTED WELL,599,0.5,21
SINDH,089,TANDO ALLAHYAR DISTRICT,TANDO ALLAHYAR DISTRICT,TOTAL,UNDER CONSTRUCTION,3589,3.01,INSIDE WATER,OTHERS,8324,6.99,194
SINDH,089,TANDO ALLAHYAR DISTRICT,TANDO ALLAHYAR DISTRICT,TOTAL,UNDER CONSTRUCTION,3589,3.01,OUTSIDE WATER,TAP,8574,7.2,170
SINDH,089,TANDO ALLAHYAR DISTRICT,TANDO ALLAHYAR DISTRICT,TOTAL,UNDER CONSTRUCTION,3589,3.01,OUTSIDE WATER,ELECTRIC/HAND PUMP,7193,6.04,145
SINDH,089,TANDO ALLAHYAR DISTRICT,TANDO ALLAHYAR DISTRICT,TOTAL,UNDER CONSTRUCTION,3589,3.01,OUTSIDE WATER,PROTECTED WELL,38,0.03,3
SINDH,089,TANDO ALLAHYAR DISTRICT,TANDO ALLAHYAR DISTRICT,TOTAL,UNDER CONSTRUCTION,3589,3.01,OUTSIDE WATER,UN-PROTECTED WELL,93,0.08,4
SINDH,089,TANDO ALLAHYAR DISTRICT,TANDO ALLAHYAR DISTRICT,TOTAL,UNDER CONSTRUCTION,3589,3.01,OUTSIDE WATER,SPRING,93,0.08,0
SINDH,089,TANDO ALLAHYAR DISTRICT,TANDO ALLAHYAR DISTRICT,TOTAL,UNDER CONSTRUCTION,3589,3.01,OUTSIDE WATER,CANAL/RIVER/POND,849,0.71,23
SINDH,089,TANDO ALLAHYAR DISTRICT,TANDO ALLAHYAR DISTRICT,TOTAL,UNDER CONSTRUCTION,3589,3.01,OUTSIDE WATER,OTHERS,5035,4.23,127
SINDH,089,TANDO ALLAHYAR DISTRICT,TANDO ALLAHYAR DISTRICT,TOTAL,UNDER CONSTRUCTION,3589,3.01,COOKING FUEL,WOOD,73713,61.91,2378
SINDH,089,TANDO ALLAHYAR DISTRICT,TANDO ALLAHYAR DISTRICT,TOTAL,UNDER CONSTRUCTION,3589,3.01,COOKING FUEL,GAS,42795,35.94,1129
SINDH,089,TANDO ALLAHYAR DISTRICT,TANDO ALLAHYAR DISTRICT,TOTAL,UNDER CONSTRUCTION,3589,3.01,COOKING FUEL,KEROSENE OIL,403,0.34,13
SINDH,089,TANDO ALLAHYAR DISTRICT,TANDO ALLAHYAR DISTRICT,TOTAL,UNDER CONSTRUCTION,3589,3.01,COOKING FUEL,OTHERS,2154,1.81,69
SINDH,089,TANDO ALLAHYAR DISTRICT,TANDO ALLAHYAR DISTRICT,TOTAL,UNDER CONSTRUCTION,3589,3.01,LIGHTING SOURCE,ELECTRICITY,99224,83.34,2896
SINDH,089,TANDO ALLAHYAR DISTRICT,TANDO ALLAHYAR DISTRICT,TOTAL,UNDER CONSTRUCTION,3589,3.01,LIGHTING SOURCE,KEROSENE OIL,7709,6.47,256
SINDH,089,TANDO ALLAHYAR DISTRICT,TANDO ALLAHYAR DISTRICT,TOTAL,UNDER CONSTRUCTION,3589,3.01,LIGHTING SOURCE,GAS LAMP,403,0.34,22
SINDH,089,TANDO ALLAHYAR DISTRICT,TANDO ALLAHYAR DISTRICT,TOTAL,UNDER CONSTRUCTION,3589,3.01,LIGHTING SOURCE,OTHERS,11729,9.85,415
SINDH,089,TANDO ALLAHYAR DISTRICT,TANDO ALLAHYAR DISTRICT,TOTAL,LESS THAN 5 YEARS,27060,22.73,INSIDE WATER,TAP,38094,31.99,8793
