province_name,district_code,district_name,area_name,area_type,household_sizes,number_of_rooms,total_housing_units_by_hh_size,percent_of_total_units_by_hh_size,rooms_per_housing_unit,total_housing_units_by_room_size,percent_of_total_units_by_room_size,persons_per_housing_unit,count
SINDH,095,KARACHI WEST DISTRICT,KARACHI WEST DISTRICT,TOTAL,1 PERSON,1,17486,2.8,1.65,179369,28.75,4.51,11073
SINDH,095,KARACHI WEST DISTRICT,KARACHI WEST DISTRICT,TOTAL,2 PERSONS,1,44503,7.13,1.82,179369,28.75,4.51,23271
SINDH,095,KARACHI WEST DISTRICT,KARACHI WEST DISTRICT,TOTAL,3 PERSONS,1,63172,10.13,1.91,179369,28.75,4.51,29119
SINDH,095,KARACHI WEST DISTRICT,KARACHI WEST DISTRICT,TOTAL,4 PERSONS,1,87006,13.95,2.02,179369,28.75,4.51,33855
SINDH,095,KARACHI WEST DISTRICT,KARACHI WEST DISTRICT,TOTAL,5 PERSONS,1,95701,15.34,2.16,179369,28.75,4.51,30051
SINDH,095,KARACHI WEST DISTRICT,KARACHI WEST DISTRICT,TOTAL,6 PERSONS,1,88735,14.22,2.3,179369,28.75,4.51,22353
SINDH,095,KARACHI WEST DISTRICT,KARACHI WEST DISTRICT,TOTAL,7 PERSONS,1,67055,10.75,2.44,179369,28.75,4.51,13653
SINDH,095,KARACHI WEST DISTRICT,KARACHI WEST DISTRICT,TOTAL,8 PERSONS,1,48057,7.7,2.59,179369,28.75,4.51,7564
SINDH,095,KARACHI WEST DISTRICT,KARACHI WEST DISTRICT,TOTAL,9 PERSONS,1,32714,5.24,2.79,179369,28.75,4.51,3764
SINDH,095,KARACHI WEST DISTRICT,KARACHI WEST DISTRICT,TOTAL,10 PERSONS AND ABOVE,1,79382,12.73,3.59,179369,28.75,4.51,4666
SINDH,095,KARACHI WEST DISTRICT,KARACHI WEST DISTRICT,TOTAL,1 PERSON,2,17486,2.8,1.65,218965,35.1,5.84,3695
SINDH,095,KARACHI WEST DISTRICT,KARACHI WEST DISTRICT,TOTAL,2 PERSONS,2,44503,7.13,1.82,218965,35.1,5.84,12824
SINDH,095,KARACHI WEST DISTRICT,KARACHI WEST DISTRICT,TOTAL,3 PERSONS,2,63172,10.13,1.91,218965,35.1,5.84,20657
SINDH,095,KARACHI WEST DISTRICT,KARACHI WEST DISTRICT,TOTAL,4 PERSONS,2,87006,13.95,2.02,218965,35.1,5.84,31922
SINDH,095,KARACHI WEST DISTRICT,KARACHI WEST DISTRICT,TOTAL,5 PERSONS,2,95701,15.34,2.16,218965,35.1,5.84,37885
SINDH,095,KARACHI WEST DISTRICT,KARACHI WEST DISTRICT,TOTAL,6 PERSONS,2,88735,14.22,2.3,218965,35.1,5.84,36366
SINDH,095,KARACHI WEST DISTRICT,KARACHI WEST DISTRICT,TOTAL,7 PERSONS,2,67055,10.75,2.44,218965,35.1,5.84,27193
