province_name,district_code,district_name,area_name,area_type,area_sq_km,total_pop,total_male,total_female,total_trans,sex_ratio,pop_density,pct_urban,avg_hh_size,total_pop_98,avg_annual_growth
SINDH,095,KARACHI WEST DISTRICT,KARACHI WEST DISTRICT,TOTAL,929,3907065,2056119,1850580,366,111.11,4205.67,92.76,6.13,2089509,3.34
SINDH,095,KARACHI WEST DISTRICT,KARACHI WEST DISTRICT,RURAL,NA,282858,148703,134139,16,110.86,NA,NA,6.38,179935,2.4
SINDH,095,KARACHI WEST DISTRICT,KARACHI WEST DISTRICT,URBAN,NA,3624207,1907416,1716441,350,111.13,NA,NA,6.11,1909574,3.42
SINDH,095,KARACHI WEST DISTRICT,BALDIA SUB-DIVISION,TOTAL,34,832583,434973,397480,130,109.43,24487.74,100,6.4,406264,3.84
SINDH,095,KARACHI WEST DISTRICT,BALDIA SUB-DIVISION,RURAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SINDH,095,KARACHI WEST DISTRICT,BALDIA SUB-DIVISION,URBAN,NA,832583,434973,397480,130,109.43,NA,NA,6.4,406165,3.84
SINDH,095,KARACHI WEST DISTRICT,HARBOUR SUB-DIVISION,TOTAL,50,401115,214204,186863,48,114.63,8022.3,100,5.95,223450,3.12
SINDH,095,KARACHI WEST DISTRICT,HARBOUR SUB-DIVISION,RURAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SINDH,095,KARACHI WEST DISTRICT,HARBOUR SUB-DIVISION,URBAN,NA,401115,214204,186863,48,114.63,NA,NA,5.95,223450,3.12
SINDH,095,KARACHI WEST DISTRICT,MANGHOPIR SUB-DIVISION,TOTAL,342,711236,371945,339251,40,109.64,2079.64,77.38,6.25,118267,9.88
SINDH,095,KARACHI WEST DISTRICT,MANGHOPIR SUB-DIVISION,RURAL,NA,160904,84561,76340,3,110.77,NA,NA,6.84,118267,1.63
SINDH,095,KARACHI WEST DISTRICT,MANGHOPIR SUB-DIVISION,URBAN,NA,550332,287384,262911,37,109.31,NA,NA,6.1,NA,NA
SINDH,095,KARACHI WEST DISTRICT,MAURIPUR SUB-DIVISION,TOTAL,450,192565,102172,90377,16,113.05,427.92,36.67,6.04,85980,4.33
SINDH,095,KARACHI WEST DISTRICT,MAURIPUR SUB-DIVISION,RURAL,NA,121954,64142,57799,13,110.97,NA,NA,5.86,38055,6.31
SINDH,095,KARACHI WEST DISTRICT,MAURIPUR SUB-DIVISION,URBAN,NA,70611,38030,32578,3,116.74,NA,NA,6.39,47925,2.06
SINDH,095,KARACHI WEST DISTRICT,MOMINABAD SUB-DIVISION,TOTAL,19,845797,438296,407422,79,107.58,44515.63,100,5.78,596593,1.85
SINDH,095,KARACHI WEST DISTRICT,MOMINABAD SUB-DIVISION,RURAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SINDH,095,KARACHI WEST DISTRICT,MOMINABAD SUB-DIVISION,URBAN,NA,845797,438296,407422,79,107.58,NA,NA,5.78,596593,1.85
SINDH,095,KARACHI WEST DISTRICT,ORANGI SUB-DIVISION,TOTAL,9,520195,271646,248524,25,109.3,57799.44,100,6.29,337186,2.3
SINDH,095,KARACHI WEST DISTRICT,ORANGI SUB-DIVISION,RURAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SINDH,095,KARACHI WEST DISTRICT,ORANGI SUB-DIVISION,URBAN,NA,520195,271646,248524,25,109.3,NA,NA,6.29,313672,2.69
SINDH,095,KARACHI WEST DISTRICT,SITE SUB-DIVISION,TOTAL,25,403574,222883,180663,28,123.37,16142.96,100,6.23,321769,1.2
SINDH,095,KARACHI WEST DISTRICT,SITE SUB-DIVISION,RURAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SINDH,095,KARACHI WEST DISTRICT,SITE SUB-DIVISION,URBAN,NA,403574,222883,180663,28,123.37,NA,NA,6.23,321769,1.2
