adm_lvl_1,adm_lvl_2,adm_lvl_3,adm_lvl_4,area_name,area_type,area_sq_km,total_pop,total_male,total_female,total_trans,sex_ratio,pop_density,pct_urban,avg_hh_size,total_pop_98,avg_annual_growth
SINDH,NA,KARACHI CENTRAL,GULBERG SUB-DIVISION,GULBERG SUB-DIVISION,RURAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SINDH,NA,KARACHI CENTRAL,GULBERG SUB-DIVISION,GULBERG SUB-DIVISION,URBAN,NA,496094,257941,238090,63,108.34,NA,NA,5.12,423517,0.0083
SINDH,NA,KARACHI CENTRAL,LIAQUATABAD SUB-DIVISION,LIAQUATABAD SUB-DIVISION,TOTAL,6,449098,233469,215513,116,108.33,74849.67,1,5.28,388078,0.0077
SINDH,NA,KARACHI CENTRAL,LIAQUATABAD SUB-DIVISION,LIAQUATABAD SUB-DIVISION,RURAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SINDH,NA,KARACHI CENTRAL,LIAQUATABAD SUB-DIVISION,LIAQUATABAD SUB-DIVISION,URBAN,NA,449098,233469,215513,116,108.33,NA,NA,5.28,388078,0.0077
SINDH,NA,KARACHI CENTRAL,NAZIMABAD SUB-DIVISION,NAZIMABAD SUB-DIVISION,TOTAL,8,446347,233024,213259,64,109.27,55793.38,1,5.43,366081,0.0105
SINDH,NA,KARACHI CENTRAL,NAZIMABAD SUB-DIVISION,NAZIMABAD SUB-DIVISION,RURAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SINDH,NA,KARACHI CENTRAL,NAZIMABAD SUB-DIVISION,NAZIMABAD SUB-DIVISION,URBAN,NA,446347,233024,213259,64,109.27,NA,NA,5.43,366081,0.0105
SINDH,NA,KARACHI CENTRAL,NEW KARACHI SUB-DIVISION,NEW KARACHI SUB-DIVISION,TOTAL,18,871245,452843,418282,120,108.26,48402.5,1,5.81,580472,0.0216
SINDH,NA,KARACHI CENTRAL,NEW KARACHI SUB-DIVISION,NEW KARACHI SUB-DIVISION,RURAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SINDH,NA,KARACHI CENTRAL,NEW KARACHI SUB-DIVISION,NEW KARACHI SUB-DIVISION,URBAN,NA,871245,452843,418282,120,108.26,NA,NA,5.81,580472,0.0216
SINDH,NA,KARACHI CENTRAL,NORTH NAZIMABAD SUB-DIVISION,NORTH NAZIMABAD SUB-DIVISION,TOTAL,23,708598,364751,343716,131,106.12,30808.61,1,5.53,530923,0.015300000000000001
SINDH,NA,KARACHI CENTRAL,NORTH NAZIMABAD SUB-DIVISION,NORTH NAZIMABAD SUB-DIVISION,RURAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SINDH,NA,KARACHI CENTRAL,NORTH NAZIMABAD SUB-DIVISION,NORTH NAZIMABAD SUB-DIVISION,URBAN,NA,708598,364751,343716,131,106.12,NA,NA,5.53,530923,0.015300000000000001
SINDH,NA,KARACHI EAST,NA,KARACHI EAST DISTRICT,TOTAL,139,2875315,1506788,1368002,525,110.15,20685.72,1,5.64,1447529,0.036699999999999997
SINDH,NA,KARACHI EAST,NA,KARACHI EAST DISTRICT,RURAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SINDH,NA,KARACHI EAST,NA,KARACHI EAST DISTRICT,URBAN,NA,2875315,1506788,1368002,525,110.15,NA,NA,5.64,1447529,0.036699999999999997
SINDH,NA,KARACHI EAST,FEROZABAD SUB-DIVISION,FEROZABAD SUB-DIVISION,TOTAL,20,761631,401237,360249,145,111.38,38081.55,1,5.33,521369,0.020099999999999996
SINDH,NA,KARACHI EAST,FEROZABAD SUB-DIVISION,FEROZABAD SUB-DIVISION,RURAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SINDH,NA,KARACHI EAST,FEROZABAD SUB-DIVISION,FEROZABAD SUB-DIVISION,URBAN,NA,761631,401237,360249,145,111.38,NA,NA,5.33,521369,0.020099999999999996
SINDH,NA,KARACHI EAST,GULSHAN-E-IQBAL SUB-DIVISION,GULSHAN-E-IQBAL SUB-DIVISION,TOTAL,29,841800,433347,408298,155,106.13,29027.59,1,5.33,415380,0.0378
SINDH,NA,KARACHI EAST,GULSHAN-E-IQBAL SUB-DIVISION,GULSHAN-E-IQBAL SUB-DIVISION,RURAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SINDH,NA,KARACHI EAST,GULSHAN-E-IQBAL SUB-DIVISION,GULSHAN-E-IQBAL SUB-DIVISION,URBAN,NA,841800,433347,408298,155,106.13,NA,NA,5.33,415380,0.0378
SINDH,NA,KARACHI EAST,GULZAR-E-HIJRI SUB-DIVISION,GULZAR-E-HIJRI SUB-DIVISION,TOTAL,79,792451,421544,370756,151,113.7,10031.03,1,6.56,130066,0.09960000000000001
SINDH,NA,KARACHI EAST,GULZAR-E-HIJRI SUB-DIVISION,GULZAR-E-HIJRI SUB-DIVISION,RURAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SINDH,NA,KARACHI EAST,GULZAR-E-HIJRI SUB-DIVISION,GULZAR-E-HIJRI SUB-DIVISION,URBAN,NA,792451,421544,370756,151,113.7,NA,NA,6.56,130066,0.09960000000000001
SINDH,NA,KARACHI EAST,JAMSHED QUARTERS SUB-DIVISION,JAMSHED QUARTERS SUB-DIVISION,TOTAL,11,479433,250660,228699,74,109.6,43584.82,1,5.42,380714,0.012199999999999999
SINDH,NA,KARACHI EAST,JAMSHED QUARTERS SUB-DIVISION,JAMSHED QUARTERS SUB-DIVISION,RURAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SINDH,NA,KARACHI EAST,JAMSHED QUARTERS SUB-DIVISION,JAMSHED QUARTERS SUB-DIVISION,URBAN,NA,479433,250660,228699,74,109.6,NA,NA,5.42,380714,0.012199999999999999
SINDH,NA,KARACHI SOUTH,NA,KARACHI SOUTH DISTRICT,TOTAL,122,1769230,930691,838349,190,111.01,14501.89,1,5.43,1468579,0.0098
SINDH,NA,KARACHI SOUTH,NA,KARACHI SOUTH DISTRICT,RURAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SINDH,NA,KARACHI SOUTH,NA,KARACHI SOUTH DISTRICT,URBAN,NA,1769230,930691,838349,190,111.01,NA,NA,5.43,1468579,0.0098
SINDH,NA,KARACHI SOUTH,ARAM BAGH SUB-DIVISION,ARAM BAGH SUB-DIVISION,TOTAL,4,128313,69314,58990,9,117.5,32078.25,1,4.99,137742,-0.0037
SINDH,NA,KARACHI SOUTH,ARAM BAGH SUB-DIVISION,ARAM BAGH SUB-DIVISION,RURAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SINDH,NA,KARACHI SOUTH,ARAM BAGH SUB-DIVISION,ARAM BAGH SUB-DIVISION,URBAN,NA,128313,69314,58990,9,117.5,NA,NA,4.99,137742,-0.0037
SINDH,NA,KARACHI SOUTH,CIVIL LINES SUB-DIVISION,CIVIL LINES SUB-DIVISION,TOTAL,73,473119,255640,217438,41,117.57,6481.08,1,5.24,281590,0.0276
SINDH,NA,KARACHI SOUTH,CIVIL LINES SUB-DIVISION,CIVIL LINES SUB-DIVISION,RURAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SINDH,NA,KARACHI SOUTH,CIVIL LINES SUB-DIVISION,CIVIL LINES SUB-DIVISION,URBAN,NA,473119,255640,217438,41,117.57,NA,NA,5.24,281590,0.0276
SINDH,NA,KARACHI SOUTH,GARDEN SUB-DIVISION,GARDEN SUB-DIVISION,TOTAL,4,363967,188988,174945,34,108.03,90991.75,1,5.32,325716,0.0059
SINDH,NA,KARACHI SOUTH,GARDEN SUB-DIVISION,GARDEN SUB-DIVISION,RURAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SINDH,NA,KARACHI SOUTH,GARDEN SUB-DIVISION,GARDEN SUB-DIVISION,URBAN,NA,363967,188988,174945,34,108.03,NA,NA,5.32,325716,0.0059
SINDH,NA,KARACHI SOUTH,LYARI SUB-DIVISION,LYARI SUB-DIVISION,TOTAL,6,661926,341179,320658,89,106.4,110321,1,5.81,594966,0.005600000000000001
SINDH,NA,KARACHI SOUTH,LYARI SUB-DIVISION,LYARI SUB-DIVISION,RURAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SINDH,NA,KARACHI SOUTH,LYARI SUB-DIVISION,LYARI SUB-DIVISION,URBAN,NA,661926,341179,320658,89,106.4,NA,NA,5.81,594966,0.005600000000000001
SINDH,NA,KARACHI SOUTH,SADDAR SUB-DIVISION,SADDAR SUB-DIVISION,TOTAL,35,141905,75570,66318,17,113.95,4054.43,1,5.21,128565,0.0052
SINDH,NA,KARACHI SOUTH,SADDAR SUB-DIVISION,SADDAR SUB-DIVISION,RURAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SINDH,NA,KARACHI SOUTH,SADDAR SUB-DIVISION,SADDAR SUB-DIVISION,URBAN,NA,141905,75570,66318,17,113.95,NA,NA,5.21,128565,0.0052
SINDH,NA,KARACHI WEST,NA,KARACHI WEST DISTRICT,TOTAL,929,3907065,2056119,1850580,366,111.11,4205.67,0.9276000000000001,6.13,2127765,0.0325
SINDH,NA,KARACHI WEST,NA,KARACHI WEST DISTRICT,RURAL,NA,282858,148703,134139,16,110.86,NA,NA,6.38,183094,0.0231
SINDH,NA,KARACHI WEST,NA,KARACHI WEST DISTRICT,URBAN,NA,3624207,1907416,1716441,350,111.13,NA,NA,6.11,1944671,0.0333
SINDH,NA,KARACHI WEST,BALDIA SUB-DIVISION,BALDIA SUB-DIVISION,TOTAL,34,832583,434973,397480,130,109.43,24487.74,1,6.4,402562,0.038900000000000004
SINDH,NA,KARACHI WEST,BALDIA SUB-DIVISION,BALDIA SUB-DIVISION,RURAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,NA
SINDH,NA,KARACHI WEST,BALDIA SUB-DIVISION,BALDIA SUB-DIVISION,URBAN,NA,832583,434973,397480,130,109.43,NA,NA,6.4,402463,0.038900000000000004
SINDH,NA,KARACHI WEST,HARBOUR SUB-DIVISION,HARBOUR SUB-DIVISION,TOTAL,50,401115,214204,186863,48,114.63,8022.3,1,5.95,222106,0.0316
SINDH,NA,KARACHI WEST,HARBOUR SUB-DIVISION,HARBOUR SUB-DIVISION,RURAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SINDH,NA,KARACHI WEST,HARBOUR SUB-DIVISION,HARBOUR SUB-DIVISION,URBAN,NA,401115,214204,186863,48,114.63,NA,NA,5.95,222106,0.0316
SINDH,NA,KARACHI WEST,MANGHOPIR SUB-DIVISION,MANGHOPIR SUB-DIVISION,TOTAL,342,711236,371945,339251,40,109.64,2079.64,0.7737999999999999,6.25,121426,0.0974
SINDH,NA,KARACHI WEST,MANGHOPIR SUB-DIVISION,MANGHOPIR SUB-DIVISION,RURAL,NA,160904,84561,76340,3,110.77,NA,NA,6.84,121426,0.0149
SINDH,NA,KARACHI WEST,MANGHOPIR SUB-DIVISION,MANGHOPIR SUB-DIVISION,URBAN,NA,550332,287384,262911,37,109.31,NA,NA,6.1,NA,NA
SINDH,NA,KARACHI WEST,MAURIPUR SUB-DIVISION,MAURIPUR SUB-DIVISION,TOTAL,450,192565,102172,90377,16,113.05,427.92,0.3667,6.04,73934,0.0516
SINDH,NA,KARACHI WEST,MAURIPUR SUB-DIVISION,MAURIPUR SUB-DIVISION,RURAL,NA,121954,64142,57799,13,110.97,NA,NA,5.86,38055,0.06309999999999999
SINDH,NA,KARACHI WEST,MAURIPUR SUB-DIVISION,MAURIPUR SUB-DIVISION,URBAN,NA,70611,38030,32578,3,116.74,NA,NA,6.39,35879,0.0362
SINDH,NA,KARACHI WEST,MOMINABAD SUB-DIVISION,MOMINABAD SUB-DIVISION,TOTAL,19,845797,438296,407422,79,107.58,44515.63,1,5.78,637407,0.015
SINDH,NA,KARACHI WEST,MOMINABAD SUB-DIVISION,MOMINABAD SUB-DIVISION,RURAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SINDH,NA,KARACHI WEST,MOMINABAD SUB-DIVISION,MOMINABAD SUB-DIVISION,URBAN,NA,845797,438296,407422,79,107.58,NA,NA,5.78,637407,0.015
SINDH,NA,KARACHI WEST,ORANGI SUB-DIVISION,ORANGI SUB-DIVISION,TOTAL,9,520195,271646,248524,25,109.3,57799.44,1,6.29,342691,0.0222
SINDH,NA,KARACHI WEST,ORANGI SUB-DIVISION,ORANGI SUB-DIVISION,RURAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,23514,NA
SINDH,NA,KARACHI WEST,ORANGI SUB-DIVISION,ORANGI SUB-DIVISION,URBAN,NA,520195,271646,248524,25,109.3,NA,NA,6.29,319177,0.026000000000000002
SINDH,NA,KARACHI WEST,SITE SUB-DIVISION,SITE SUB-DIVISION,TOTAL,25,403574,222883,180663,28,123.37,16142.96,1,6.23,327639,0.011000000000000001
SINDH,NA,KARACHI WEST,SITE SUB-DIVISION,SITE SUB-DIVISION,RURAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SINDH,NA,KARACHI WEST,SITE SUB-DIVISION,SITE SUB-DIVISION,URBAN,NA,403574,222883,180663,28,123.37,NA,NA,6.23,327639,0.011000000000000001
SINDH,NA,KORANGI,NA,KORANGI DISTRICT,TOTAL,108,2577556,1347161,1229899,496,109.53,23866.26,1,5.8,1608609,0.025099999999999997
SINDH,NA,KORANGI,NA,KORANGI DISTRICT,RURAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SINDH,NA,KORANGI,NA,KORANGI DISTRICT,URBAN,NA,2577556,1347161,1229899,496,109.53,NA,NA,5.8,1608609,0.025099999999999997
SINDH,NA,KORANGI,KORANGI SUB-DIVISION,KORANGI SUB-DIVISION,TOTAL,59,1126141,594709,531253,179,111.94,19087.14,1,6.05,529837,0.0404
SINDH,NA,KORANGI,KORANGI SUB-DIVISION,KORANGI SUB-DIVISION,RURAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SINDH,NA,KORANGI,KORANGI SUB-DIVISION,KORANGI SUB-DIVISION,URBAN,NA,1126141,594709,531253,179,111.94,NA,NA,6.05,529837,0.0404
SINDH,NA,KORANGI,LANDHI SUB-DIVISION,LANDHI SUB-DIVISION,TOTAL,19,546196,283476,262645,75,107.93,28747.16,1,5.86,428937,0.0128
SINDH,NA,KORANGI,LANDHI SUB-DIVISION,LANDHI SUB-DIVISION,RURAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SINDH,NA,KORANGI,LANDHI SUB-DIVISION,LANDHI SUB-DIVISION,URBAN,NA,546196,283476,262645,75,107.93,NA,NA,5.86,428937,0.0128
SINDH,NA,KORANGI,MODEL COLONY SUB-DIVISION,MODEL COLONY SUB-DIVISION,TOTAL,9,384389,197401,186906,82,105.62,42709.89,1,5.4,262199,0.0203
SINDH,NA,KORANGI,MODEL COLONY SUB-DIVISION,MODEL COLONY SUB-DIVISION,RURAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SINDH,NA,KORANGI,MODEL COLONY SUB-DIVISION,MODEL COLONY SUB-DIVISION,URBAN,NA,384389,197401,186906,82,105.62,NA,NA,5.4,262199,0.0203
SINDH,NA,KORANGI,SHAH FAISAL SUB-DIVISION,SHAH FAISAL SUB-DIVISION,TOTAL,21,520830,271575,249095,160,109.02,24801.43,1,5.52,387636,0.015600000000000001
SINDH,NA,KORANGI,SHAH FAISAL SUB-DIVISION,SHAH FAISAL SUB-DIVISION,RURAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SINDH,NA,KORANGI,SHAH FAISAL SUB-DIVISION,SHAH FAISAL SUB-DIVISION,URBAN,NA,520830,271575,249095,160,109.02,NA,NA,5.52,387636,0.015600000000000001
SINDH,NA,MALIR,NA,MALIR DISTRICT,TOTAL,2160,1924346,1028865,895329,152,114.91,890.9,0.5543,5.87,914765,0.039900000000000005
SINDH,NA,MALIR,NA,MALIR DISTRICT,RURAL,NA,857634,455607,401967,60,113.34,NA,NA,5.7,334201,0.0508
SINDH,NA,MALIR,NA,MALIR DISTRICT,URBAN,NA,1066712,573258,493362,92,116.19,NA,NA,6.03,580564,0.0325
SINDH,NA,MALIR,AIRPORT SUB-DIVISION,AIRPORT SUB-DIVISION,TOTAL,41,195143,104861,90264,18,116.17,4759.59,1,5.84,73928,0.052300000000000006
SINDH,NA,MALIR,AIRPORT SUB-DIVISION,AIRPORT SUB-DIVISION,RURAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SINDH,NA,MALIR,AIRPORT SUB-DIVISION,AIRPORT SUB-DIVISION,URBAN,NA,195143,104861,90264,18,116.17,NA,NA,5.84,73928,0.052300000000000006
SINDH,NA,MALIR,BIN QASIM SUB-DIVISION,BIN QASIM SUB-DIVISION,TOTAL,447,248098,132391,115668,39,114.46,555.03,NA,5.92,108045,0.0447
SINDH,NA,MALIR,BIN QASIM SUB-DIVISION,BIN QASIM SUB-DIVISION,RURAL,NA,248098,132391,115668,39,114.46,NA,NA,5.92,108045,0.0447
SINDH,NA,MALIR,BIN QASIM SUB-DIVISION,BIN QASIM SUB-DIVISION,URBAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SINDH,NA,MALIR,GADAP SUB-DIVISION,GADAP SUB-DIVISION,TOTAL,1104,64153,34756,29396,1,118.23,58.11,NA,4.58,35883,0.031
SINDH,NA,MALIR,GADAP SUB-DIVISION,GADAP SUB-DIVISION,RURAL,NA,64153,34756,29396,1,118.23,NA,NA,4.58,35883,0.031
SINDH,NA,MALIR,GADAP SUB-DIVISION,GADAP SUB-DIVISION,URBAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SINDH,NA,MALIR,IBRAHIM HYDRI SUB-DIVISION,IBRAHIM HYDRI SUB-DIVISION,TOTAL,97,1055780,567005,488697,78,116.02,10884.33,0.6346,6.32,476795,0.042699999999999995
SINDH,NA,MALIR,IBRAHIM HYDRI SUB-DIVISION,IBRAHIM HYDRI SUB-DIVISION,RURAL,NA,385776,203681,182077,18,111.87,NA,NA,6.18,105192,0.0707
SINDH,NA,MALIR,IBRAHIM HYDRI SUB-DIVISION,IBRAHIM HYDRI SUB-DIVISION,URBAN,NA,670004,363324,306620,60,118.49,NA,NA,6.4,371603,0.0315
SINDH,NA,MALIR,MURAD MEMON SUB-DIVISION,MURAD MEMON SUB-DIVISION,TOTAL,195,331326,174153,157157,16,110.81,1699.11,0.6084,5.14,202680,0.0262
SINDH,NA,MALIR,MURAD MEMON SUB-DIVISION,MURAD MEMON SUB-DIVISION,RURAL,NA,129761,69080,60679,2,113.84,NA,NA,5.05,67647,0.0348
SINDH,NA,MALIR,MURAD MEMON SUB-DIVISION,MURAD MEMON SUB-DIVISION,URBAN,NA,201565,105073,96478,14,108.91,NA,NA,5.2,135033,0.0213
SINDH,NA,MALIR,SHAH MUREED SUB-DIVISION,SHAH MUREED SUB-DIVISION,TOTAL,276,29846,15699,14147,NA,110.97,108.14,NA,4.49,17434,0.0287
SINDH,NA,MALIR,SHAH MUREED SUB-DIVISION,SHAH MUREED SUB-DIVISION,RURAL,NA,29846,15699,14147,NA,110.97,NA,NA,4.49,17434,0.0287
SINDH,NA,MALIR,SHAH MUREED SUB-DIVISION,SHAH MUREED SUB-DIVISION,URBAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SINDH,NA,JACOBABAD,NA,JACOBABAD DISTRICT,TOTAL,2698,1007009,514786,492061,162,104.62,373.24,0.29510000000000003,5.63,727190,0.0172
SINDH,NA,JACOBABAD,NA,JACOBABAD DISTRICT,RURAL,NA,709791,363021,346692,78,104.71,NA,NA,5.63,547720,0.0137
SINDH,NA,JACOBABAD,NA,JACOBABAD DISTRICT,URBAN,NA,297218,151765,145369,84,104.4,NA,NA,5.62,179470,0.0269
SINDH,NA,JACOBABAD,GARHI KHAIRO TALUKA,GARHI KHAIRO TALUKA,TOTAL,733,159019,80575,78429,15,102.74,216.94,0.0794,5.57,117207,0.016200000000000003
SINDH,NA,JACOBABAD,GARHI KHAIRO TALUKA,GARHI KHAIRO TALUKA,RURAL,NA,146400,74255,72130,15,102.95,NA,NA,5.6,105642,0.0173
SINDH,NA,JACOBABAD,GARHI KHAIRO TALUKA,GARHI KHAIRO TALUKA,URBAN,NA,12619,6320,6299,NA,100.33,NA,NA,5.24,11565,0.0046
SINDH,NA,JACOBABAD,JACOBABAD TALUKA,JACOBABAD TALUKA,TOTAL,664,382578,195672,186818,88,104.74,576.17,0.49950000000000006,5.83,267998,0.0189
SINDH,NA,JACOBABAD,JACOBABAD TALUKA,JACOBABAD TALUKA,RURAL,NA,191480,98075,93381,24,105.03,NA,NA,5.95,129218,0.0209
SINDH,NA,JACOBABAD,JACOBABAD TALUKA,JACOBABAD TALUKA,URBAN,NA,191098,97597,93437,64,104.45,NA,NA,5.72,138780,0.0169
SINDH,NA,JACOBABAD,THUL TALUKA,THUL TALUKA,TOTAL,1301,465412,238539,226814,59,105.17,357.73,0.2009,5.48,341985,0.0163
SINDH,NA,JACOBABAD,THUL TALUKA,THUL TALUKA,RURAL,NA,371911,190691,181181,39,105.25,NA,NA,5.48,312860,0.0091
SINDH,NA,JACOBABAD,THUL TALUKA,THUL TALUKA,URBAN,NA,93501,47848,45633,20,104.85,NA,NA,5.48,29125,0.0632
SINDH,NA,KAMBAR SHAHDAD KOT,NA,KAMBAR SHAHDAD KOT DISTRICT,TOTAL,5475,1338035,680567,657290,178,103.54,244.39,0.2966,6.05,924294,0.0196
SINDH,NA,KAMBAR SHAHDAD KOT,NA,KAMBAR SHAHDAD KOT DISTRICT,RURAL,NA,941232,478576,462534,122,103.47,NA,NA,6.13,757345,0.0115
SINDH,NA,KAMBAR SHAHDAD KOT,NA,KAMBAR SHAHDAD KOT DISTRICT,URBAN,NA,396803,201991,194756,56,103.71,NA,NA,5.86,166949,0.04650000000000001
SINDH,NA,KAMBAR SHAHDAD KOT,KAMBAR ALI KHAN TALUKA,KAMBAR ALI KHAN TALUKA,TOTAL,2260,393374,200678,192634,62,104.18,174.06,0.25670000000000004,6.23,268934,0.0202
SINDH,NA,KAMBAR SHAHDAD KOT,KAMBAR ALI KHAN TALUKA,KAMBAR ALI KHAN TALUKA,RURAL,NA,292404,149000,143364,40,103.93,NA,NA,6.33,210565,0.0174
SINDH,NA,KAMBAR SHAHDAD KOT,KAMBAR ALI KHAN TALUKA,KAMBAR ALI KHAN TALUKA,URBAN,NA,100970,51678,49270,22,104.89,NA,NA,5.96,58369,0.0292
SINDH,NA,KAMBAR SHAHDAD KOT,MIRO KHAN TALUKA,MIRO KHAN TALUKA,TOTAL,374,157934,80579,77334,21,104.2,422.28,0.26789999999999997,5.94,98782,0.025
SINDH,NA,KAMBAR SHAHDAD KOT,MIRO KHAN TALUKA,MIRO KHAN TALUKA,RURAL,NA,115622,58917,56690,15,103.93,NA,NA,5.92,89891,0.013300000000000001
SINDH,NA,KAMBAR SHAHDAD KOT,MIRO KHAN TALUKA,MIRO KHAN TALUKA,URBAN,NA,42312,21662,20644,6,104.93,NA,NA,5.98,8891,0.08539999999999999
SINDH,NA,KAMBAR SHAHDAD KOT,NASIRABAD TALUKA,NASIRABAD TALUKA,TOTAL,309,151410,76934,74456,20,103.33,490,0.2498,6.02,113779,0.0151
SINDH,NA,KAMBAR SHAHDAD KOT,NASIRABAD TALUKA,NASIRABAD TALUKA,RURAL,NA,113591,57725,55848,18,103.36,NA,NA,6.07,90302,0.0121
SINDH,NA,KAMBAR SHAHDAD KOT,NASIRABAD TALUKA,NASIRABAD TALUKA,URBAN,NA,37819,19209,18608,2,103.23,NA,NA,5.89,23477,0.0254
SINDH,NA,KAMBAR SHAHDAD KOT,QUBO SAEED KHAN TALUKA,QUBO SAEED KHAN TALUKA,TOTAL,1033,85767,43613,42146,8,103.48,83.03,0.3221,5.97,63706,0.015700000000000002
SINDH,NA,KAMBAR SHAHDAD KOT,QUBO SAEED KHAN TALUKA,QUBO SAEED KHAN TALUKA,RURAL,NA,58144,29585,28554,5,103.61,NA,NA,6.08,63706,-0.0048
SINDH,NA,KAMBAR SHAHDAD KOT,QUBO SAEED KHAN TALUKA,QUBO SAEED KHAN TALUKA,URBAN,NA,27623,14028,13592,3,103.21,NA,NA,5.76,NA,NA
SINDH,NA,KAMBAR SHAHDAD KOT,SHAHDAD KOT TALUKA,SHAHDAD KOT TALUKA,TOTAL,419,202564,102533,100003,28,102.53,483.45,0.5871,6.09,126619,0.025
SINDH,NA,KAMBAR SHAHDAD KOT,SHAHDAD KOT TALUKA,SHAHDAD KOT TALUKA,RURAL,NA,83629,42166,41451,12,101.72,NA,NA,6.19,66183,0.0124
SINDH,NA,KAMBAR SHAHDAD KOT,SHAHDAD KOT TALUKA,SHAHDAD KOT TALUKA,URBAN,NA,118935,60367,58552,16,103.1,NA,NA,6.02,60436,0.0362
SINDH,NA,KAMBAR SHAHDAD KOT,SUJAWAL JUNEJO TALUKA,SUJAWAL JUNEJO TALUKA,TOTAL,385,117467,59729,57723,15,103.48,305.11,0,6.28,83026,0.0184
SINDH,NA,KAMBAR SHAHDAD KOT,SUJAWAL JUNEJO TALUKA,SUJAWAL JUNEJO TALUKA,RURAL,NA,117467,59729,57723,15,103.48,NA,NA,6.28,83026,0.0184
SINDH,NA,KAMBAR SHAHDAD KOT,SUJAWAL JUNEJO TALUKA,SUJAWAL JUNEJO TALUKA,URBAN,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
SINDH,NA,KAMBAR SHAHDAD KOT,WARAH TALUKA,WARAH TALUKA,TOTAL,695,229519,116501,112994,24,103.1,330.24,0.3013,5.72,169448,0.0161
SINDH,NA,KAMBAR SHAHDAD KOT,WARAH TALUKA,WARAH TALUKA,RURAL,NA,160375,81454,78904,17,103.23,NA,NA,5.85,153672,0.0022
SINDH,NA,KAMBAR SHAHDAD KOT,WARAH TALUKA,WARAH TALUKA,URBAN,NA,69144,35047,34090,7,102.81,NA,NA,5.44,15776,0.08070000000000001
SINDH,NA,KASHMORE,NA,KASHMORE DISTRICT,TOTAL,2580,1090336,564663,525558,115,107.44,422.61,0.23260000000000003,5.84,677120,0.0253
SINDH,NA,KASHMORE,NA,KASHMORE DISTRICT,RURAL,NA,836677,433432,403169,76,107.51,NA,NA,5.89,509199,0.0264
SINDH,NA,KASHMORE,NA,KASHMORE DISTRICT,URBAN,NA,253659,131231,122389,39,107.22,NA,NA,5.7,167921,0.0219
SINDH,NA,KASHMORE,KANDHKOT TALUKA,KANDHKOT TALUKA,TOTAL,654,366111,190070,175998,43,108,559.8,0.37189999999999995,5.51,217447,0.0277
SINDH,NA,KASHMORE,KANDHKOT TALUKA,KANDHKOT TALUKA,RURAL,NA,229942,119612,110303,27,108.44,NA,NA,5.48,124800,0.0326
SINDH,NA,KASHMORE,KANDHKOT TALUKA,KANDHKOT TALUKA,URBAN,NA,136169,70458,65695,16,107.25,NA,NA,5.56,92647,0.0204
SINDH,NA,KASHMORE,KASHMORE TALUKA,KASHMORE TALUKA,TOTAL,1262,434966,224662,210254,50,106.85,344.66,0.20920000000000002,6.14,268899,0.0256
SINDH,NA,KASHMORE,KASHMORE TALUKA,KASHMORE TALUKA,RURAL,NA,343986,177490,166468,28,106.62,NA,NA,6.2,208925,0.0265
SINDH,NA,KASHMORE,KASHMORE TALUKA,KASHMORE TALUKA,URBAN,NA,90980,47172,43786,22,107.73,NA,NA,5.95,59974,0.022099999999999998
