province_name,district_code,district_name,area_name,area_type,gender,total_population,literacy_ratio,literacy_status,count
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN DISTRICT,TOTAL,ALL SEXES,1308695,52.7,ILLITERATE,619057
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN DISTRICT,TOTAL,ALL SEXES,1308695,52.7,TOTAL LITERATE,689638
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN DISTRICT,TOTAL,ALL SEXES,1308695,52.7,FORMAL LITERATE,684378
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN DISTRICT,TOTAL,ALL SEXES,1308695,52.7,INFORMAL LITERATE,5260
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN DISTRICT,TOTAL,MALE,663199,62.44,ILLITERATE,249068
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN DISTRICT,TOTAL,MALE,663199,62.44,TOTAL LITERATE,414131
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN DISTRICT,TOTAL,MALE,663199,62.44,FORMAL LITERATE,411599
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN DISTRICT,TOTAL,MALE,663199,62.44,INFORMAL LITERATE,2532
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN DISTRICT,TOTAL,FEMALE,645277,42.69,ILLITERATE,369827
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN DISTRICT,TOTAL,FEMALE,645277,42.69,TOTAL LITERATE,275450
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN DISTRICT,TOTAL,FEMALE,645277,42.69,FORMAL LITERATE,272728
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN DISTRICT,TOTAL,FEMALE,645277,42.69,INFORMAL LITERATE,2722
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN DISTRICT,TOTAL,TRANSGENDER,219,26.03,ILLITERATE,162
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN DISTRICT,TOTAL,TRANSGENDER,219,26.03,TOTAL LITERATE,57
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN DISTRICT,TOTAL,TRANSGENDER,219,26.03,FORMAL LITERATE,51
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN DISTRICT,TOTAL,TRANSGENDER,219,26.03,INFORMAL LITERATE,6
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN DISTRICT,RURAL,ALL SEXES,1094083,49.3,ILLITERATE,554694
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN DISTRICT,RURAL,ALL SEXES,1094083,49.3,TOTAL LITERATE,539389
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN DISTRICT,RURAL,ALL SEXES,1094083,49.3,FORMAL LITERATE,535127
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN DISTRICT,RURAL,ALL SEXES,1094083,49.3,INFORMAL LITERATE,4262
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN DISTRICT,RURAL,MALE,554920,59.93,ILLITERATE,222375
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN DISTRICT,RURAL,MALE,554920,59.93,TOTAL LITERATE,332545
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN DISTRICT,RURAL,MALE,554920,59.93,FORMAL LITERATE,330503
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN DISTRICT,RURAL,MALE,554920,59.93,INFORMAL LITERATE,2042
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN DISTRICT,RURAL,FEMALE,539030,38.37,ILLITERATE,332219
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN DISTRICT,RURAL,FEMALE,539030,38.37,TOTAL LITERATE,206811
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN DISTRICT,RURAL,FEMALE,539030,38.37,FORMAL LITERATE,204594
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN DISTRICT,RURAL,FEMALE,539030,38.37,INFORMAL LITERATE,2217
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN DISTRICT,RURAL,TRANSGENDER,133,24.81,ILLITERATE,100
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN DISTRICT,RURAL,TRANSGENDER,133,24.81,TOTAL LITERATE,33
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN DISTRICT,RURAL,TRANSGENDER,133,24.81,FORMAL LITERATE,30
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN DISTRICT,RURAL,TRANSGENDER,133,24.81,INFORMAL LITERATE,3
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN DISTRICT,URBAN,ALL SEXES,214612,70.01,ILLITERATE,64363
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN DISTRICT,URBAN,ALL SEXES,214612,70.01,TOTAL LITERATE,150249
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN DISTRICT,URBAN,ALL SEXES,214612,70.01,FORMAL LITERATE,149251
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN DISTRICT,URBAN,ALL SEXES,214612,70.01,INFORMAL LITERATE,998
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN DISTRICT,URBAN,MALE,108279,75.35,ILLITERATE,26693
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN DISTRICT,URBAN,MALE,108279,75.35,TOTAL LITERATE,81586
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN DISTRICT,URBAN,MALE,108279,75.35,FORMAL LITERATE,81096
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN DISTRICT,URBAN,MALE,108279,75.35,INFORMAL LITERATE,490
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN DISTRICT,URBAN,FEMALE,106247,64.6,ILLITERATE,37608
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN DISTRICT,URBAN,FEMALE,106247,64.6,TOTAL LITERATE,68639
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN DISTRICT,URBAN,FEMALE,106247,64.6,FORMAL LITERATE,68134
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN DISTRICT,URBAN,FEMALE,106247,64.6,INFORMAL LITERATE,505
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN DISTRICT,URBAN,TRANSGENDER,86,27.91,ILLITERATE,62
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN DISTRICT,URBAN,TRANSGENDER,86,27.91,TOTAL LITERATE,24
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN DISTRICT,URBAN,TRANSGENDER,86,27.91,FORMAL LITERATE,21
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN DISTRICT,URBAN,TRANSGENDER,86,27.91,INFORMAL LITERATE,3
PUNJAB,063,PAKPATTAN DISTRICT,ARIF WALA TEHSIL,TOTAL,ALL SEXES,616231,53.01,ILLITERATE,289582
PUNJAB,063,PAKPATTAN DISTRICT,ARIF WALA TEHSIL,TOTAL,ALL SEXES,616231,53.01,TOTAL LITERATE,326649
PUNJAB,063,PAKPATTAN DISTRICT,ARIF WALA TEHSIL,TOTAL,ALL SEXES,616231,53.01,FORMAL LITERATE,324956
PUNJAB,063,PAKPATTAN DISTRICT,ARIF WALA TEHSIL,TOTAL,ALL SEXES,616231,53.01,INFORMAL LITERATE,1693
PUNJAB,063,PAKPATTAN DISTRICT,ARIF WALA TEHSIL,TOTAL,MALE,311064,62.42,ILLITERATE,116894
PUNJAB,063,PAKPATTAN DISTRICT,ARIF WALA TEHSIL,TOTAL,MALE,311064,62.42,TOTAL LITERATE,194170
PUNJAB,063,PAKPATTAN DISTRICT,ARIF WALA TEHSIL,TOTAL,MALE,311064,62.42,FORMAL LITERATE,193368
PUNJAB,063,PAKPATTAN DISTRICT,ARIF WALA TEHSIL,TOTAL,MALE,311064,62.42,INFORMAL LITERATE,802
PUNJAB,063,PAKPATTAN DISTRICT,ARIF WALA TEHSIL,TOTAL,FEMALE,305060,43.42,ILLITERATE,172598
PUNJAB,063,PAKPATTAN DISTRICT,ARIF WALA TEHSIL,TOTAL,FEMALE,305060,43.42,TOTAL LITERATE,132462
PUNJAB,063,PAKPATTAN DISTRICT,ARIF WALA TEHSIL,TOTAL,FEMALE,305060,43.42,FORMAL LITERATE,131574
PUNJAB,063,PAKPATTAN DISTRICT,ARIF WALA TEHSIL,TOTAL,FEMALE,305060,43.42,INFORMAL LITERATE,888
PUNJAB,063,PAKPATTAN DISTRICT,ARIF WALA TEHSIL,TOTAL,TRANSGENDER,107,15.89,ILLITERATE,90
PUNJAB,063,PAKPATTAN DISTRICT,ARIF WALA TEHSIL,TOTAL,TRANSGENDER,107,15.89,TOTAL LITERATE,17
PUNJAB,063,PAKPATTAN DISTRICT,ARIF WALA TEHSIL,TOTAL,TRANSGENDER,107,15.89,FORMAL LITERATE,14
PUNJAB,063,PAKPATTAN DISTRICT,ARIF WALA TEHSIL,TOTAL,TRANSGENDER,107,15.89,INFORMAL LITERATE,3
PUNJAB,063,PAKPATTAN DISTRICT,ARIF WALA TEHSIL,RURAL,ALL SEXES,532547,50.32,ILLITERATE,264587
PUNJAB,063,PAKPATTAN DISTRICT,ARIF WALA TEHSIL,RURAL,ALL SEXES,532547,50.32,TOTAL LITERATE,267960
PUNJAB,063,PAKPATTAN DISTRICT,ARIF WALA TEHSIL,RURAL,ALL SEXES,532547,50.32,FORMAL LITERATE,266536
PUNJAB,063,PAKPATTAN DISTRICT,ARIF WALA TEHSIL,RURAL,ALL SEXES,532547,50.32,INFORMAL LITERATE,1424
PUNJAB,063,PAKPATTAN DISTRICT,ARIF WALA TEHSIL,RURAL,MALE,268905,60.58,ILLITERATE,105999
PUNJAB,063,PAKPATTAN DISTRICT,ARIF WALA TEHSIL,RURAL,MALE,268905,60.58,TOTAL LITERATE,162906
PUNJAB,063,PAKPATTAN DISTRICT,ARIF WALA TEHSIL,RURAL,MALE,268905,60.58,FORMAL LITERATE,162239
PUNJAB,063,PAKPATTAN DISTRICT,ARIF WALA TEHSIL,RURAL,MALE,268905,60.58,INFORMAL LITERATE,667
PUNJAB,063,PAKPATTAN DISTRICT,ARIF WALA TEHSIL,RURAL,FEMALE,263586,39.85,ILLITERATE,158542
PUNJAB,063,PAKPATTAN DISTRICT,ARIF WALA TEHSIL,RURAL,FEMALE,263586,39.85,TOTAL LITERATE,105044
PUNJAB,063,PAKPATTAN DISTRICT,ARIF WALA TEHSIL,RURAL,FEMALE,263586,39.85,FORMAL LITERATE,104289
PUNJAB,063,PAKPATTAN DISTRICT,ARIF WALA TEHSIL,RURAL,FEMALE,263586,39.85,INFORMAL LITERATE,755
PUNJAB,063,PAKPATTAN DISTRICT,ARIF WALA TEHSIL,RURAL,TRANSGENDER,56,17.86,ILLITERATE,46
PUNJAB,063,PAKPATTAN DISTRICT,ARIF WALA TEHSIL,RURAL,TRANSGENDER,56,17.86,TOTAL LITERATE,10
PUNJAB,063,PAKPATTAN DISTRICT,ARIF WALA TEHSIL,RURAL,TRANSGENDER,56,17.86,FORMAL LITERATE,8
PUNJAB,063,PAKPATTAN DISTRICT,ARIF WALA TEHSIL,RURAL,TRANSGENDER,56,17.86,INFORMAL LITERATE,2
PUNJAB,063,PAKPATTAN DISTRICT,ARIF WALA TEHSIL,URBAN,ALL SEXES,83684,70.13,ILLITERATE,24995
PUNJAB,063,PAKPATTAN DISTRICT,ARIF WALA TEHSIL,URBAN,ALL SEXES,83684,70.13,TOTAL LITERATE,58689
PUNJAB,063,PAKPATTAN DISTRICT,ARIF WALA TEHSIL,URBAN,ALL SEXES,83684,70.13,FORMAL LITERATE,58420
PUNJAB,063,PAKPATTAN DISTRICT,ARIF WALA TEHSIL,URBAN,ALL SEXES,83684,70.13,INFORMAL LITERATE,269
PUNJAB,063,PAKPATTAN DISTRICT,ARIF WALA TEHSIL,URBAN,MALE,42159,74.16,ILLITERATE,10895
PUNJAB,063,PAKPATTAN DISTRICT,ARIF WALA TEHSIL,URBAN,MALE,42159,74.16,TOTAL LITERATE,31264
PUNJAB,063,PAKPATTAN DISTRICT,ARIF WALA TEHSIL,URBAN,MALE,42159,74.16,FORMAL LITERATE,31129
PUNJAB,063,PAKPATTAN DISTRICT,ARIF WALA TEHSIL,URBAN,MALE,42159,74.16,INFORMAL LITERATE,135
PUNJAB,063,PAKPATTAN DISTRICT,ARIF WALA TEHSIL,URBAN,FEMALE,41474,66.11,ILLITERATE,14056
PUNJAB,063,PAKPATTAN DISTRICT,ARIF WALA TEHSIL,URBAN,FEMALE,41474,66.11,TOTAL LITERATE,27418
PUNJAB,063,PAKPATTAN DISTRICT,ARIF WALA TEHSIL,URBAN,FEMALE,41474,66.11,FORMAL LITERATE,27285
PUNJAB,063,PAKPATTAN DISTRICT,ARIF WALA TEHSIL,URBAN,FEMALE,41474,66.11,INFORMAL LITERATE,133
PUNJAB,063,PAKPATTAN DISTRICT,ARIF WALA TEHSIL,URBAN,TRANSGENDER,51,13.73,ILLITERATE,44
PUNJAB,063,PAKPATTAN DISTRICT,ARIF WALA TEHSIL,URBAN,TRANSGENDER,51,13.73,TOTAL LITERATE,7
PUNJAB,063,PAKPATTAN DISTRICT,ARIF WALA TEHSIL,URBAN,TRANSGENDER,51,13.73,FORMAL LITERATE,6
PUNJAB,063,PAKPATTAN DISTRICT,ARIF WALA TEHSIL,URBAN,TRANSGENDER,51,13.73,INFORMAL LITERATE,1
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN TEHSIL,TOTAL,ALL SEXES,692464,52.42,ILLITERATE,329475
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN TEHSIL,TOTAL,ALL SEXES,692464,52.42,TOTAL LITERATE,362989
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN TEHSIL,TOTAL,ALL SEXES,692464,52.42,FORMAL LITERATE,359422
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN TEHSIL,TOTAL,ALL SEXES,692464,52.42,INFORMAL LITERATE,3567
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN TEHSIL,TOTAL,MALE,352135,62.46,ILLITERATE,132174
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN TEHSIL,TOTAL,MALE,352135,62.46,TOTAL LITERATE,219961
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN TEHSIL,TOTAL,MALE,352135,62.46,FORMAL LITERATE,218231
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN TEHSIL,TOTAL,MALE,352135,62.46,INFORMAL LITERATE,1730
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN TEHSIL,TOTAL,FEMALE,340217,42.03,ILLITERATE,197229
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN TEHSIL,TOTAL,FEMALE,340217,42.03,TOTAL LITERATE,142988
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN TEHSIL,TOTAL,FEMALE,340217,42.03,FORMAL LITERATE,141154
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN TEHSIL,TOTAL,FEMALE,340217,42.03,INFORMAL LITERATE,1834
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN TEHSIL,TOTAL,TRANSGENDER,112,35.71,ILLITERATE,72
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN TEHSIL,TOTAL,TRANSGENDER,112,35.71,TOTAL LITERATE,40
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN TEHSIL,TOTAL,TRANSGENDER,112,35.71,FORMAL LITERATE,37
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN TEHSIL,TOTAL,TRANSGENDER,112,35.71,INFORMAL LITERATE,3
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN TEHSIL,RURAL,ALL SEXES,561536,48.34,ILLITERATE,290107
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN TEHSIL,RURAL,ALL SEXES,561536,48.34,TOTAL LITERATE,271429
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN TEHSIL,RURAL,ALL SEXES,561536,48.34,FORMAL LITERATE,268591
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN TEHSIL,RURAL,ALL SEXES,561536,48.34,INFORMAL LITERATE,2838
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN TEHSIL,RURAL,MALE,286015,59.31,ILLITERATE,116376
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN TEHSIL,RURAL,MALE,286015,59.31,TOTAL LITERATE,169639
