province_name,district_code,district_name,area_name,area_type,household_sizes,number_of_rooms,total_housing_units_by_hh_size,percent_of_total_units_by_hh_size,rooms_per_housing_unit,total_housing_units_by_room_size,percent_of_total_units_by_room_size,persons_per_housing_unit,count
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN DISTRICT,TOTAL,1 PERSON,1,7376,2.42,1.65,108940,35.8,4.85,4616
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN DISTRICT,TOTAL,2 PERSONS,1,21276,6.99,1.65,108940,35.8,4.85,12536
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN DISTRICT,TOTAL,3 PERSONS,1,28846,9.48,1.77,108940,35.8,4.85,14939
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN DISTRICT,TOTAL,4 PERSONS,1,39285,12.91,1.9,108940,35.8,4.85,17835
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN DISTRICT,TOTAL,5 PERSONS,1,48080,15.8,2.02,108940,35.8,4.85,18853
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN DISTRICT,TOTAL,6 PERSONS,1,48271,15.86,2.13,108940,35.8,4.85,16547
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN DISTRICT,TOTAL,7 PERSONS,1,38061,12.51,2.25,108940,35.8,4.85,11203
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN DISTRICT,TOTAL,8 PERSONS,1,26309,8.65,2.4,108940,35.8,4.85,6394
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN DISTRICT,TOTAL,9 PERSONS,1,16797,5.52,2.59,108940,35.8,4.85,3165
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN DISTRICT,TOTAL,10 PERSONS AND ABOVE,1,29976,9.85,3.29,108940,35.8,4.85,2852
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN DISTRICT,TOTAL,1 PERSON,2,7376,2.42,1.65,106108,34.87,5.98,1682
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN DISTRICT,TOTAL,2 PERSONS,2,21276,6.99,1.65,106108,34.87,5.98,5814
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN DISTRICT,TOTAL,3 PERSONS,2,28846,9.48,1.77,106108,34.87,5.98,8885
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN DISTRICT,TOTAL,4 PERSONS,2,39285,12.91,1.9,106108,34.87,5.98,13313
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN DISTRICT,TOTAL,5 PERSONS,2,48080,15.8,2.02,106108,34.87,5.98,17401
PUNJAB,063,PAKPATTAN DISTRICT,PAKPATTAN DISTRICT,TOTAL,6 PERSONS,2,48271,15.86,2.13,106108,34.87,5.98,18354
